depth,spp,torque,flow
1354.5815,20077.3953425604,14.1140648421299,3987.85583376
1355.537,20006.9309230242,12.1481288170494,3987.85583376
1356.479,19949.9802277827,11.9718724837663,3987.85583376
1357.399,19900.8206082824,12.4599669451656,3987.85583376
1358.4645,19872.4831558074,12.392176047749,3987.85583376
1359.53,19852.2815169385,12.6904559963819,3987.85583376
1360.4625,19832.6314586529,12.5277578425821,3987.85583376
1361.471,19806.5692760847,13.083643201398,3987.85583376
1362.4744999999998,19748.9980526868,13.5717376627973,3987.85583376
1363.5729999999999,19706.0437147504,14.5208102266293,3987.85583376
1364.483,19694.6673652166,11.9311979453163,3987.85583376
1365.507,19574.4917455967,9.0026311769205,3987.85583376
1366.5369999999998,19484.7220056397,11.1990562532174,3987.85583376
1367.4850000000001,19414.3265336764,10.9075553943261,3987.85583376
1368.525,19370.8206151565,10.6296127149182,3987.85583376
1369.3065000000001,19377.370634585,9.524621087028091,3987.85583376
1370.5970000000002,19320.6957296352,8.55521125397114,3987.85583376
1371.5179999999998,19177.008987645502,10.317774586802,3987.85583376
1372.187,19088.2045137095,11.5380107403002,3987.85583376
1373.8795,19031.77092526495,6.962125164681745,3987.85583376
1374.59,19055.1786262753,7.91797681825538,3987.85583376
1375.053,19065.1070767774,6.72485702372375,3987.85583376
1378.6304999999998,19011.3969174636,6.182529844391191,4010.00049396
1379.6695,18919.3519075998,6.1960880238745,4010.00049396
1380.506,18869.1580745056,7.592580510655839,4010.00049396
1381.506,18858.7469909929,7.19939330563974,4010.00049396
1382.536,18866.5380667342,6.91467153649014,4010.00049396
1383.481,18868.3307036304,6.79264792114032,4010.00049396
1384.527,18863.7801638169,6.8875551775235095,4010.00049396
1385.545,18870.2612356725,6.83332245959026,4010.00049396
1386.45,18861.0912084726,6.80620610062363,4010.00049396
1387.4665,18843.3027346562,6.873996998040201,4010.00049396
1388.4615,18831.2369093932,6.83332245959026,4010.00049396
1389.489,18835.9253443525,6.79264792114032,4010.00049396
1390.47,18826.2037365691,6.873996998040201,4010.00049396
1391.516,18712.784979096497,6.95534607494008,3960.2980344
1392.451,20726.1920038475,7.13160240822317,4187.27133792
1393.46,23063.5147262316,7.41632417737276,4453.12082268
1394.5479999999998,23027.6619883071,7.497673254272651,4453.12082268
1395.5375,22975.8823610354,7.158718767189799,4453.12082268
1396.435,22915.0016541368,7.1180442287398495,4453.12082268
1397.5079999999998,22868.1862521162,7.68748776703904,4453.12082268
1398.5410000000002,23224.2315187354,7.76883684393893,4453.12082268
1399.5835,21322.7953524254,8.50097853603788,4303.86202752
1400.434,23165.1434487329,8.89416574105399,4453.12082268
1401.464,23154.7323652202,9.8703546638526,4453.12082268
1402.51,23204.2367225852,9.85679648436928,4453.12082268
1403.4485,23184.276400221454,10.17541370222715,4453.12082268
