Depth	TVD	ROP	WOB	RPM   Torque    SPP	GPM   Temp IN Temp Out				
2838	2296.74	60.33	6.34	144	9	3419	817	119	158
2839	2296.9	18.84	5.83	133	7	3072	735	119	158
2840	2297.19	95.53	7.2	146	9	3417	817	119	158
2841	2297.39	28.11	5.19	119	6	2732	653	119	158
2842	2297.71	98.44	5.84	132	8	3071	735	119	158
2843	2297.87	76.7	7.51	145	9	3408	817	119	158
2844	2298	103.31	7.26	129	8	3072	735	119	158
2845	2298.32	83.31	5.57	146	8	3408	817	119	158
2846	2298.54	84.98	7.3	143	9	3404	817	119	158
2847	2298.77	45.04	7.51	146	8	3415	817	119	158
2848	2298.99	73.81	5.47	148	8	3405	817	119	158
2849	2299.22	77.3	7.59	147	8	3412	817	119	158
2850	2299.45	84.87	4.03	120	6	2726	653	119	158
2851	2299.67	61.04	5.5	147	9	3413	817	119	158
2852	2299.89	32.55	5.3	134	7	3071	735	119	158
2853	2300.1	67.1	5.34	132	8	3076	735	119	158
2854	2300.35	39.6	6.09	147	9	3418	817	119	158
2855	2300.54	33.38	4.87	133	7	3077	735	119	158
2856	2300.8	107.79	6.47	142	8	3416	793	119	158
2857	2301.03	28.27	5.23	139	9	3426	792	119	158
2858	2301.25	43.57	4.91	141	8	3356	778	119	158
2859	2301.48	104.56	3.74	149	8	3291	771	119	158
2860	2301.78	111.57	2.39	134	7	3015	699	119	158
2861	2301.95	63.92	4.65	136	8	2966	696	119	158
2862	2302.16	32.08	4.91	150	9	3291	773	119	158
2863	2302.38	29.5	4.95	152	8	3277	773	119	158
2864	2302.61	56.36	7.08	148	9	3286	774	119	158
2865	2302.83	50.26	5.86	149	9	3278	774	119	158
2866	2303.06	42.1	3.62	152	8	3265	773	119	158
2867	2303.29	23.44	4.01	152	8	3268	774	119	158
2868	2303.51	28.09	9.13	152	8	3260	774	119	158
2869	2303.74	30.57	9.31	151	8	3263	774	119	158
2870	2303.96	29.36	8.79	151	9	3268	773	119	158
2871	2304.19	32.18	8.08	151	8	3266	773	119	158
2872	2304.49	33.79	8.12	137	7	2940	696	119	158
2873	2304.64	69.46	8.69	151	8	3269	774	119	158
2874	2304.89	55.34	7.44	138	7	2940	696	119	158
2875	2305.09	54.89	9.47	152	8	3269	774	119	158
2876	2305.32	39.7	9.51	150	9	3270	773	119	158
2877	2305.54	71.26	8.12	154	8	3270	774	119	158
2878	2305.77	37.96	7.88	152	8	3269	774	119	158
2879	2305.99	79.72	8.87	150	8	3269	773	119	158
2880	2306.3	85.44	5.74	106	6	2293	541	119	158
2881	2306.45	95.78	10.67	148	9	3274	773	119	158
2882	2306.67	53.04	10.06	147	9	3272	774	119	158
2883	2306.98	107.64	7.26	121	7	2614	619	119	158
2884	2307.23	89.22	9.87	133	8	2941	696	119	158
2885	2307.61	96.26	9.85	136	7	2932	696	119	158
2886	2307.78	109.25	7.46	135	8	2936	696	119	158
2887	2307.8	30.59	9.22	153	8	3248	770	119	158
2888	2308.03	61.33	9.41	150	9	3253	776	119	158
2889	2308.25	69.24	10.28	147	9	3297	780	119	158
2890	2308.48	55.89	9.72	149	9	3294	780	119	158
2891	2308.7	42.03	9.41	148	9	3297	781	119	158
2892	2308.93	37.99	10.47	148	9	3300	780	119	158
2893	2309.16	33.97	9.97	149	9	3290	780	119	158
2894	2309.38	37.9	10.49	149	9	3295	781	119	158
2895	2309.61	49.15	12.21	148	9	3299	780	119	158
2896	2309.83	53.19	10.02	148	9	3299	781	119	158
2897	2310.06	59.57	10.62	148	9	3284	779	119	158
2898	2310.28	60.55	11.03	146	10	3277	779	119	158
2899	2310.45	37.92	8.82	117	7	2629	624	119	158
2900	2310.68	56.69	11.4	131	9	2955	702	119	158
2901	2310.98	90.27	9.96	131	8	2956	701	119	158
2902	2311.19	102.31	12.08	146	10	3289	780	119	158
2903	2311.45	109.72	10.76	132	9	2961	703	119	158
2904	2311.75	114.48	9.25	119	7	2638	624	119	158
2905	2311.94	116.88	10.25	134	8	2969	703	119	158
2906	2312.25	105.39	9.99	132	8	2976	703	119	158
2907	2312.53	102.85	10.37	134	8	2979	702	119	158
2908	2312.87	105.75	7.83	120	7	2644	625	119	158
2909	2313.15	106.14	8.82	120	7	2645	624	119	158
2910	2313.45	74.24	7.85	120	7	2647	624	119	158
2911	2313.78	106.29	8.32	120	7	2649	624	119	158
2912	2313.97	101.19	9.41	135	8	2969	701	119	158
2913	2314.1	91.02	8.35	136	8	2972	702	119	158
2914	2314.3	90.62	9.3	135	8	2979	703	119	158
2915	2314.4	107.32	7.66	120	7	2649	624	119	158
2916	2314.6	107.13	11.22	133	8	2986	703	119	158
2917	2314.78	106.51	10.79	134	8	2987	703	119	158
2918	2314.98	69.72	5.64	117	7	2660	624	119	158
2919	2315.03	45.22	9.24	142	8	3320	772	119	158
2920	2315.25	34.15	8	144	8	3306	770	119	158
2921	2315.48	26.03	10.2	143	8	3320	771	119	158
2922	2315.7	66.98	12.51	142	9	3323	771	119	158
2923	2315.98	37.11	8.08	127	8	2989	694	119	158
2924	2316.16	45.32	9.07	145	8	3313	771	119	158
2925	2316.38	23.21	9.14	144	8	3320	772	119	158
2926	2316.61	28.82	9.23	141	8	3321	772	119	158
2927	2316.83	26.61	8.04	143	8	3324	772	119	158
2928	2316.99	18.09	7.99	129	8	2988	694	119	158
2929	2317.28	17.88	9.75	144	8	3321	771	119	158
2930	2317.52	46.06	9.6	126	8	2988	694	119	158
2931	2317.74	70.56	10.56	142	9	3329	772	119	158
2932	2317.96	51.33	8.55	144	8	3320	772	119	158
2933	2318.19	80.97	10.43	140	9	3315	772	119	158
2934	2086.56	52.64	11.24	125	9	2980	694	119	158
2935	2318.64	109.18	10.36	141	9	3316	772	119	158
2936	2318.87	76.6	9.78	142	9	3317	771	119	158
2937	2319.17	73.59	8.43	127	8	2990	694	119	158
2938	2319.45	88.57	7.88	112	7	2661	617	119	158
2939	2319.74	54.2	8.25	130	7	2986	694	119	158
2940	2319.98	68.75	5.74	100	6	2320	540	119	158
2941	2320.1	105.48	7.35	115	7	2653	617	119	158
2942	2320.17	68.49	8.67	128	8	2988	694	119	158
2943	2320.25	89.21	7.48	115	7	2656	617	119	158
2944	2320.3	62.3	6.35	130	7	2989	695	119	158
2945	2320.36	35.42	5.65	147	8	3323	777	119	158
2946	2320.36	43.46	8.46	142	9	3319	777	119	158
2947	2320.59	31.41	7.07	144	9	3312	777	119	159
2948	2320.81	43.73	7.85	142	9	3314	777	119	159
2949	2321.04	32.17	8.6	144	9	3312	777	119	159
2950	2321.26	25.3	8.09	144	9	3309	777	119	159
2951	2321.49	25.33	7.69	145	8	3316	777	119	159
2952	2321.71	28.29	7.03	144	8	3320	777	119	159
2953	2321.94	31.99	8.63	144	8	3322	777	119	159
2954	2322.16	38.37	9.06	143	9	3318	777	119	159
2955	2322.39	22.09	8.8	145	9	3318	777	119	159
2956	2322.61	29.55	7.41	144	9	3323	777	119	159
2957	2322.84	27.09	8.25	144	9	3321	777	119	159
2958	2323.06	44.67	9.6	142	9	3320	777	119	159
2959	2323.29	38.59	9.68	143	9	3323	778	119	159
2960	2323.4	48.29	5.88	116	7	2656	621	119	159
2961	2323.68	42.69	7.21	115	7	2655	621	119	159
2962	2323.89	31.31	5.95	117	6	2656	621	119	159
2963	2324.19	20.64	6.57	147	8	3318	777	119	159
2964	2324.3	19.41	5.85	132	7	2988	699	119	159
2965	2324.64	63.3	7.81	141	9	3320	777	119	159
2966	2324.87	84.25	8.13	142	9	3324	777	119	159
2967	2324.98	83.82	4.92	118	6	2652	621	119	159
2968	2325.32	63.13	7.66	146	8	3308	777	119	159
2969	2325.54	32.09	6.74	145	8	3313	777	119	159
2970	2325.77	49.1	5.92	145	8	3306	777	119	159
2971	2325.89	114.43	6.15	138	4	1993	466	119	159
2972	2326.95	114.38	6.28	138	4	1992	466	120	159
2973	2327.18	76.28	5.99	138	5	2353	549	120	159
2974	2327.41	85.32	3.19	138	4	2035	478	120	159
2975	2327.63	112.06	7.33	138	9	3384	797	120	159
2976	2327.86	84.68	6.71	125	9	3028	717	120	159
2977	2328.09	55.83	7.87	127	8	3042	717	120	159
2978	2328.32	42.58	8.67	141	9	3378	797	120	159
2979	2328.54	55.2	7.4	142	9	3378	797	120	159
2980	2328.77	28.24	7	143	9	3374	797	120	159
2981	2329	29.32	6.98	129	7	3037	717	120	159
2982	2329.23	55.38	6.31	114	7	2704	637	120	159
2983	2329.45	104.22	6.68	114	7	2705	637	120	159
2984	2329.68	110.06	6.95	114	7	2703	637	120	159
2985	2329.91	36.39	5.35	101	6	2357	557	120	159
2986	2330.14	104.38	6.45	113	7	2706	637	120	159
2987	2330.36	102.54	5.49	115	7	2697	636	120	159
2988	2330.59	100.49	5.19	100	6	2356	553	120	159
2989	2330.82	135.3	5.44	100	6	2363	550	120	159
2990	2331.15	34.34	6.28	144	8	3378	787	120	159
2991	2331.28	23.09	6.86	144	9	3378	787	120	159
2992	2331.51	22.34	5.73	129	8	3044	708	120	159
2993	2331.74	21.55	5.76	144	9	3377	786	120	159
2994	2331.97	20.42	5.5	129	8	3042	703	120	160
2995	2332.2	40.86	6.4	129	7	3044	703	120	160
2996	2332.44	18.16	6.12	145	8	3377	782	120	160
2997	2332.67	15.43	6.53	145	8	3386	780	120	160
2998	2332.9	21.33	6.32	145	8	3388	780	120	160
2999	2333.13	21.28	6.21	146	8	3382	780	120	160
3000	2333.36	21.82	6.33	145	8	3376	780	120	160
3001	2333.59	21.34	5.13	145	8	3381	780	120	160
3002	2333.83	22.14	6.94	145	8	3390	780	120	160
3003	2334.06	23.95	7	148	9	3477	782	120	160
3004	2334.29	33.3	8.67	147	9	3483	782	120	160
3005	2334.52	25.05	6.79	150	8	3486	782	120	160
3006	2334.75	10.04	5.72	136	7	3140	703	120	160
3007	2334.99	11.91	5.5	152	8	3489	782	120	160
3008	2335.22	13.21	5.96	153	8	3483	782	120	160
3009	2335.45	14.61	5.89	152	8	3484	782	120	160
3010	2335.68	21.89	8.3	151	8	3480	782	120	160
3011	2335.91	21.15	9.08	149	9	3484	782	120	160
3012	2336.14	22.47	7.33	150	9	3483	782	120	160
3013	2336.38	21.03	7.02	149	9	3488	782	120	160
3014	2336.61	24.02	8.36	149	9	3484	782	120	160
3015	2336.84	20.89	6.78	135	7	3140	703	120	160
3016	2337.07	19.54	6.13	149	8	3483	782	120	160
3017	2337.3	24.55	6.54	149	9	3479	782	120	160
3018	2337.53	27.28	7	149	8	3480	782	120	160
3019	2337.87	22.71	7.47	134	8	3137	703	120	160
3020	2337.9	22.03	7.36	149	9	3488	782	120	160
3021	2337.26	26.24	7.58	149	9	3486	782	120	160
3022	2103.74	23.66	7.71	134	8	3141	703	120	160
3023	2337.71	40.95	7.68	148	9	3492	782	120	160
3024	2337.93	27.62	8.13	149	9	3491	782	120	160
3025	2338.16	28.77	7.23	149	9	3487	782	120	160
3026	2338.38	22.37	5.67	151	8	3486	782	120	160
3027	2339.61	10.22	1.62	61	3	1402	312	121	161
3028	2339.84	12.13	1.44	61	3	1400	312	121	161
3029	2340.07	11.18	1.24	46	2	1050	234	121	161
3030	2340.3	13.24	1.12	76	4	1747	391	121	161
3031	2340.53	21.67	4.1	135	7	3148	703	121	161
3032	2340.76	30.64	5.46	134	7	3148	704	121	161
3033	2340.99	12.33	4.22	119	7	2797	626	121	161
3034	2341.22	22.78	7.13	133	8	3148	704	121	161
3035	2341.45	25.28	7.36	148	9	3491	782	121	161
3036	2341.68	18.34	6.04	118	7	2804	627	121	161
3037	2341.91	12.13	4.22	89	5	2098	470	121	161
3038	2342.14	29.22	6.65	102	6	2447	548	121	161
3039	2342.37	16.95	4.91	102	6	2449	547	121	161
3040	2342.6	27.24	7.38	146	9	3499	783	121	161
3041	2342.83	22.71	6.18	148	9	3500	783	121	161
3042	2343.06	25.93	7.54	146	9	3502	784	121	161
3043	2343.29	35.76	6.97	143	9	3504	784	121	161
3044	2343.53	38.21	9.54	144	10	3505	784	121	161
3045	2343.76	32.34	8.82	145	9	3503	783	121	161
3046	2343.99	32.56	9.27	144	9	3504	782	121	161
3047	2344.22	20.27	6.81	148	9	3511	782	121	161
3048	2344.45	16.46	5.68	148	8	3510	783	121	161
3049	2344.68	22.31	6.19	148	8	3512	784	121	161
3050	2344.9	18.06	6.07	148	8	3511	782	121	161
3051	2345.13	10.73	5.52	151	8	3514	782	121	161
3052	2345.36	12.31	5.46	151	8	3508	783	121	161
3053	2345.59	12.16	5.89	150	8	3505	783	121	161
3054	2345.81	11.56	4.62	150	8	3506	784	121	161
3055	2346.04	10.34	5.24	150	8	3498	782	121	161
3056	2346.27	18.22	5.6	151	8	3497	782	121	161
3057	2346.5	22.86	7.18	147	9	3496	782	121	161
3058	2346.72	14.63	5.03	134	8	3499	784	121	161
3059	2346.95	12.51	6.72	149	9	3514	786	121	161
3060	2347.18	32.49	7.85	146	9	3547	800	121	161
3061	2347.41	32.42	8.1	148	9	3548	800	121	161
3062	2347.63	20.58	7.88	148	9	3522	798	121	161
3063	2347.86	45.25	7.55	133	8	3159	712	121	161
3064	2348.09	46.38	8.04	149	9	3521	787	121	161
3065	2348.32	23.62	7.69	134	8	3175	705	121	161
3066	2348.54	30.12	7.75	148	9	3548	782	121	161
3067	2348.77	27.85	9.24	148	9	3552	782	121	161
3068	2349	45.01	7.38	150	9	3552	782	121	161
3069	2349.23	16.53	6.73	135	8	3205	703	121	161
3070	2349.45	19.19	8.5	150	9	3549	782	121	161
3071	2349.68	31.97	8.08	148	9	3537	782	121	161
3072	2349.91	59.35	7.52	150	9	3528	781	121	161
3073	2350.14	20.44	6.74	151	8	3542	782	121	161
3074	2350.36	11.02	6.45	152	8	3548	782	121	161
3075	2350.59	23.12	7.33	151	9	3548	782	121	161
3076	2350.82	16.78	7.3	150	9	3552	781	121	161
3077	2350.99	25.51	8.23	150	9	3539	781	121	161
3078	2350.69	18.41	7.07	149	9	3530	513	121	161
3079	2350.92	35.07	8.71	147	9	3525	675	121	161
3080	2351.16	24.22	8.47	146	9	3520	675	121	161
3081	2351.39	21.81	7.82	146	9	3522	480	123	162
3082	2351.62	30.21	8.79	145	9	3517	418	123	162
3083	2351.86	33.01	8.25	147	9	3521	486	123	162
3084	2352.09	24.86	8.84	146	9	3513	424	123	162
3085	2352.32	26.24	6.86	147	9	3514	669	123	162
3086	2352.56	17.72	6.06	117	7	2818	628	123	162
3087	2352.87	8.01	5.65	139	5	2138	471	123	162
3088	2353.04	28.8	7.37	142	9	3400	785	123	162
3089	2353.26	43.35	10.76	141	10	3400	784	123	162
3090	2353.49	33.91	8.42	142	9	3400	782	123	162
3091	2353.73	34.86	9.02	142	9	3400	782	123	162
3092	2353.96	43.83	10.11	143	9	3400	782	123	162
3093	2354.2	31.64	9.9	141	9	3420	782	123	162
3094	2354.43	73.22	10.39	139	10	3420	782	123	162
3095	2354.66	23.66	7.76	143	9	3420	782	123	162
3096	2354.81	15.34	7.53	146	9	3420	782	123	162
3097	2354.69	26.02	8.54	143	9	3420	782	123	162
3098	2354.92	14.71	7	145	10	3400	782	123	162
3099	2355.15	15.56	7.5	145	10	3400	782	123	162
3100	2356.34	20.79	7.48	143	10	3400	782	121	162
3101	2356.57	19.01	7.2	144	10	3400	782	121	162
3102	2356.8	19.46	8.08	144	9	3400	781	121	162
3103	2357.03	25.61	7.25	144	9	3410	781	121	162
3104	2357.26	22.39	7.96	144	11	3410	782	121	162
3105	2357.49	22.74	8.43	143	11	3410	782	121	162
3106	2357.72	22.45	8.32	143	11	3410	782	121	162
3107	2357.95	27.57	9.86	144	11	3410	782	121	162
3108	2358.18	29.43	9.55	143	10	3400	782	121	162
3109	2358.41	26.98	9.21	143	10	3400	782	121	162
3110	2358.64	41.04	9.26	143	10	3400	782	121	162
3111	2358.87	27.9	8.74	143	9	3400	782	121	162
3112	2359.1	34.16	9.51	143	9	3400	782	121	162
3113	2359.33	29.2	7.87	144	10	3400	782	121	162
3114	2359.56	18	5.9	121	10	3400	625	121	162
3115	2359.79	26.3	6.54	150	9	3400	782	121	162
3116	2360.26	16.91	3.27	122	6	2858	625	121	162
3117	2360.48	102.88	11.45	123	9	3152	702	121	162
3118	2360.69	75.29	10.88	123	9	3139	702	121	162
3119	2360.9	24.55	7.71	150	9	3488	780	121	162
3120	2361.12	21.16	8.3	150	9	3453	780	121	162
3121	2361.33	27.72	9.74	151	8	3391	780	121	162
3122	2361.55	18.59	9.23	133	8	3060	702	121	162
3123	2361.76	46.43	8.22	135	8	3058	702	121	162
3124	2361.98	127	9.11	149	9	3401	780	121	162
3125	2362.19	85.35	9.96	133	8	3062	702	121	162
3126	2362.4	88.95	7.64	136	8	3065	702	121	162
3127	2362.62	64.85	9.68	150	9	3403	780	121	162
3128	2362.83	53.08	10.48	150	9	3405	780	121	162
3129	2363.05	44.8	9.47	150	9	3488	780	121	163
3130	2363.26	8.56	11.81	150	9	3453	780	121	163
3131	2363.48	24.27	12.87	151	8	3391	780	121	163
3132	2363.69	85.68	9.18	133	8	3060	702	121	163
3133	2363.9	23.29	8.72	135	8	3058	702	121	163
3134	2364.02	3.88	6.22	149	9	3401	780	121	163
3135	236.35	30.57	10.7	133	8	3062	702	121	163
3136	2363.6	11.98	10.02	136	8	3065	702	121	163
3137	2363.83	55.06	8.62	150	9	3403	780	121	163
3138	2364.05	16.46	8.81	151	8	3406	780	121	163
3139	2364.28	64.97	9.12	151	8	3409	780	121	163
3140	2364.51	45.28	8.88	152	8	3412	780	121	163
3141	2364.78	12.54	7.02	137	7	3065	702	121	163
3142	2364.97	71.43	6.96	152	8	3406	780	121	163
3143	2365.2	39.94	7.09	152	8	3408	780	121	163
3144	2365.62	10.95	5.21	106	6	2387	546	121	163
3145	2365.86	8.75	1.98	106	7	1708	390	121	163
3146	2365.99	85.18	10.54	131	9	3137	687	121	163
3147	2366.11	21.97	6.42	152	8	3455	773	121	163
3148	2366.34	45.73	8.68	152	8	3421	777	121	163
3149	2366.57	34.64	9.22	152	9	3417	777	121	163
3150	2366.8	71.88	11.01	152	8	3411	777	121	163
3151	2367	41.84	9.52	122	6	2729	621	121	163
3152	2367.25	49.68	12.85	152	8	3413	777	121	163
3153	2367.48	28.12	11.41	152	8	3416	777	121	163
3154	2367.69	27.54	9.04	137	7	3099	699	121	163
3155	2367.9	32.13	9.83	149	9	3452	777	121	163
3156	2368.11	21.64	10.01	150	9	3388	775	121	163
3157	2368.32	33.17	9.07	134	8	3025	697	121	163
3158	2368.53	52.77	7.48	135	8	3028	697	121	163
3159	2368.95	36.08	6.51	136	8	3029	697	121	163
3160	2369.05	31.12	9.08	152	9	3368	775	121	163
3161	2370.53	31.49	9.61	152	8	3361	775	121	163
3162	2370.76	13.72	7.53	151	8	3365	775	121	163
3163	2370.99	17.76	9.18	151	9	3378	775	121	163
3164	2371.22	12.17	7.97	152	8	3376	775	121	163
3165	2371.45	12.97	7.31	152	9	3380	775	121	163
3166	2371.68	44.88	7.22	152	8	3379	775	121	163
3167	2371.91	14.49	8.38	151	9	3378	775	121	163
3168	2372.14	21.24	7.05	152	9	3381	775	121	163
3169	2372.37	18.56	7.54	152	8	3388	775	121	163
3170	2372.6	38.2	11.21	130	8	3048	697	121	163
3171	2372.83	85.78	15.77	140	9	3381	775	121	163
3172	2373.06	78.6	13.82	129	8	3386	772	121	163
3173	2373.29	41.93	16.05	138	9	3443	761	121	163
3174	2373.52	21.58	15.06	140	8	3433	761	121	163
3175	2373.75	16.73	8.08	97	6	2407	535	121	163
3176	2373.98	20.02	10.39	97	6	2416	536	121	163
3177	2374.21	87.61	10.54	97	6	2417	536	121	163
3178	2374.44	50.6	15.12	125	8	3100	690	121	163
3179	2374.67	13.71	15.69	138	9	3441	767	121	163
3180	2374.9	19.2	12.77	111	7	2748	613	121	163
3181	2375.13	20.5	11.5	111	7	2748	613	121	163
3182	2375.36	15.99	11.26	96	6	2399	536	121	163
3183	2375.59	13.85	17.35	144	8	3417	766	121	163
3184	2375.82	23.48	16.32	142	9	3402	766	121	163
3185	2376.05	22.78	14.6	139	10	3410	767	121	163
3186	2376.28	9.9	11.57	143	11	3406	767	121	163
3187	2376.51	66.31	12.51	143	12	3407	767	121	163
3188	2376.74	51.93	12.21	142	12	3420	767	121	163
3189	2376.97	46.61	11.86	143	12	3426	767	121	163
3190	2377.2	52.87	14.39	142	12	3418	767	121	163
3191	2377.43	30.58	12.73	143	12	3425	767	121	163
3192	2377.66	8.11	10.93	146	11	3429	766	121	163
3193	2377.89	12.33	11.07	146	11	3413	766	121	163
3194	2378.12	10.22	11.23	147	11	3422	766	121	163
3195	2378.35	13.73	11.46	145	11	3407	766	121	163
3196	2378.58	17.3	11.67	146	11	3402	766	121	163
3197	2378.81	11.95	11.19	140	11	3407	766	121	163
3198	2379.04	12.2	10.34	137	11	3415	767	121	163
3199	2379.27	9.29	10.79	137	11	3415	767	121	163
3200	2379.5	6.93	7.65	112	10	2632	608	121	163
3201	2379.73	5.85	6.23	99	10	2289	532	121	163
3202	2379.96	8.35	9.29	141	11	3275	760	121	163
3203	2380.19	92.74	12.43	145	11	3359	760	121	163
3204	2380.42	48.52	11.2	146	11	3387	760	121	163
3205	2380.65	22.34	10.6	146	11	3384	760	121	163
3206	2380.88	16.79	9.29	146	11	3397	761	121	163
3207	2381.11	9.46	9.58	146	11	3412	761	121	163
3208	2381.34	17.7	9.26	146	11	3420	760	121	163
3209	2381.57	16.78	10.2	146	11	3410	760	121	163
3210	2381.8	26.57	11.65	146	11	3397	760	121	163
3211	2382.03	32.74	13.13	145	11	3393	760	121	163
3212	2382.26	11.91	11.1	146	11	3390	760	121	163
3213	2382.49	31.61	12.33	146	11	3394	760	121	163
3214	2382.72	10.95	12.05	146	11	3381	760	121	163
3215	2382.95	13.25	11.73	146	11	3367	760	121	163
3216	2383.18	26.09	12.53	146	11	3365	760	121	163
3217	2383.41	25.11	12.05	145	11	3369	760	121	163
3218	2383.64	37.2	11.11	145	11	3368	760	121	163
3219	2383.87	34.53	12.79	145	11	3355	760	121	163
3220	2384.1	43.12	9.29	115	10	2680	608	121	163
3221	2384.33	78.8	7.51	116	10	2680	608	121	163
3222	2384.56	99.73	10.53	145	11	3358	760	121	163
3223	2384.79	37.84	12.06	141	12	3279	740	121	163
3224	2385.02	28.28	8.85	142	11	3285	740	121	163
3225	2385.25	15.99	8.97	143	11	3288	741	121	163
3226	2385.48	14.89	9.07	145	11	2952	666	121	163
3227	2385.71	17.15	6.4	146	11	2297	518	121	163
3228	2385.94	23.17	7.12	146	11	2630	592	121	163
3229	2386.17	21.53	5.23	146	11	2952	666	121	163
3230	2386.4	18.35	6.21	146	11	2297	518	121	163
