********************************************************************************

Well:		BILABRI D2
Path:		Original Path
Hole:		
Start:		418.90(m)
End:			1624.00(m)
Date/Time:	Saturday, August 05, 2006 /05:57:27
********************************************************************************


DEPTH                   TCDX                    ROP_AVG                 GR1AX                   RACLX                   RPCHX                   
m                       degF                    m/hr                    API                     ohm.m                   ohm.m                   

538.10                  -999.25                 -999.25                 -999.25                 1.284                   1.007                   
538.20                  -999.25                 -999.25                 -999.25                 -999.25                 -999.25                 
538.30                  92.3                    23.83                   77.2                    -999.25                 -999.25                 
538.40                  -999.25                 -999.25                 -999.25                 1.288                   0.942                   
538.50                  -999.25                 -999.25                 75.5                    -999.25                 -999.25                 
538.60                  -999.25                 23.50                   -999.25                 -999.25                 -999.25                 
538.70                  -999.25                 -999.25                 -999.25                 -999.25                 -999.25                 
538.80                  -999.25                 -999.25                 -999.25                 1.261                   0.953                   
538.90                  -999.25                 23.38                   75.1                    -999.25                 -999.25                 
539.00                  -999.25                 -999.25                 -999.25                 -999.25                 -999.25                 
539.10                  -999.25                 -999.25                 -999.25                 -999.25                 -999.25                 
539.20                  -999.25                 23.23                   -999.25                 -999.25                 -999.25                 
539.30                  -999.25                 -999.25                 74.3                    -999.25                 -999.25                 
539.40                  -999.25                 -999.25                 -999.25                 1.260                   0.996                   
539.50                  -999.25                 22.95                   -999.25                 -999.25                 -999.25                 
539.60                  -999.25                 -999.25                 -999.25                 -999.25                 -999.25                 
539.70                  -999.25                 -999.25                 -999.25                 1.252                   0.985                   
539.80                  -999.25                 22.67                   -999.25                 -999.25                 -999.25                 
539.90                  -999.25                 -999.25                 79.7                    -999.25                 -999.25                 
540.00                  -999.25                 -999.25                 -999.25                 -999.25                 -999.25                 
540.10                  -999.25                 23.11                   -999.25                 1.216                   1.053                   
540.20                  -999.25                 -999.25                 82.2                    -999.25                 -999.25                 
540.30                  -999.25                 -999.25                 -999.25                 -999.25                 -999.25                 
540.40                  -999.25                 23.64                   -999.25                 1.240                   0.942                   
540.50                  -999.25                 -999.25                 -999.25                 -999.25                 -999.25                 
540.60                  -999.25                 -999.25                 80.6                    -999.25                 -999.25                 
540.70                  -999.25                 23.93                   -999.25                 -999.25                 -999.25                 
540.80                  -999.25                 -999.25                 -999.25                 -999.25                 -999.25                 
540.90                  -999.25                 -999.25                 77.2                    1.186                   0.996                   
541.00                  -999.25                 24.09                   -999.25                 -999.25                 -999.25                 
541.10                  -999.25                 -999.25                 -999.25                 -999.25                 -999.25                 
541.20                  -999.25                 -999.25                 -999.25                 1.181                   1.007                   
541.30                  -999.25                 22.59                   -999.25                 -999.25                 -999.25                 
541.40                  -999.25                 -999.25                 81.8                    -999.25                 -999.25                 
541.50                  -999.25                 -999.25                 -999.25                 1.186                   1.007                   
541.60                  -999.25                 21.73                   -999.25                 -999.25                 -999.25                 
541.70                  -999.25                 -999.25                 78.5                    -999.25                 -999.25                 
541.80                  -999.25                 -999.25                 -999.25                 1.196                   0.996                   
541.90                  -999.25                 20.64                   -999.25                 1.191                   0.964                   
542.00                  -999.25                 -999.25                 84.3                    1.184                   0.953                   
542.10                  -999.25                 -999.25                 -999.25                 -999.25                 -999.25                 
542.20                  -999.25                 20.18                   77.2                    -999.25                 -999.25                 
542.30                  -999.25                 -999.25                 81.8                    1.181                   0.881                   
542.40                  -999.25                 -999.25                 -999.25                 -999.25                 -999.25                 
542.50                  -999.25                 19.24                   81.0                    1.189                   0.843                   
542.60                  -999.25                 -999.25                 -999.25                 -999.25                 -999.25                 
542.70                  -999.25                 -999.25                 -999.25                 -999.25                 -999.25                 
542.80                  -999.25                 21.28                   78.9                    -999.25                 -999.25                 
542.90                  -999.25                 -999.25                 -999.25                 -999.25                 -999.25                 
543.00                  -999.25                 -999.25                 80.6                    1.195                   0.964                   
543.10                  -999.25                 -999.25                 -999.25                 -999.25                 -999.25                 
543.20                  -999.25                 21.67                   -999.25                 1.198                   1.019                   
543.30                  -999.25                 -999.25                 -999.25                 -999.25                 -999.25                 
543.40                  -999.25                 -999.25                 -999.25                 -999.25                 -999.25                 
543.50                  -999.25                 21.53                   80.6                    -999.25                 -999.25                 
543.60                  -999.25                 -999.25                 -999.25                 -999.25                 -999.25                 
543.70                  -999.25                 -999.25                 75.1                    -999.25                 -999.25                 
543.80                  -999.25                 21.34                   -999.25                 -999.25                 -999.25                 
543.90                  -999.25                 -999.25                 -999.25                 1.195                   1.042                   
544.00                  -999.25                 -999.25                 -999.25                 1.186                   0.985                   
544.10                  -999.25                 19.68                   -999.25                 -999.25                 -999.25                 
544.20                  -999.25                 -999.25                 -999.25                 -999.25                 -999.25                 
544.30                  -999.25                 -999.25                 -999.25                 1.166                   0.932                   
544.40                  -999.25                 17.85                   73.4                    -999.25                 -999.25                 
544.50                  -999.25                 -999.25                 -999.25                 1.135                   0.737                   
544.60                  -999.25                 -999.25                 -999.25                 -999.25                 -999.25                 
544.70                  -999.25                 17.08                   80.6                    -999.25                 -999.25                 
544.80                  -999.25                 -999.25                 -999.25                 -999.25                 -999.25                 
544.90                  -999.25                 -999.25                 85.6                    1.101                   0.824                   
545.00                  -999.25                 16.31                   -999.25                 -999.25                 -999.25                 
545.10                  -999.25                 -999.25                 -999.25                 1.101                   0.843                   
545.20                  -999.25                 -999.25                 -999.25                 -999.25                 -999.25                 
545.30                  -999.25                 16.49                   -999.25                 -999.25                 -999.25                 
545.40                  -999.25                 -999.25                 80.1                    1.101                   0.824                   
545.50                  -999.25                 -999.25                 -999.25                 -999.25                 -999.25                 
545.60                  92.3                    16.59                   91.9                    1.113                   0.788                   
545.70                  -999.25                 -999.25                 -999.25                 -999.25                 -999.25                 
545.80                  -999.25                 -999.25                 86.4                    -999.25                 -999.25                 
545.90                  -999.25                 15.96                   -999.25                 -999.25                 -999.25                 
546.00                  -999.25                 -999.25                 92.7                    1.135                   1.030                   
546.10                  -999.25                 -999.25                 -999.25                 -999.25                 -999.25                 
546.20                  -999.25                 16.12                   -999.25                 1.170                   1.077                   
546.30                  -999.25                 -999.25                 -999.25                 -999.25                 -999.25                 
546.40                  -999.25                 -999.25                 -999.25                 -999.25                 -999.25                 
546.50                  -999.25                 18.04                   87.3                    1.176                   1.053                   
546.60                  -999.25                 -999.25                 -999.25                 1.194                   0.911                   
546.70                  -999.25                 -999.25                 91.9                    -999.25                 -999.25                 
546.80                  -999.25                 18.82                   -999.25                 -999.25                 -999.25                 
546.90                  -999.25                 -999.25                 92.3                    1.223                   0.911                   
547.00                  -999.25                 -999.25                 -999.25                 -999.25                 -999.25                 
547.10                  -999.25                 18.98                   97.8                    1.244                   0.901                   
547.20                  -999.25                 -999.25                 -999.25                 -999.25                 -999.25                 
547.30                  -999.25                 -999.25                 -999.25                 -999.25                 -999.25                 
547.40                  -999.25                 -999.25                 87.3                    1.241                   0.843                   
547.50                  -999.25                 -999.25                 -999.25                 -999.25                 -999.25                 
547.60                  -999.25                 -999.25                 83.1                    -999.25                 -999.25                 
547.70                  -999.25                 -999.25                 -999.25                 1.249                   0.797                   
547.80                  -999.25                 -999.25                 -999.25                 -999.25                 -999.25                 
547.90                  -999.25                 -999.25                 79.7                    -999.25                 -999.25                 
548.00                  -999.25                 0.00                    -999.25                 -999.25                 -999.25                 
548.10                  -999.25                 -999.25                 -999.25                 -999.25                 -999.25                 
548.20                  -999.25                 -999.25                 78.0                    -999.25                 -999.25                 
548.30                  -999.25                 10.00                   -999.25                 1.197                   1.065                   
548.40                  -999.25                 -999.25                 -999.25                 -999.25                 -999.25                 
548.50                  -999.25                 -999.25                 -999.25                 -999.25                 -999.25                 
548.60                  -999.25                 26.00                   -999.25                 1.214                   0.974                   
548.70                  -999.25                 -999.25                 -999.25                 -999.25                 -999.25                 
548.80                  -999.25                 -999.25                 80.1                    -999.25                 -999.25                 
548.90                  -999.25                 33.00                   -999.25                 1.205                   0.953                   
549.00                  -999.25                 -999.25                 -999.25                 -999.25                 -999.25                 
549.10                  -999.25                 -999.25                 86.9                    -999.25                 -999.25                 
549.20                  -999.25                 42.00                   -999.25                 1.192                   0.964                   
549.30                  -999.25                 -999.25                 -999.25                 -999.25                 -999.25                 
549.40                  -999.25                 -999.25                 82.7                    -999.25                 -999.25                 
549.50                  -999.25                 -999.25                 -999.25                 -999.25                 -999.25                 
549.60                  -999.25                 56.00                   86.0                    -999.25                 -999.25                 
549.70                  -999.25                 -999.25                 -999.25                 1.198                   1.019                   
549.80                  -999.25                 -999.25                 -999.25                 -999.25                 -999.25                 
549.90                  -999.25                 52.00                   -999.25                 1.208                   0.996                   
550.00                  -999.25                 -999.25                 -999.25                 -999.25                 -999.25                 
550.10                  -999.25                 -999.25                 83.1                    -999.25                 -999.25                 
550.20                  -999.25                 50.00                   -999.25                 -999.25                 -999.25                 
550.30                  -999.25                 -999.25                 -999.25                 -999.25                 -999.25                 
550.40                  -999.25                 -999.25                 78.5                    -999.25                 -999.25                 
550.50                  -999.25                 48.00                   -999.25                 1.119                   1.130                   
550.60                  92.3                    -999.25                 -999.25                 -999.25                 -999.25                 
550.70                  -999.25                 -999.25                 -999.25                 -999.25                 -999.25                 
550.80                  -999.25                 46.00                   -999.25                 -999.25                 -999.25                 
550.90                  -999.25                 -999.25                 78.0                    -999.25                 -999.25                 
551.00                  -999.25                 -999.25                 80.6                    1.012                   0.616                   
551.10                  -999.25                 44.00                   -999.25                 -999.25                 -999.25                 
551.20                  -999.25                 -999.25                 -999.25                 -999.25                 -999.25                 
551.30                  -999.25                 -999.25                 -999.25                 -999.25                 -999.25                 
551.40                  -999.25                 42.00                   -999.25                 -999.25                 -999.25                 
551.50                  -999.25                 -999.25                 -999.25                 -999.25                 -999.25                 
551.60                  -999.25                 -999.25                 77.2                    -999.25                 0.509                   
551.70                  -999.25                 40.00                   -999.25                 1.209                   1.007                   
551.80                  -999.25                 -999.25                 -999.25                 -999.25                 -999.25                 
551.90                  -999.25                 -999.25                 -999.25                 -999.25                 -999.25                 
552.00                  -999.25                 37.00                   -999.25                 -999.25                 -999.25                 
552.10                  -999.25                 -999.25                 -999.25                 -999.25                 -999.25                 
552.20                  -999.25                 -999.25                 74.4                    1.009                   0.974                   
552.30                  92.3                    36.00                   -999.25                 -999.25                 -999.25                 
552.40                  -999.25                 -999.25                 -999.25                 -999.25                 -999.25                 
552.50                  -999.25                 -999.25                 -999.25                 0.961                   0.729                   
552.60                  -999.25                 40.00                   -999.25                 -999.25                 -999.25                 
552.70                  -999.25                 -999.25                 77.2                    0.935                   0.358                   
552.80                  -999.25                 -999.25                 -999.25                 -999.25                 -999.25                 
552.90                  -999.25                 44.00                   80.1                    -999.25                 -999.25                 
553.00                  -999.25                 -999.25                 -999.25                 0.909                   0.455                   
553.10                  -999.25                 -999.25                 -999.25                 -999.25                 -999.25                 
553.20                  -999.25                 32.00                   73.4                    -999.25                 -999.25                 
553.30                  -999.25                 -999.25                 -999.25                 -999.25                 -999.25                 
553.40                  -999.25                 -999.25                 -999.25                 -999.25                 -999.25                 
553.50                  -999.25                 -999.25                 81.4                    -999.25                 -999.25                 
553.60                  -999.25                 -999.25                 -999.25                 -999.25                 -999.25                 
553.70                  -999.25                 -999.25                 -999.25                 0.918                   -999.25                 
553.80                  -999.25                 3.29                    -999.25                 0.918                   0.754                   
553.90                  -999.25                 -999.25                 -999.25                 -999.25                 -999.25                 
554.00                  -999.25                 -999.25                 -999.25                 0.959                   0.704                   
554.10                  -999.25                 3.59                    80.1                    -999.25                 -999.25                 
554.20                  -999.25                 -999.25                 -999.25                 0.960                   0.806                   
554.30                  -999.25                 -999.25                 81.0                    -999.25                 -999.25                 
554.40                  -999.25                 5.40                    -999.25                 -999.25                 -999.25                 
554.50                  -999.25                 -999.25                 71.3                    -999.25                 -999.25                 
554.60                  -999.25                 -999.25                 -999.25                 -999.25                 -999.25                 
554.70                  -999.25                 6.82                    66.7                    0.967                   0.681                   
554.80                  -999.25                 -999.25                 -999.25                 -999.25                 -999.25                 
554.90                  -999.25                 -999.25                 -999.25                 0.973                   0.582                   
555.00                  -999.25                 7.42                    -999.25                 -999.25                 -999.25                 
555.10                  -999.25                 -999.25                 83.1                    -999.25                 -999.25                 
555.20                  -999.25                 -999.25                 -999.25                 0.939                   0.862                   
555.30                  -999.25                 8.52                    -999.25                 -999.25                 -999.25                 
555.40                  -999.25                 -999.25                 86.0                    -999.25                 -999.25                 
555.50                  -999.25                 -999.25                 -999.25                 0.935                   0.872                   
555.60                  -999.25                 -999.25                 -999.25                 -999.25                 -999.25                 
555.70                  -999.25                 12.77                   80.6                    -999.25                 -999.25                 
555.80                  -999.25                 -999.25                 -999.25                 -999.25                 -999.25                 
555.90                  -999.25                 -999.25                 64.6                    -999.25                 -999.25                 
556.00                  -999.25                 18.14                   -999.25                 0.888                   0.788                   
556.10                  -999.25                 -999.25                 -999.25                 -999.25                 -999.25                 
556.20                  -999.25                 -999.25                 -999.25                 0.867                   0.550                   
556.30                  -999.25                 19.90                   -999.25                 -999.25                 -999.25                 
556.40                  -999.25                 -999.25                 -999.25                 -999.25                 -999.25                 
556.50                  -999.25                 -999.25                 65.5                    -999.25                 -999.25                 
556.60                  -999.25                 20.88                   -999.25                 0.873                   0.412                   
556.70                  -999.25                 -999.25                 69.7                    -999.25                 -999.25                 
556.80                  -999.25                 -999.25                 -999.25                 -999.25                 -999.25                 
556.90                  -999.25                 22.41                   -999.25                 0.832                   0.779                   
557.00                  -999.25                 -999.25                 -999.25                 -999.25                 -999.25                 
557.10                  -999.25                 -999.25                 62.9                    -999.25                 -999.25                 
557.20                  -999.25                 -999.25                 -999.25                 -999.25                 -999.25                 
557.30                  -999.25                 -999.25                 -999.25                 -999.25                 -999.25                 
557.40                  -999.25                 -999.25                 -999.25                 -999.25                 -999.25                 
557.50                  -999.25                 -999.25                 74.3                    0.899                   0.704                   
557.60                  -999.25                 -999.25                 -999.25                 -999.25                 -999.25                 
557.70                  -999.25                 -999.25                 -999.25                 -999.25                 -999.25                 
557.80                  -999.25                 0.00                    -999.25                 0.945                   1.176                   
557.90                  -999.25                 -999.25                 -999.25                 -999.25                 -999.25                 
558.00                  -999.25                 -999.25                 84.3                    -999.25                 -999.25                 
558.10                  -999.25                 1.00                    -999.25                 1.061                   1.077                   
558.20                  -999.25                 -999.25                 -999.25                 -999.25                 -999.25                 
558.30                  -999.25                 -999.25                 89.0                    -999.25                 -999.25                 
558.40                  -999.25                 5.09                    -999.25                 1.078                   0.985                   
558.50                  -999.25                 -999.25                 -999.25                 -999.25                 -999.25                 
558.60                  -999.25                 -999.25                 86.9                    -999.25                 -999.25                 
558.70                  -999.25                 8.49                    -999.25                 -999.25                 -999.25                 
558.80                  -999.25                 -999.25                 88.1                    -999.25                 -999.25                 
558.90                  -999.25                 -999.25                 -999.25                 1.033                   0.834                   
559.00                  -999.25                 13.96                   -999.25                 0.984                   0.852                   
559.10                  -999.25                 -999.25                 -999.25                 -999.25                 -999.25                 
559.20                  -999.25                 -999.25                 -999.25                 -999.25                 -999.25                 
559.30                  92.3                    24.52                   80.6                    -999.25                 -999.25                 
559.40                  -999.25                 -999.25                 -999.25                 0.823                   0.589                   
559.50                  -999.25                 -999.25                 73.4                    -999.25                 -999.25                 
559.60                  -999.25                 19.13                   -999.25                 0.810                   0.440                   
559.70                  -999.25                 -999.25                 -999.25                 -999.25                 -999.25                 
559.80                  -999.25                 -999.25                 74.3                    -999.25                 -999.25                 
559.90                  -999.25                 17.73                   -999.25                 -999.25                 -999.25                 
560.00                  -999.25                 -999.25                 -999.25                 0.793                   0.390                   
560.10                  -999.25                 -999.25                 -999.25                 -999.25                 -999.25                 
560.20                  -999.25                 19.14                   68.4                    -999.25                 -999.25                 
560.30                  -999.25                 -999.25                 -999.25                 0.768                   0.412                   
560.40                  -999.25                 -999.25                 -999.25                 -999.25                 -999.25                 
560.50                  -999.25                 20.17                   -999.25                 -999.25                 -999.25                 
560.60                  -999.25                 -999.25                 78.0                    -999.25                 -999.25                 
560.70                  -999.25                 -999.25                 -999.25                 -999.25                 -999.25                 
560.80                  -999.25                 14.88                   76.4                    0.745                   0.421                   
560.90                  -999.25                 -999.25                 -999.25                 -999.25                 -999.25                 
561.00                  -999.25                 -999.25                 -999.25                 -999.25                 -999.25                 
561.10                  -999.25                 13.60                   -999.25                 0.742                   0.616                   
561.20                  -999.25                 -999.25                 -999.25                 0.812                   0.589                   
561.30                  -999.25                 -999.25                 87.7                    -999.25                 -999.25                 
561.40                  -999.25                 -999.25                 -999.25                 0.845                   0.762                   
561.50                  -999.25                 -999.25                 89.0                    0.872                   0.712                   
561.60                  -999.25                 -999.25                 82.2                    -999.25                 -999.25                 
561.70                  -999.25                 0.00                    -999.25                 -999.25                 -999.25                 
561.80                  -999.25                 -999.25                 83.5                    0.894                   0.557                   
561.90                  -999.25                 -999.25                 -999.25                 0.910                   0.436                   
562.00                  -999.25                 -999.25                 87.3                    -999.25                 -999.25                 
562.10                  -999.25                 0.56                    -999.25                 0.869                   0.843                   
562.20                  -999.25                 -999.25                 89.4                    -999.25                 -999.25                 
562.30                  -999.25                 -999.25                 89.8                    0.884                   0.881                   
562.40                  -999.25                 3.06                    -999.25                 -999.25                 -999.25                 
562.50                  -999.25                 -999.25                 -999.25                 -999.25                 -999.25                 
562.60                  -999.25                 -999.25                 88.1                    0.906                   0.754                   
562.70                  -999.25                 5.82                    94.8                    -999.25                 -999.25                 
562.80                  -999.25                 -999.25                 -999.25                 0.904                   0.745                   
562.90                  -999.25                 -999.25                 -999.25                 0.900                   0.668                   
563.00                  -999.25                 9.11                    88.5                    -999.25                 -999.25                 
563.10                  -999.25                 -999.25                 -999.25                 -999.25                 -999.25                 
563.20                  -999.25                 -999.25                 84.8                    -999.25                 -999.25                 
563.30                  -999.25                 11.59                   82.7                    0.903                   0.659                   
563.40                  -999.25                 -999.25                 85.6                    -999.25                 -999.25                 
563.50                  -999.25                 -999.25                 -999.25                 -999.25                 -999.25                 
563.60                  -999.25                 12.50                   -999.25                 -999.25                 -999.25                 
563.70                  -999.25                 -999.25                 -999.25                 0.918                   0.582                   
563.80                  -999.25                 -999.25                 85.2                    -999.25                 -999.25                 
563.90                  -999.25                 11.33                   -999.25                 0.916                   0.616                   
564.00                  -999.25                 -999.25                 -999.25                 -999.25                 -999.25                 
564.10                  92.3                    -999.25                 83.5                    0.911                   0.704                   
564.20                  -999.25                 12.76                   -999.25                 -999.25                 -999.25                 
564.30                  -999.25                 -999.25                 90.6                    0.920                   0.737                   
564.40                  -999.25                 -999.25                 -999.25                 -999.25                 -999.25                 
564.50                  -999.25                 15.44                   -999.25                 -999.25                 -999.25                 
564.60                  -999.25                 -999.25                 86.4                    -999.25                 -999.25                 
564.70                  -999.25                 -999.25                 -999.25                 0.933                   0.901                   
564.80                  -999.25                 18.50                   88.1                    -999.25                 -999.25                 
564.90                  -999.25                 -999.25                 -999.25                 0.946                   0.911                   
565.00                  -999.25                 -999.25                 -999.25                 -999.25                 -999.25                 
565.10                  -999.25                 20.76                   79.7                    -999.25                 -999.25                 
565.20                  -999.25                 -999.25                 -999.25                 0.968                   0.797                   
565.30                  -999.25                 -999.25                 -999.25                 -999.25                 -999.25                 
565.40                  -999.25                 19.41                   82.7                    0.977                   0.788                   
565.50                  -999.25                 -999.25                 -999.25                 -999.25                 -999.25                 
565.60                  -999.25                 -999.25                 -999.25                 -999.25                 -999.25                 
565.70                  -999.25                 19.57                   79.3                    -999.25                 -999.25                 
565.80                  -999.25                 -999.25                 -999.25                 1.001                   0.824                   
565.90                  -999.25                 -999.25                 75.5                    -999.25                 -999.25                 
566.00                  -999.25                 20.19                   -999.25                 1.013                   0.843                   
566.10                  -999.25                 -999.25                 -999.25                 -999.25                 -999.25                 
566.20                  -999.25                 -999.25                 -999.25                 -999.25                 -999.25                 
566.30                  -999.25                 20.13                   81.4                    1.040                   0.704                   
566.40                  -999.25                 -999.25                 84.8                    -999.25                 -999.25                 
566.50                  -999.25                 -999.25                 -999.25                 1.056                   0.872                   
566.60                  -999.25                 19.63                   -999.25                 -999.25                 -999.25                 
566.70                  -999.25                 -999.25                 -999.25                 -999.25                 -999.25                 
566.80                  -999.25                 -999.25                 95.2                    -999.25                 -999.25                 
566.90                  -999.25                 19.40                   -999.25                 -999.25                 -999.25                 
567.00                  -999.25                 -999.25                 94.8                    1.114                   1.065                   
567.10                  -999.25                 -999.25                 -999.25                 -999.25                 -999.25                 
567.20                  -999.25                 22.00                   -999.25                 1.125                   1.089                   
567.30                  -999.25                 -999.25                 -999.25                 -999.25                 -999.25                 
567.40                  -999.25                 -999.25                 84.3                    -999.25                 -999.25                 
567.50                  -999.25                 25.25                   -999.25                 1.143                   0.852                   
567.60                  -999.25                 -999.25                 -999.25                 -999.25                 -999.25                 
567.70                  -999.25                 -999.25                 84.3                    -999.25                 -999.25                 
567.80                  -999.25                 26.15                   -999.25                 1.156                   0.881                   
567.90                  -999.25                 -999.25                 -999.25                 -999.25                 -999.25                 
568.00                  -999.25                 -999.25                 89.8                    -999.25                 -999.25                 
568.10                  -999.25                 28.38                   -999.25                 -999.25                 -999.25                 
568.20                  -999.25                 -999.25                 -999.25                 -999.25                 -999.25                 
568.30                  -999.25                 -999.25                 92.7                    1.192                   0.824                   
568.40                  -999.25                 -999.25                 -999.25                 -999.25                 -999.25                 
568.50                  -999.25                 27.18                   -999.25                 1.189                   0.862                   
568.60                  -999.25                 -999.25                 -999.25                 -999.25                 -999.25                 
568.70                  -999.25                 -999.25                 -999.25                 -999.25                 -999.25                 
568.80                  -999.25                 25.51                   99.9                    1.195                   0.953                   
568.90                  -999.25                 -999.25                 -999.25                 -999.25                 -999.25                 
