********************************************************************************

Well:		BILABRI D4
Path:		Original Path
Hole:		
Start:		1200.00(m)
End:			1429.00(m)
Date/Time:	Monday, December 18, 2006 /02:35:00
********************************************************************************


DEPTH                   TVD                     ROP_AVG                 GR1AX                   RACLX                   RPCHX                   TCDX                    
m                       m                       m/hr                    API                     ohm.m                   ohm.m                   degF                    

1288.50                 1288.36                 27.21                   25.9                    19.933                  38.770                  137.2                   
1288.75                 1288.67                 25.25                   22.7                    4968.290                98.940                  137.2                   
1289.00                 1288.97                 29.04                   31.9                    18402.873               224.645                 137.2                   
1289.25                 1289.27                 26.78                   24.1                    18402.873               342.827                 137.2                   
1289.50                 1289.58                 32.99                   17.4                    18402.873               461.009                 137.2                   
1289.75                 1289.72                 36.16                   17.5                    18402.873               579.192                 137.2                   
1290.00                 1289.88                 39.84                   17.5                    18402.873               697.374                 137.2                   
1290.25                 1290.19                 38.98                   17.6                    18402.873               815.557                 137.2                   
1290.50                 1290.49                 48.18                   17.7                    18402.873               933.739                 137.2                   
1290.75                 1290.80                 43.74                   17.7                    18402.873               1051.921                137.2                   
1291.00                 1290.97                 41.69                   17.8                    18402.873               1170.104                137.2                   
1291.25                 1291.10                 40.10                   17.9                    18402.873               1288.286                137.2                   
1291.50                 1291.41                 44.50                   17.9                    18402.873               1406.469                137.2                   
1291.75                 1291.71                 55.05                   18.0                    18402.873               1524.651                137.2                   
1292.00                 1292.02                 62.31                   18.0                    18402.873               1642.833                137.2                   
1292.25                 1292.32                 47.26                   18.1                    18402.873               1761.016                137.2                   
1292.50                 1292.47                 45.68                   18.2                    18402.873               1879.198                137.2                   
1292.75                 1292.63                 44.01                   18.2                    18402.873               1997.381                137.2                   
1293.00                 1292.93                 59.01                   18.3                    18402.873               2115.563                137.2                   
1293.25                 1293.24                 77.23                   18.3                    18402.873               2233.746                137.2                   
1293.50                 1293.54                 103.54                  18.4                    18402.873               2351.928                137.2                   
1293.75                 1293.72                 118.49                  18.5                    18402.873               2470.110                137.2                   
1294.00                 1293.85                 129.02                  18.5                    18402.873               2588.293                137.2                   
1294.25                 1294.15                 123.39                  18.6                    18402.873               2706.475                137.2                   
1294.50                 1294.45                 96.47                   18.6                    18402.873               2824.658                137.2                   
1294.75                 1294.76                 71.23                   18.7                    18402.873               2942.840                137.2                   
1295.00                 1295.06                 67.22                   18.8                    18402.873               3069.812                137.2                   
1295.25                 1295.22                 55.84                   18.8                    18402.873               2992.197                137.2                   
1295.50                 1295.37                 44.82                   18.9                    18402.873               2908.347                137.2                   
1295.75                 1295.67                 42.96                   18.9                    18402.873               2824.497                137.2                   
1296.00                 1295.98                 43.01                   19.0                    18402.873               2740.646                137.2                   
1296.25                 1296.28                 38.57                   19.1                    18402.873               2656.796                137.2                   
1296.50                 1296.59                 35.56                   19.1                    18402.873               2572.945                137.2                   
1296.75                 1296.72                 35.49                   19.2                    18402.873               2489.095                137.2                   
1297.00                 1296.89                 35.38                   19.2                    18402.873               2405.244                137.2                   
1297.25                 1297.22                 24.85                   19.3                    18402.873               2280.590                137.2                   
1297.50                 1297.50                 15.69                   19.0                    18402.873               2195.361                137.2                   
1297.75                 1297.72                 16.39                   18.8                    18402.873               2029.343                137.2                   
1298.00                 1297.97                 17.21                   18.5                    18402.873               1863.324                137.2                   
1298.25                 1298.22                 18.03                   18.2                    18402.873               1697.306                137.2                   
1298.50                 1298.47                 18.84                   18.0                    18402.873               1531.288                137.2                   
1298.75                 1298.72                 19.66                   17.9                    18402.873               1413.453                137.2                   
1299.00                 1298.97                 20.48                   18.5                    18402.873               1179.398                137.2                   
1299.25                 1299.33                 21.66                   18.9                    18402.873               997.992                 137.2                   
1299.50                 1299.47                 18.88                   19.4                    18402.873               816.586                 137.2                   
1299.75                 1299.63                 15.51                   19.8                    18402.873               635.181                 137.2                   
1300.00                 1299.94                 10.41                   20.2                    18402.873               453.775                 137.2                   
1300.25                 1300.24                 6.04                    20.7                    18402.873               351.930                 137.2                   
1300.50                 1300.55                 52.51                   24.2                    18402.873               227.808                 137.2                   
1300.75                 1300.72                 87.85                   28.4                    18402.873               134.108                 137.2                   
1301.00                 1300.85                 116.47                  32.8                    18402.873               120.275                 137.2                   
1301.25                 1301.16                 160.00                  34.7                    18402.873               105.140                 137.2                   
1301.50                 1301.46                 180.44                  36.6                    18402.873               90.005                  137.2                   
1301.75                 1301.77                 135.94                  39.5                    18402.873               67.726                  137.2                   
1302.00                 1302.07                 104.38                  37.6                    218.183                 63.794                  137.2                   
1302.25                 1302.22                 97.04                   32.8                    176.195                 57.995                  137.2                   
1302.50                 1302.38                 88.90                   35.1                    137.874                 52.703                  137.3                   
1302.75                 1302.68                 119.72                  38.6                    99.554                  47.410                  137.3                   
1303.00                 1302.99                 142.48                  42.1                    61.233                  42.118                  137.3                   
1303.25                 1303.29                 165.75                  45.8                    24.423                  35.249                  137.3                   
1303.50                 1303.47                 160.58                  45.2                    22.976                  31.953                  137.4                   
1303.75                 1303.60                 156.75                  44.5                    19.188                  23.015                  137.4                   
1304.00                 1303.90                 142.93                  44.3                    17.296                  18.206                  137.4                   
1304.25                 1304.20                 138.90                  55.4                    15.303                  11.819                  137.4                   
1304.50                 1304.51                 144.81                  62.6                    13.865                  7.213                   137.5                   
1304.75                 1304.81                 152.68                  59.1                    12.997                  4.432                   137.5                   
1305.00                 1304.97                 140.06                  53.7                    11.917                  8.564                   137.5                   
1305.25                 1305.12                 127.25                  46.8                    11.351                  10.728                  137.5                   
1305.50                 1305.42                 87.20                   46.7                    10.849                  11.261                  137.6                   
1305.75                 1305.73                 90.55                   46.5                    10.453                  11.682                  137.6                   
1306.00                 1306.03                 78.76                   46.4                    10.057                  12.102                  137.6                   
1306.25                 1306.34                 96.10                   46.3                    9.660                   12.522                  137.6                   
1306.50                 1306.46                 103.19                  45.8                    9.264                   12.943                  137.7                   
1306.75                 1306.64                 113.09                  45.4                    8.541                   13.595                  137.7                   
1307.00                 1306.95                 91.05                   44.8                    7.438                   11.679                  137.7                   
1307.25                 1307.25                 103.21                  47.7                    6.965                   9.954                   137.8                   
1307.50                 1307.56                 120.26                  51.1                    6.492                   8.229                   137.8                   
1307.75                 1307.71                 118.62                  50.3                    6.020                   6.504                   137.8                   
1308.00                 1307.86                 117.10                  49.6                    5.547                   4.779                   137.8                   
1308.25                 1308.17                 65.12                   48.9                    5.074                   3.054                   137.9                   
1308.50                 1308.47                 46.35                   48.2                    4.787                   2.006                   137.9                   
1308.75                 1308.77                 51.10                   47.5                    4.947                   2.859                   137.9                   
1309.00                 1309.08                 57.99                   46.8                    5.063                   3.471                   137.9                   
1309.25                 1309.21                 67.67                   46.1                    5.178                   4.082                   138.0                   
1309.50                 1309.38                 80.01                   45.4                    5.293                   4.694                   138.0                   
1309.75                 1309.69                 70.24                   44.7                    5.408                   5.306                   138.0                   
1310.00                 1309.99                 54.42                   44.3                    5.523                   5.918                   138.0                   
1310.25                 1310.30                 32.41                   43.4                    5.638                   6.530                   138.1                   
1310.50                 1310.46                 39.22                   42.8                    5.753                   7.142                   138.1                   
1310.75                 1310.60                 45.00                   42.1                    5.868                   7.754                   138.1                   
1311.00                 1310.91                 69.98                   41.5                    6.032                   8.626                   138.1                   
1311.25                 1311.21                 43.16                   40.9                    6.978                   12.188                  138.2                   
1311.50                 1311.52                 29.86                   40.2                    8.625                   18.388                  138.2                   
1311.75                 1311.82                 22.50                   39.6                    10.272                  24.588                  138.2                   
1312.00                 1311.96                 19.41                   39.0                    11.919                  30.788                  138.2                   
1312.25                 1312.13                 15.81                   38.3                    13.565                  36.988                  138.3                   
1312.50                 1312.43                 10.90                   37.7                    15.212                  43.188                  138.3                   
1312.75                 1312.74                 33.93                   37.1                    16.859                  49.387                  138.3                   
1313.00                 1313.04                 27.92                   36.8                    18.506                  55.587                  138.4                   
1313.25                 1313.21                 31.38                   36.4                    19.868                  60.715                  138.4                   
1313.50                 1313.34                 34.06                   36.1                    19.529                  57.190                  138.4                   
1313.75                 1313.65                 38.81                   35.8                    19.241                  54.185                  138.4                   
1314.00                 1313.95                 43.56                   35.4                    18.952                  51.181                  138.5                   
1314.25                 1314.26                 47.87                   35.1                    18.663                  48.176                  138.5                   
1314.50                 1314.56                 61.48                   34.7                    18.375                  45.171                  138.5                   
1314.75                 1314.71                 51.39                   34.6                    18.086                  42.166                  138.5                   
1315.00                 1314.87                 40.64                   34.4                    17.778                  38.959                  138.6                   
1315.25                 1315.17                 32.85                   34.2                    14.417                  33.447                  138.6                   
1315.50                 1315.48                 29.21                   34.1                    10.812                  27.536                  138.6                   
1315.75                 1315.78                 56.81                   33.9                    7.208                   21.625                  138.6                   
1316.00                 1315.96                 76.44                   33.7                    4.916                   17.867                  138.7                   
1316.25                 1316.09                 90.35                   32.1                    3.279                   10.289                  138.7                   
1316.50                 1316.39                 119.92                  30.7                    2.079                   4.734                   138.7                   
1316.75                 1316.70                 128.39                  29.4                    1.450                   1.823                   138.7                   
1317.00                 1317.00                 125.95                  31.9                    1.063                   1.247                   138.8                   
1317.25                 1317.31                 124.84                  34.2                    0.800                   0.857                   138.8                   
1317.50                 1317.46                 125.70                  36.6                    0.572                   0.537                   138.8                   
1317.75                 1317.61                 126.55                  39.9                    0.567                   0.526                   138.8                   
1318.00                 1317.91                 125.16                  44.1                    0.566                   0.521                   138.9                   
1318.25                 1318.22                 128.13                  43.1                    0.565                   0.521                   138.9                   
1318.50                 1318.52                 128.24                  42.0                    0.563                   0.520                   138.9                   
1318.75                 1318.83                 134.96                  41.0                    0.561                   0.519                   138.9                   
1319.00                 1318.96                 133.19                  40.0                    0.560                   0.519                   139.0                   
1319.25                 1319.13                 130.82                  39.0                    0.558                   0.518                   139.0                   
1319.50                 1319.44                 127.83                  37.9                    0.556                   0.518                   139.0                   
1319.75                 1319.74                 122.78                  36.9                    0.555                   0.517                   139.1                   
1320.00                 1320.05                 116.97                  35.9                    0.553                   0.517                   139.1                   
1320.25                 1320.21                 114.96                  38.1                    0.553                   0.522                   139.1                   
1320.50                 1320.35                 113.16                  37.1                    0.561                   0.534                   139.1                   
1320.75                 1320.66                 106.55                  39.8                    0.567                   0.528                   139.2                   
1321.00                 1320.96                 102.40                  47.0                    0.582                   0.570                   139.2                   
1321.25                 1321.27                 85.41                   51.1                    0.604                   0.593                   139.2                   
1321.50                 1321.57                 86.95                   51.6                    0.634                   0.618                   139.2                   
1321.75                 1321.71                 88.07                   64.3                    0.642                   0.803                   139.3                   
1322.00                 1321.87                 89.43                   47.5                    0.640                   0.692                   139.3                   
1322.25                 1322.18                 99.89                   34.8                    0.639                   0.591                   139.3                   
1322.50                 1322.48                 100.61                  24.1                    0.619                   0.565                   139.3                   
1322.75                 1322.79                 100.67                  30.4                    0.607                   0.567                   139.4                   
1323.00                 1322.96                 100.43                  30.5                    0.594                   0.568                   139.4                   
1323.25                 1323.09                 100.24                  30.6                    0.581                   0.569                   139.4                   
1323.50                 1323.40                 71.79                   30.7                    0.565                   0.570                   139.4                   
1323.75                 1323.70                 68.67                   30.8                    0.563                   0.564                   139.5                   
1324.00                 1324.01                 54.13                   30.9                    0.562                   0.564                   139.5                   
1324.25                 1324.31                 45.34                   31.3                    0.561                   0.564                   139.5                   
1324.50                 1324.46                 43.38                   31.6                    0.566                   0.566                   139.5                   
1324.75                 1324.62                 41.19                   31.9                    0.571                   0.568                   139.6                   
1325.00                 1324.92                 40.91                   32.3                    0.576                   0.570                   139.6                   
1325.25                 1325.23                 36.53                   31.1                    0.580                   0.567                   139.6                   
1325.50                 1325.53                 39.54                   29.7                    0.584                   0.564                   139.7                   
1325.75                 1325.70                 34.12                   28.5                    0.586                   0.564                   139.7                   
1326.00                 1325.95                 26.37                   25.7                    0.588                   0.564                   139.7                   
1326.25                 1326.20                 18.62                   23.2                    0.590                   0.564                   139.7                   
1326.50                 1326.44                 11.19                   24.0                    0.589                   0.573                   139.8                   
1326.75                 1326.70                 39.14                   25.1                    0.588                   0.577                   139.8                   
1327.00                 1326.95                 65.97                   25.7                    0.588                   0.571                   139.8                   
1327.25                 1327.20                 92.80                   26.6                    0.587                   0.567                   139.8                   
1327.50                 1327.45                 119.63                  27.5                    0.587                   0.564                   139.9                   
1327.75                 1327.66                 142.04                  27.3                    0.589                   0.570                   139.9                   
1328.00                 1327.97                 133.20                  27.0                    0.601                   0.567                   139.9                   
1328.25                 1328.27                 90.60                   28.9                    0.614                   0.564                   137.2                   
1328.50                 1328.58                 48.50                   30.4                    0.622                   0.631                   137.3                   
1328.75                 1328.70                 31.06                   35.9                    0.633                   0.601                   137.5                   
1329.00                 1328.88                 6.57                    38.6                    0.645                   0.570                   137.7                   
1329.25                 1329.18                 5.66                    35.7                    0.652                   0.552                   137.9                   
1329.50                 1329.49                 9.23                    29.0                    0.672                   0.697                   138.1                   
1329.75                 1329.79                 9.31                    21.9                    0.685                   0.784                   138.3                   
1330.00                 1329.95                 10.82                   18.3                    0.690                   0.871                   138.5                   
1330.25                 1330.10                 12.23                   16.7                    0.683                   0.813                   138.7                   
1330.50                 1330.40                 12.13                   15.9                    0.676                   0.754                   138.9                   
1330.75                 1330.71                 6.69                    18.0                    0.665                   0.668                   139.1                   
1331.00                 1331.01                 9.28                    19.5                    0.659                   0.684                   139.4                   
1331.25                 1331.32                 17.84                   21.0                    0.643                   0.723                   139.6                   
1331.50                 1331.45                 20.73                   22.7                    0.634                   0.668                   139.8                   
1331.75                 1331.62                 24.44                   18.2                    0.632                   0.584                   139.9                   
1332.00                 1331.92                 18.09                   14.5                    0.615                   0.590                   139.9                   
1332.25                 1332.23                 22.18                   13.5                    0.603                   0.603                   139.9                   
1332.50                 1332.53                 29.56                   15.0                    0.603                   0.605                   139.9                   
1332.75                 1332.70                 33.19                   18.6                    0.603                   0.608                   139.9                   
1333.00                 1332.84                 36.30                   23.2                    0.603                   0.603                   139.9                   
1333.25                 1333.14                 38.49                   23.2                    0.602                   0.606                   139.9                   
1333.50                 1333.45                 35.23                   17.4                    0.599                   0.631                   139.9                   
1333.75                 1333.75                 33.52                   13.0                    0.594                   0.610                   139.9                   
1334.00                 1334.06                 35.32                   12.0                    0.591                   0.578                   139.9                   
1334.25                 1334.20                 33.87                   13.4                    0.586                   0.516                   139.9                   
1334.50                 1334.36                 32.17                   13.8                    0.607                   0.558                   139.9                   
1334.75                 1334.66                 31.14                   15.4                    0.614                   0.610                   139.9                   
1335.00                 1334.97                 34.49                   23.6                    0.627                   0.743                   139.9                   
1335.25                 1335.27                 33.71                   34.5                    0.628                   0.677                   139.9                   
1335.50                 1335.44                 33.15                   40.7                    0.630                   0.570                   139.9                   
1335.75                 1335.58                 32.71                   45.8                    0.617                   0.541                   139.9                   
1336.00                 1335.88                 27.85                   38.1                    0.607                   0.526                   139.9                   
1336.25                 1336.19                 27.89                   30.4                    0.604                   0.546                   139.9                   
1336.50                 1336.49                 27.67                   26.4                    0.609                   0.668                   139.9                   
1336.75                 1336.80                 23.34                   19.8                    0.612                   0.727                   139.9                   
1337.00                 1336.94                 24.06                   27.0                    0.615                   0.674                   139.9                   
1337.25                 1337.10                 24.83                   26.6                    0.614                   0.558                   139.9                   
1337.50                 1337.40                 28.29                   24.1                    0.607                   0.570                   139.9                   
1337.75                 1337.71                 31.30                   36.9                    0.610                   0.555                   139.9                   
1338.00                 1338.01                 34.17                   31.8                    0.609                   0.583                   139.9                   
1338.25                 1338.19                 28.46                   27.5                    0.604                   0.635                   139.9                   
1338.50                 1338.32                 24.38                   22.9                    0.600                   0.659                   139.9                   
1338.75                 1338.62                 17.32                   24.1                    0.596                   0.657                   139.9                   
1339.00                 1338.93                 6.56                    24.2                    0.593                   0.590                   140.0                   
1339.25                 1339.23                 10.81                   25.8                    0.588                   0.583                   140.1                   
1339.50                 1339.53                 15.37                   28.0                    0.582                   0.576                   140.2                   
1339.75                 1339.69                 14.38                   29.4                    0.575                   0.569                   140.3                   
1340.00                 1339.84                 13.40                   31.0                    0.566                   0.558                   140.5                   
1340.25                 1340.14                 12.86                   32.6                    0.565                   0.550                   140.6                   
1340.50                 1340.45                 13.67                   34.2                    0.563                   0.534                   140.7                   
1340.75                 1340.75                 16.39                   35.2                    0.558                   0.516                   140.8                   
1341.00                 1341.06                 20.71                   33.3                    0.553                   0.549                   141.0                   
1341.25                 1341.19                 18.53                   39.2                    0.555                   0.534                   141.1                   
1341.50                 1341.36                 15.59                   46.5                    0.561                   0.525                   141.2                   
1341.75                 1341.66                 15.52                   54.5                    0.560                   0.558                   141.3                   
1342.00                 1341.97                 14.21                   52.1                    0.560                   0.558                   141.4                   
1342.25                 1342.27                 10.54                   46.8                    0.558                   0.513                   141.6                   
1342.50                 1342.43                 9.09                    35.7                    0.565                   0.541                   141.7                   
1342.75                 1342.58                 7.79                    50.6                    0.575                   0.590                   141.8                   
1343.00                 1342.88                 5.28                    52.2                    0.574                   0.534                   141.9                   
1343.25                 1343.19                 5.81                    40.5                    0.566                   0.516                   142.0                   
1343.50                 1343.49                 5.79                    34.7                    0.564                   0.538                   142.2                   
1343.75                 1343.79                 8.63                    41.9                    0.558                   0.550                   142.3                   
1344.00                 1343.93                 9.23                    38.1                    0.556                   0.478                   142.4                   
1344.25                 1344.10                 9.96                    34.5                    0.549                   0.540                   142.5                   
1344.50                 1344.40                 7.74                    32.8                    0.550                   0.539                   142.6                   
1344.75                 1344.71                 7.36                    31.9                    0.552                   0.538                   142.6                   
1345.00                 1345.01                 4.90                    30.9                    0.553                   0.537                   142.6                   
1345.25                 1345.18                 4.68                    29.9                    0.555                   0.536                   142.6                   
1345.50                 1345.32                 4.50                    28.9                    0.557                   0.535                   142.6                   
1345.75                 1345.62                 4.55                    28.0                    0.560                   0.534                   142.6                   
1346.00                 1345.92                 5.88                    34.6                    0.567                   0.543                   142.6                   
1346.25                 1346.23                 5.61                    40.9                    0.578                   0.557                   142.6                   
1346.50                 1346.53                 5.72                    47.2                    0.608                   0.577                   142.6                   
1346.75                 1346.68                 6.71                    64.7                    0.624                   0.579                   142.6                   
1347.00                 1346.84                 7.82                    61.3                    0.619                   0.572                   142.6                   
1347.25                 1347.14                 8.34                    60.2                    0.614                   0.565                   142.6                   
1347.50                 1347.44                 8.81                    59.1                    0.608                   0.557                   142.6                   
1347.75                 1347.75                 12.97                   58.0                    0.603                   0.550                   142.6                   
1348.00                 1347.92                 47.84                   56.9                    0.598                   0.542                   142.6                   
1348.25                 1348.05                 73.92                   55.8                    0.592                   0.535                   142.6                   
1348.50                 1348.36                 16.69                   54.6                    0.587                   0.528                   142.6                   
1348.75                 1348.66                 16.88                   53.5                    0.582                   0.520                   142.6                   
1349.00                 1348.96                 12.68                   52.4                    0.579                   0.513                   142.6                   
1349.25                 1349.27                 11.00                   51.1                    0.589                   0.504                   142.6                   
1349.50                 1349.42                 11.04                   53.5                    0.595                   0.500                   142.6                   
1349.75                 1349.57                 11.09                   56.6                    0.612                   0.538                   142.6                   
1350.00                 1349.88                 9.09                    60.7                    0.621                   0.558                   142.6                   
1350.25                 1350.18                 11.76                   67.1                    0.643                   0.624                   142.6                   
1350.50                 1350.48                 9.75                    74.2                    0.664                   0.732                   142.6                   
1350.75                 1350.79                 10.78                   68.4                    0.669                   0.583                   142.6                   
1351.00                 1350.91                 10.55                   93.5                    0.661                   0.676                   142.6                   
1351.25                 1351.09                 10.23                   67.0                    0.646                   0.716                   142.6                   
1351.50                 1351.40                 9.61                    48.2                    0.607                   0.579                   142.6                   
1351.75                 1351.70                 7.43                    39.8                    0.571                   0.453                   142.6                   
1352.00                 1352.00                 5.84                    33.3                    0.559                   0.458                   142.6                   
1352.25                 1352.16                 6.11                    28.5                    0.538                   0.463                   142.6                   
1352.50                 1352.31                 6.38                    28.0                    0.534                   0.448                   142.6                   
1352.75                 1352.61                 9.28                    24.6                    0.534                   0.466                   142.6                   
1353.00                 1352.92                 14.60                   23.1                    0.534                   0.489                   142.6                   
1353.25                 1353.22                 29.86                   21.7                    0.537                   0.480                   142.6                   
1353.50                 1353.52                 34.88                   23.6                    0.542                   0.439                   142.6                   
1353.75                 1353.66                 42.55                   19.8                    0.549                   0.484                   142.6                   
1354.00                 1353.83                 52.42                   21.3                    0.552                   0.503                   142.6                   
1354.25                 1354.13                 62.63                   22.2                    0.559                   0.546                   142.6                   
1354.50                 1354.43                 59.17                   23.6                    0.559                   0.540                   142.6                   
1354.75                 1354.65                 57.15                   23.9                    0.563                   0.540                   142.6                   
1355.00                 1354.90                 54.85                   24.1                    0.568                   0.540                   142.6                   
1355.25                 1355.15                 52.54                   28.0                    0.575                   0.548                   142.6                   
1355.50                 1355.40                 50.23                   25.1                    0.578                   0.552                   142.6                   
1355.75                 1355.65                 47.92                   24.7                    0.587                   0.574                   142.6                   
1356.00                 1355.90                 45.61                   24.1                    0.595                   0.583                   142.6                   
1356.25                 1356.26                 42.29                   23.6                    0.600                   0.590                   142.6                   
1356.50                 1356.40                 42.29                   23.2                    0.604                   0.603                   142.6                   
1356.75                 1356.56                 42.29                   23.6                    0.608                   0.610                   142.6                   
1357.00                 1356.89                 26.53                   23.9                    0.611                   0.616                   142.6                   
1357.25                 1357.17                 13.62                   24.1                    0.615                   0.624                   142.6                   
1357.50                 1357.47                 13.41                   24.1                    0.624                   0.653                   142.6                   
1357.75                 1357.64                 11.34                   20.7                    0.625                   0.645                   142.7                   
1358.00                 1357.77                 9.71                    21.1                    0.627                   0.630                   142.7                   
1358.25                 1358.08                 13.10                   21.7                    0.629                   0.617                   142.8                   
1358.50                 1358.38                 15.22                   23.6                    0.629                   0.624                   142.8                   
1358.75                 1358.69                 16.45                   22.6                    0.624                   0.661                   142.9                   
1359.00                 1358.99                 14.97                   20.7                    0.623                   0.610                   142.9                   
1359.25                 1359.13                 14.32                   22.9                    0.621                   0.626                   143.0                   
1359.50                 1359.29                 13.62                   24.1                    0.619                   0.639                   143.0                   
1359.75                 1359.60                 15.03                   25.6                    0.631                   0.639                   143.1                   
1360.00                 1359.90                 15.82                   36.6                    0.622                   0.636                   143.1                   
1360.25                 1360.20                 15.52                   36.0                    0.606                   0.631                   143.2                   
1360.50                 1360.38                 16.24                   35.2                    0.567                   0.516                   143.2                   
1360.75                 1360.51                 16.76                   31.2                    0.562                   0.533                   143.3                   
1361.00                 1360.81                 16.03                   28.0                    0.551                   0.577                   143.3                   
1361.25                 1361.11                 15.46                   43.4                    0.548                   0.546                   143.4                   
1361.50                 1361.42                 16.25                   35.2                    0.546                   0.516                   143.4                   
1361.75                 1361.72                 17.24                   26.5                    0.553                   0.522                   143.5                   
1362.00                 1361.87                 18.60                   32.2                    0.557                   0.525                   143.5                   
1362.25                 1362.02                 19.94                   35.2                    0.562                   0.529                   143.6                   
1362.50                 1362.33                 22.12                   41.2                    0.566                   0.533                   143.6                   
1362.75                 1362.63                 19.53                   45.7                    0.570                   0.537                   143.7                   
1363.00                 1362.93                 20.24                   50.2                    0.574                   0.540                   143.7                   
1363.25                 1363.24                 20.98                   54.7                    0.596                   0.561                   143.8                   
1363.50                 1363.36                 20.33                   60.2                    0.614                   0.577                   143.8                   
1363.75                 1363.54                 19.46                   73.6                    0.645                   0.577                   143.9                   
1364.00                 1363.84                 20.51                   96.4                    0.666                   0.741                   143.9                   
1364.25                 1364.15                 20.27                   70.4                    0.678                   0.841                   144.0                   
1364.50                 1364.45                 24.00                   57.1                    0.646                   0.610                   144.0                   
1364.75                 1364.61                 22.34                   27.5                    0.631                   0.590                   144.1                   
1365.00                 1364.75                 20.84                   37.1                    0.611                   0.564                   144.1                   
1365.25                 1365.05                 22.10                   57.8                    0.608                   0.595                   144.2                   
1365.50                 1365.36                 18.28                   51.3                    0.603                   0.646                   144.2                   
1365.75                 1365.66                 20.02                   42.4                    0.599                   0.636                   144.3                   
1366.00                 1365.96                 20.88                   32.9                    0.596                   0.627                   144.3                   
1366.25                 1366.10                 22.68                   25.1                    0.592                   0.618                   144.4                   
1366.50                 1366.27                 24.90                   25.0                    0.589                   0.610                   144.5                   
1366.75                 1366.57                 35.23                   24.8                    0.587                   0.596                   144.5                   
1367.00                 1366.87                 20.64                   24.7                    0.586                   0.583                   144.6                   
1367.25                 1367.18                 19.27                   24.6                    0.585                   0.577                   144.6                   
1367.50                 1367.34                 21.01                   33.3                    0.592                   0.546                   144.7                   
1367.75                 1367.48                 22.44                   38.6                    0.605                   0.552                   144.7                   
1368.00                 1367.78                 20.80                   45.8                    0.618                   0.559                   144.8                   
1368.25                 1368.08                 21.07                   50.8                    0.629                   0.564                   144.8                   
1368.50                 1368.39                 21.08                   54.0                    0.680                   0.664                   144.9                   
1368.75                 1368.69                 22.89                   67.9                    0.724                   0.751                   144.9                   
1369.00                 1368.83                 22.76                   76.6                    0.751                   0.803                   145.0                   
1369.25                 1368.99                 22.62                   77.5                    0.741                   0.771                   145.0                   
1369.50                 1369.30                 23.76                   78.5                    0.735                   0.749                   145.1                   
1369.75                 1369.60                 24.47                   72.7                    0.728                   0.726                   145.1                   
1370.00                 1369.90                 21.46                   64.5                    0.721                   0.704                   145.2                   
1370.25                 1370.07                 24.18                   56.3                    0.713                   0.676                   145.2                   
1370.50                 1370.20                 26.22                   48.1                    0.694                   0.673                   145.3                   
1370.75                 1370.51                 30.06                   40.0                    0.664                   0.668                   145.3                   
1371.00                 1370.81                 27.59                   33.3                    0.657                   0.653                   145.4                   
1371.25                 1371.11                 22.38                   26.7                    0.662                   0.651                   145.4                   
1371.50                 1371.41                 21.89                   23.6                    0.672                   0.646                   145.4                   
1371.75                 1371.56                 21.88                   26.5                    0.688                   0.708                   145.4                   
1372.00                 1371.72                 21.86                   31.3                    0.711                   0.710                   145.4                   
1372.25                 1372.02                 20.78                   47.6                    0.744                   0.713                   145.4                   
1372.50                 1372.32                 21.67                   74.2                    0.781                   0.716                   145.4                   
1372.75                 1372.62                 23.44                   80.7                    0.796                   0.743                   145.4                   
1373.00                 1372.93                 28.71                   87.2                    0.813                   0.773                   145.4                   
1373.25                 1373.05                 26.70                   78.7                    0.829                   0.803                   145.4                   
1373.50                 1373.23                 23.85                   70.2                    0.830                   0.793                   145.4                   
1373.75                 1373.53                 22.41                   65.1                    0.847                   0.773                   145.4                   
1374.00                 1373.83                 27.86                   68.6                    0.859                   0.759                   145.4                   
1374.25                 1374.14                 36.29                   71.3                    0.867                   0.749                   145.4                   
1374.50                 1374.29                 40.17                   85.8                    0.901                   1.049                   145.4                   
1374.75                 1374.44                 43.83                   105.0                   0.877                   0.961                   145.4                   
1375.00                 1374.74                 42.60                   87.9                    0.849                   0.861                   145.4                   
1375.25                 1375.04                 48.60                   68.9                    0.778                   0.978                   145.4                   
1375.50                 1375.35                 29.53                   64.3                    0.775                   0.959                   145.4                   
1375.75                 1375.65                 33.26                   52.8                    0.771                   0.928                   145.4                   
1376.00                 1375.78                 37.61                   69.6                    0.766                   0.897                   145.4                   
1376.25                 1375.95                 43.26                   67.9                    0.762                   0.866                   145.4                   
1376.50                 1376.25                 47.22                   66.2                    0.758                   0.835                   145.4                   
1376.75                 1376.55                 42.24                   64.5                    0.753                   0.803                   145.4                   
1377.00                 1376.86                 37.06                   62.8                    0.749                   0.772                   145.4                   
1377.25                 1377.02                 34.68                   60.7                    0.744                   0.741                   145.4                   
1377.50                 1377.16                 32.62                   61.6                    0.740                   0.710                   145.4                   
1377.75                 1377.46                 24.05                   62.8                    0.735                   0.679                   145.4                   
1378.00                 1377.76                 31.98                   64.0                    0.731                   0.648                   145.4                   
1378.25                 1378.07                 37.10                   65.2                    0.726                   0.616                   145.4                   
1378.50                 1378.37                 31.12                   66.3                    0.720                   0.570                   145.4                   
1378.75                 1378.51                 31.20                   67.5                    0.718                   0.626                   145.4                   
1379.00                 1378.67                 31.29                   68.7                    0.715                   0.732                   145.4                   
