Depth	TVD	ROP  Gas(units)	C1(PPM)	C2	C3	iC4	nC4	C5	
1698	1695.55	29.88	12	1188	0	0	0	0	0
1699	1696.53	4.64	11	1089	0	0	0	0	0
1700	1697.51	34.21	10	990	0	0	0	0	0
1701	1698.49	42.6	10	990	0	0	0	0	0
1702	1699.47	24.12	9	891	0	0	0	0	0
1703	1700.44	26.08	10	990	0	0	0	0	0
1704	1701.42	28.79	11	1089	0	0	0	0	0
1705	1702.4	31.89	12	1188	0	0	0	0	0
1706	1703.38	35.56	14	1386	0	0	0	0	0
1707	1704.36	31.42	15	1485	0	0	0	0	0
1708	1705.34	38.94	17	1683	0	0	0	0	0
1709	1706.32	49.98	17	1683	0	0	0	0	0
1710	1707.3	30.36	18	1782	0	0	0	0	0
1711	1708.28	30.13	16	1584	0	0	0	0	0
1712	1709.26	15.03	15	1485	0	0	0	0	0
1713	1710.24	24.66	14	1386	0	0	0	0	0
1714	1711.21	20.55	14	1386	0	0	0	0	0
1715	1712.19	20.56	15	1485	0	0	0	0	0
1716	1713.17	35.55	16	1584	0	0	0	0	0
1717	1714.15	24.95	17	1683	0	0	0	0	0
1718	1715.13	26.95	17	1683	0	0	0	0	0
1719	1716.11	20.96	18	1782	0	0	0	0	0
1720	1717.09	20.96	19	1881	0	0	0	0	0
1721	1718.07	24.38	19	1881	0	0	0	0	0
1722	1719.05	21.59	17	1683	0	0	0	0	0
1723	1720.03	20.55	16	1584	0	0	0	0	0
1724	1721	21.79	16	1584	0	0	0	0	0
1725	1721.98	23.97	15	1485	0	0	0	0	0
1726	1722.96	15.76	13	1287	0	0	0	0	0
1727	1723.94	21.92	12	1188	0	0	0	0	0
1728	1724.92	20.76	13	1287	0	0	0	0	0
1729	1725.9	26.62	14	1386	0	0	0	0	0
1730	1726.88	6.75	15	1485	0	0	0	0	0
1731	1727.86	47.58	16	1584	0	0	0	0	0
1732	1728.84	29.45	17	1683	0	0	0	0	0
1733	1729.82	36.56	17	1683	0	0	0	0	0
1734	1730.8	32.24	17	1683	0	0	0	0	0
1735	1731.77	25.85	17	1683	0	0	0	0	0
1736	1732.75	18.81	18	1782	0	0	0	0	0
1737	1733.73	24.86	19	1881	0	0	0	0	0
1738	1734.71	24.53	18	1782	0	0	0	0	0
1739	1735.69	28.01	17	1683	0	0	0	0	0
1740	1736.67	54.23	18	1782	0	0	0	0	0
1741	1737.65	32.69	19	1881	0	0	0	0	0
1742	1738.63	35.6	19	1881	0	0	0	0	0
1743	1739.61	27.47	20	1980	0	0	0	0	0
1744	1740.59	28.92	21	2079	0	0	0	0	0
1745	1741.56	28.72	21	2079	0	0	0	0	0
1746	1742.54	37.3	22	2178	0	0	0	0	0
1747	1743.52	35.21	22	2178	0	0	0	0	0
1748	1744.5	31.39	23	2277	0	0	0	0	0
1749	1745.48	28.99	23	2277	0	0	0	0	0
1750	1746.46	30.63	23	2277	0	0	0	0	0
1751	1747.44	25.01	23	2277	0	0	0	0	0
1752	1748.42	32.79	24	2376	0	0	0	0	0
1753	1749.4	30.57	25	2475	0	0	0	0	0
1754	1750.38	27.91	25	2475	0	0	0	0	0
1755	1751.36	27.72	28	2772	0	0	0	0	0
1756	1752.33	30.27	32	3168	0	0	0	0	0
1757	1753.31	17.74	45	4455	0	0	0	0	0
1758	1754.29	30.94	129	12771	0	0	0	0	0
1759	1755.27	28.18	253	25047	0	0	0	0	0
1760	1756.25	33.36	273	27027	0	0	0	0	0
1761	1757.23	30.37	226	22374	0	0	0	0	0
1762	1758.21	22.42	164	16236	0	0	0	0	0
1763	1759.19	28.08	145	14355	0	0	0	0	0
1764	1760.17	20.13	168	16632	0	0	0	0	0
1765	1761.15	31.18	176	17424	0	0	0	0	0
1766	1762.12	33.64	170	16830	0	0	0	0	0
1767	1763.1	31.92	141	13959	0	0	0	0	0
1768	1764.08	26.76	97	9603	0	0	0	0	0
1769	1765.06	11.25	82	8118	0	0	0	0	0
1770	1766.04	26.65	67	6633	0	0	0	0	0
1771	1767.02	30.21	63	6237	0	0	0	0	0
1772	1768	22.93	57	5643	0	0	0	0	0
1773	1768.98	22.33	54	5346	0	0	0	0	0
1774	1769.96	18.91	51	5049	0	0	0	0	0
1775	1770.94	10.26	50	4950	0	0	0	0	0
1776	1771.92	14.66	49	4851	0	0	0	0	0
1777	1772.89	23.55	48	4752	0	0	0	0	0
1778	1773.87	53.36	42	4158	0	0	0	0	0
1779	1774.85	34.94	39	3861	0	0	0	0	0
1780	1775.83	45.3	37	3663	0	0	0	0	0
1781	1776.81	19.69	33	3267	0	0	0	0	0
1782	1777.79	21.35	29	2871	0	0	0	0	0
1783	1778.77	13.34	22	2178	0	0	0	0	0
1784	1779.75	19.15	17	1683	0	0	0	0	0
1785	1780.73	36.8	15	1485	0	0	0	0	0
1786	1781.71	49.8	14	1386	0	0	0	0	0
1787	1782.68	44.38	13	1287	0	0	0	0	0
1788	1783.66	33.75	12	1188	0	0	0	0	0
1789	1784.64	16.11	12	1188	0	0	0	0	0
1790	1785.62	22.12	13	1287	0	0	0	0	0
1791	1786.6	17.68	12	1188	0	0	0	0	0
1792	1787.58	22.75	11	1089	0	0	0	0	0
1793	1788.56	36.89	12	1188	0	0	0	0	0
1794	1789.54	36.59	12	1188	0	0	0	0	0
1795	1790.52	35.21	13	1287	0	0	0	0	0
1796	1791.5	24.08	11	1089	0	0	0	0	0
1797	1792.47	15.13	10	990	0	0	0	0	0
1798	1793.45	30.89	9	891	0	0	0	0	0
1799	1794.43	34.6	9	891	0	0	0	0	0
1800	1795.41	30.34	9	891	0	0	0	0	0
1801	1796.39	37.38	10	990	0	0	0	0	0
1802	1797.37	23.59	10	990	0	0	0	0	0
1803	1798.35	34.27	10	990	0	0	0	0	0
1804	1799.37	40.21	11	1089	0	0	0	0	0
1805	1800.74	25.37	13	1287	0	0	0	0	0
1806	1801.71	43.77	15	1485	0	0	0	0	0
1807	1802.68	28.13	17	1683	0	0	0	0	0
1808	1803.65	24.11	19	1881	0	0	0	0	0
1809	1804.62	24.46	18	1782	0	0	0	0	0
1810	1805.59	17.22	17	1683	0	0	0	0	0
1811	1806.56	15.66	15	1485	0	0	0	0	0
1812	1807.56	4.31	14	1386	0	0	0	0	0
1813	1808.56	6.89	13	1287	0	0	0	0	0
1814	1809.56	2.35	12	1188	0	0	0	0	0
1815	1810.56	17.62	11	1089	0	0	0	0	0
1816	1811.4	27.78	11	1089	0	0	0	0	0
1817	1812.36	21.29	10	990	0	0	0	0	0
1818	1813.34	59.47	10	990	0	0	0	0	0
1819	1814.24	24.51	11	1089	0	0	0	0	0
1820	1813.53	24.02	12	1188	0	0	0	0	0
1821	1814.34	39.88	17	1683	0	0	0	0	0
1822	1815.27	20.24	15	1485	0	0	0	0	0
1823	1816.2	22.29	14	1386	0	0	0	0	0
1824	1817.14	38.78	13	1287	0	0	0	0	0
1825	1818.07	28.86	12	1188	0	0	0	0	0
1826	1819	24.09	13	1287	0	0	0	0	0
1827	1819.93	26.42	12	1188	0	0	0	0	0
1828	1820.86	23.74	11	1089	0	0	0	0	0
1829	1821.79	34.2	10	990	0	0	0	0	0
1830	1822.72	31.04	10	990	0	0	0	0	0
1831	1823.65	24.74	12	1188	0	0	0	0	0
1832	1824.59	30.6	13	1287	0	0	0	0	0
1833	1825.52	24.71	15	1485	0	0	0	0	0
1834	1826.45	47.89	18	1782	0	0	0	0	0
1835	1827.38	43.44	19	1881	0	0	0	0	0
1836	1828.31	26.22	19	1881	0	0	0	0	0
1837	1829.24	26.9	18	1782	0	0	0	0	0
1838	1830.17	25.59	18	1782	0	0	0	0	0
1839	1831.1	21.1	17	1683	0	0	0	0	0
1840	1832.03	19.05	17	1683	0	0	0	0	0
1841	1832.88	19.15	16	1584	0	0	0	0	0
1842	1833.79	17.48	15	1485	0	0	0	0	0
1843	1834.7	14.96	14	1386	0	0	0	0	0
1844	1835.61	14.32	13	1287	0	0	0	0	0
1845	1836.51	16.9	14	1386	0	0	0	0	0
1846	1837.42	19	16	1584	0	0	0	0	0
1847	1838.33	26.22	20	1980	0	0	0	0	0
1848	1839.24	30.75	23	2277	0	0	0	0	0
1849	1840.14	25.43	24	2376	0	0	0	0	0
1850	1841.05	21.49	23	2277	0	0	0	0	0
1851	1841.96	18.83	21	2079	0	0	0	0	0
1852	1842.87	21.44	20	1980	0	0	0	0	0
1853	1843.78	28.75	20	1980	0	0	0	0	0
1854	1844.68	27.59	21	2079	0	0	0	0	0
1855	1845.59	26.18	20	1980	0	0	0	0	0
1856	1846.5	22.3	19	1881	0	0	0	0	0
1857	1847.41	22.03	19	1881	0	0	0	0	0
1858	1848.32	18.7	19	1881	0	0	0	0	0
1859	1849.22	24.55	18	1782	0	0	0	0	0
1860	1850.13	21.46	18	1782	0	0	0	0	0
1861	1851.1	17.22	17	1683	0	0	0	0	0
1862	1852.51	18.28	17	1683	0	0	0	0	0
1863	1853.45	23.9	18	1782	0	0	0	0	0
1864	1854.38	22.56	19	1881	0	0	0	0	0
1865	1855.31	22.29	18	1782	0	0	0	0	0
1866	1856.25	22.07	17	1683	0	0	0	0	0
1867	1857.18	17.92	16	1584	0	0	0	0	0
1868	1858.11	20.79	15	1485	0	0	0	0	0
1869	1859.04	19.62	14	1386	0	0	0	0	0
1870	1859.97	17.81	15	1485	0	0	0	0	0
1871	1860.9	17.86	15	1485	0	0	0	0	0
1872	1861.83	18.11	21	2079	0	0	0	0	0
1873	1862.76	26.62	51	5049	0	0	0	0	0
1874	1863.69	28.53	96	9408	0	0	0	0	0
1875	1864.63	25.42	210	20580	0	0	0	0	0
1876	1865.56	32.97	350	34300	0	0	0	0	0
1877	1866.49	28.71	391	38318	0	0	0	0	0
1878	1867.42	31.74	385	37730	0	0	0	0	0
1879	1868.35	24.09	380	37240	0	0	0	0	0
1880	1866.25	24.04	376	36848	0	0	0	0	0
1881	1867.1	19.07	340	33320	0	0	0	0	0
1882	1867.96	21.58	251	24598	0	0	0	0	0
1883	1868.82	14.34	144	14112	0	0	0	0	0
1884	1869.68	15.81	126	12348	0	0	0	0	0
1885	1870.54	22.22	113	11074	0	0	0	0	0
1886	1871.39	25.05	102	9996	0	0	0	0	0
1887	1872.25	18.69	84	8232	0	0	0	0	0
1888	1873.11	17.14	76	7448	0	0	0	0	0
1889	1873.97	21.1	72	7056	0	0	0	0	0
1890	1874.83	26.25	69	6762	0	0	0	0	0
1891	1875.68	15.33	74	7252	0	0	0	0	0
1892	1876.54	18.41	85	8330	0	0	0	0	0
1893	1877.4	21.15	126	12348	0	0	0	0	0
1894	1878.26	21.83	142	13916	0	0	0	0	0
1895	1879.12	19.89	137	13426	0	0	0	0	0
1896	1879.97	11.31	118	11564	0	0	0	0	0
1897	1880.83	10.91	87	8526	0	0	0	0	0
1898	1881.69	9.23	72	7056	0	0	0	0	0
1899	1882.55	7.63	66	6468	0	0	0	0	0
1900	1883.41	34.8	62	6076	0	0	0	0	0
1901	1884.26	35.64	58	5684	0	0	0	0	0
1902	1885.12	34.5	67	6566	0	0	0	0	0
1903	1885.98	36.13	78	7644	0	0	0	0	0
1904	1886.84	19.51	87	8526	0	0	0	0	0
1905	1887.7	28.63	112	10976	0	0	0	0	0
1906	1888.55	22.74	146	14308	0	0	0	0	0
1907	1889.41	23.17	145	14210	0	0	0	0	0
1908	1890.27	18.58	126	12348	0	0	0	0	0
1909	1891.13	20.78	98	9604	0	0	0	0	0
1910	1891.99	17.1	95	9310	0	0	0	0	0
1911	1892.84	21.36	92	9016	0	0	0	0	0
1912	1893.7	18.57	88	8624	0	0	0	0	0
1913	1894.56	16.05	72	7056	0	0	0	0	0
1914	1895.42	14.2	63	6237	0	0	0	0	0
1915	1896.28	13.45	52	5148	0	0	0	0	0
1916	1897.13	18.19	41	4059	0	0	0	0	0
1917	1897.99	7.31	34	3366	0	0	0	0	0
1918	1898.85	13.31	32	3168	0	0	0	0	0
1919	1899.71	13.54	31	3069	0	0	0	0	0
1920	1900.57	15.19	31	3069	0	0	0	0	0
1921	1901.42	16.82	33	3267	0	0	0	0	0
1922	1902.28	17.29	36	3564	0	0	0	0	0
1923	1903.14	13.03	38	3762	0	0	0	0	0
1924	1904	16.67	41	4059	0	0	0	0	0
1925	1904.86	16.45	42	4158	0	0	0	0	0
1926	1905.71	11.19	40	3960	0	0	0	0	0
1927	1906.57	18.14	40	3960	0	0	0	0	0
1928	1907.43	21.49	38	3762	0	0	0	0	0
1929	1908.29	20.45	37	3663	0	0	0	0	0
1930	1909.15	16.38	35	3465	0	0	0	0	0
1931	1910	18.36	32	3168	0	0	0	0	0
1932	1910.86	21.08	30	2970	0	0	0	0	0
1933	1911.72	14.93	29	2871	0	0	0	0	0
1934	1912.58	14.97	29	2871	0	0	0	0	0
1935	1913.43	13.4	28	2772	0	0	0	0	0
1936	1914.29	16.61	26	2574	0	0	0	0	0
1937	1915.15	21.06	25	2475	0	0	0	0	0
1938	1916.01	18.71	25	2475	0	0	0	0	0
1939	1916.87	18.81	24	2376	0	0	0	0	0
1940	1917.72	26.26	25	2475	0	0	0	0	0
1941	1918.58	19.82	25	2475	0	0	0	0	0
1942	1919.44	24.46	24	2376	0	0	0	0	0
1943	1920.3	23.38	23	2277	0	0	0	0	0
1944	1921.16	26.31	21	2079	0	0	0	0	0
1945	1922.01	23.77	21	2079	0	0	0	0	0
1946	1922.87	19.35	20	1980	0	0	0	0	0
1947	1923.73	26.42	20	1980	0	0	0	0	0
1948	1924.59	27.14	19	1881	0	0	0	0	0
1949	1925.45	22.88	19	1881	0	0	0	0	0
1950	1926.3	22.22	18	1782	0	0	0	0	0
1951	1927.16	22.58	18	1782	0	0	0	0	0
1952	1928.02	19.72	17	1683	0	0	0	0	0
1953	1928.88	22.3	17	1683	0	0	0	0	0
1954	1929.74	20.3	16	1584	0	0	0	0	0
1955	1930.59	20.38	16	1584	0	0	0	0	0
1956	1931.45	29.27	15	1485	0	0	0	0	0
1957	1932.31	44.78	15	1485	0	0	0	0	0
1958	1933.17	31.9	15	1485	0	0	0	0	0
1959	1934.03	23.24	14	1386	0	0	0	0	0
1960	1934.88	23.21	14	1386	0	0	0	0	0
1961	1935.74	21.8	13	1287	0	0	0	0	0
1962	1936.6	22.4	13	1287	0	0	0	0	0
1963	1937.46	28.96	13	1287	0	0	0	0	0
1964	1938.32	36.15	14	1386	0	0	0	0	0
1965	1939.17	28.47	14	1386	0	0	0	0	0
1966	1940.03	27.97	14	1386	0	0	0	0	0
1967	1940.89	33.3	13	1287	0	0	0	0	0
1968	1941.75	56.07	13	1287	0	0	0	0	0
1969	1942.61	39.32	13	1287	0	0	0	0	0
1970	1943.46	37.76	13	1287	0	0	0	0	0
1971	1944.32	36.07	14	1386	0	0	0	0	0
1972	1945.18	32.8	15	1485	0	0	0	0	0
1973	1946.04	27.02	14	1386	0	0	0	0	0
1974	1946.9	24.3	13	1287	0	0	0	0	0
1975	1947.75	28.75	13	1287	0	0	0	0	0
1976	1948.98	30.27	12	1188	0	0	0	0	0
1977	1953.2	40.97	12	1188	0	0	0	0	0
1978	1954.09	38.77	13	1287	0	0	0	0	0
1979	1954.97	33.35	12	1188	0	0	0	0	0
1980	1955.86	30.86	12	1188	0	0	0	0	0
1981	1956.74	27.55	11	1089	0	0	0	0	0
1982	1957.63	23.37	11	1089	0	0	0	0	0
1983	1958.52	23.19	12	1188	0	0	0	0	0
1984	1959.4	25.01	13	1287	0	0	0	0	0
1985	1960.28	27.19	14	1386	0	0	0	0	0
1986	1961.17	28.66	15	1485	0	0	0	0	0
1987	1962.06	15.04	15	1485	0	0	0	0	0
1988	1962.06	32.96	16	1584	0	0	0	0	0
1989	1962.94	26.46	16	1584	0	0	0	0	0
1990	1962.94	25.36	15	1485	0	0	0	0	0
1991	1963.83	23.78	15	1485	0	0	0	0	0
1992	1963.83	26.75	14	1386	0	0	0	0	0
1993	1963.83	20.36	14	1386	0	0	0	0	0
1994	1963.6	7.51	7	693	0	0	0	0	0
1995	1964.44	8.51	7	693	0	0	0	0	0
1996	1965.27	16.13	8	792	0	0	0	0	0
1997	1966.11	23.5	9	891	0	0	0	0	0
1998	1966.94	32.03	11	1089	0	0	0	0	0
1999	1967.77	29.48	13	1287	0	0	0	0	0
2000	1968.61	26.02	14	1386	0	0	0	0	0
2001	1969.44	25.44	13	1287	0	0	0	0	0
2002	1970.28	27.11	12	1188	0	0	0	0	0
2003	1971.11	24.97	11	1089	0	0	0	0	0
2004	1971.95	10.05	10	990	0	0	0	0	0
2005	1972.78	18.15	10	990	0	0	0	0	0
2006	1973.61	12.87	9	891	0	0	0	0	0
2007	1974.45	9.31	9	891	0	0	0	0	0
2008	1975.28	9.49	10	990	0	0	0	0	0
2009	1976.12	9.45	9	891	0	0	0	0	0
2010	1976.95	13	9	891	0	0	0	0	0
2011	1977.79	11.59	9	891	0	0	0	0	0
2012	1978.62	11.55	8	792	0	0	0	0	0
2013	1979.46	19.14	8	792	0	0	0	0	0
2014	1980.29	18.6	8	792	0	0	0	0	0
2015	1981.12	20.94	9	891	0	0	0	0	0
2016	1981.96	19.55	9	891	0	0	0	0	0
2017	1982.79	16.84	9	891	0	0	0	0	0
2018	1983.63	35.75	8	792	0	0	0	0	0
2019	1984.46	55.51	8	792	0	0	0	0	0
2020	1985.3	25.72	9	891	0	0	0	0	0
2021	1986.13	22.63	9	891	0	0	0	0	0
2022	1986.96	18.39	9	891	0	0	0	0	0
2023	1987.8	16.39	9	891	0	0	0	0	0
2024	1988.63	16.48	10	990	0	0	0	0	0
2025	1989.47	15.22	10	990	0	0	0	0	0
2026	1990.3	13.01	11	1089	0	0	0	0	0
2027	1991.14	18.16	11	1089	0	0	0	0	0
2028	1991.97	16.52	10	990	0	0	0	0	0
2029	1992.81	22.85	9	891	0	0	0	0	0
2030	1993.64	24.63	8	792	0	0	0	0	0
2031	1994.47	15.24	8	792	0	0	0	0	0
2032	1995.97	12.25	7	693	0	0	0	0	0
2033	2002.79	20.31	8	792	0	0	0	0	0
2034	2003.67	12.28	7	693	0	0	0	0	0
2035	2004.56	12.87	7	693	0	0	0	0	0
2036	2005.45	16.51	7	693	0	0	0	0	0
2037	2006.33	23.13	7	693	0	0	0	0	0
2038	2007.22	15.17	8	792	0	0	0	0	0
2039	2008.1	9.65	8	792	0	0	0	0	0
2040	2008.99	11.98	8	792	0	0	0	0	0
2041	2009.87	13.23	7	693	0	0	0	0	0
2042	2010.76	38.49	7	693	0	0	0	0	0
2043	2011.64	21.54	8	792	0	0	0	0	0
2044	2012.53	24.04	8	792	0	0	0	0	0
2045	2013.41	30.01	8	792	0	0	0	0	0
2046	2014.3	27.79	8	792	0	0	0	0	0
2047	2015.21	27.58	9	891	0	0	0	0	0
2048	2016.07	23.27	9	891	0	0	0	0	0
2049	2016.96	21.42	9	891	0	0	0	0	0
2050	2017.84	25.9	10	990	0	0	0	0	0
2051	2018.73	22.6	10	990	0	0	0	0	0
2052	2019.61	11.31	11	1089	0	0	0	0	0
2053	2020.5	18.39	12	1188	0	0	0	0	0
2054	2021.38	17.2	12	1188	0	0	0	0	0
2055	2022.27	12.83	11	1089	0	0	0	0	0
2056	2023.15	13.05	11	1089	0	0	0	0	0
2057	2024.04	16.2	12	1188	0	0	0	0	0
2058	2024.93	12.61	12	1188	0	0	0	0	0
2059	2025.81	12.95	13	1287	0	0	0	0	0
2060	2026.7	14.51	12	1188	0	0	0	0	0
2061	2027.58	13.06	11	1089	0	0	0	0	0
2062	2028.47	10.21	12	1188	0	0	0	0	0
2063	2029.35	12.01	13	1287	0	0	0	0	0
2064	2030.23	12.28	14	1386	0	0	0	0	0
2065	2031.12	22.47	15	1485	0	0	0	0	0
2066	2032.01	25.34	16	1584	0	0	0	0	0
2067	2032.89	24.38	16	1584	0	0	0	0	0
2068	2033.78	21.96	15	1485	0	0	0	0	0
2069	2034.64	35.64	14	1386	0	0	0	0	0
2070	2035.55	45.21	13	1287	0	0	0	0	0
2071	2036.44	41.3	12	1188	0	0	0	0	0
2072	2037.32	31.72	13	1287	0	0	0	0	0
2073	2030.56	21.3	14	1386	0	0	0	0	0
2074	2030.55	25.5	15	1485	0	0	0	0	0
2075	2031.39	32.43	17	1683	0	0	0	0	0
2076	2032.22	25.04	17	1683	0	0	0	0	0
2077	2033.06	19.56	16	1584	0	0	0	0	0
2078	2033.89	23.16	17	1683	0	0	0	0	0
2079	2034.73	21.57	16	1584	0	0	0	0	0
2080	2035.56	20.37	16	1584	0	0	0	0	0
2081	2036.4	12.02	15	1485	0	0	0	0	0
2082	2037.24	13.6	15	1485	0	0	0	0	0
2083	2038.07	18.34	15	1485	0	0	0	0	0
2084	2038.91	19.38	14	1386	0	0	0	0	0
2085	2039.74	17.78	13	1287	0	0	0	0	0
2086	2040.58	16.75	13	1287	0	0	0	0	0
2087	2041.41	16.58	13	1287	0	0	0	0	0
2088	2042.25	12.32	12	1188	0	0	0	0	0
2089	2043.08	11.89	12	1188	0	0	0	0	0
2090	2043.92	11.13	12	1188	0	0	0	0	0
2091	2044.76	13.59	11	1089	0	0	0	0	0
2092	2045.45	13.53	11	1089	0	0	0	0	0
2093	2046.43	13.39	11	1089	0	0	0	0	0
2094	2047.26	14.75	10	990	0	0	0	0	0
2095	2048.1	16.85	10	990	0	0	0	0	0
2096	2048.93	14.9	10	990	0	0	0	0	0
2097	2049.77	15.76	10	990	0	0	0	0	0
2098	2050.6	15.19	11	1089	0	0	0	0	0
2099	2051.44	12.17	11	1089	0	0	0	0	0
2100	2052.27	20.02	11	1089	0	0	0	0	0
2101	2053.11	17.09	12	1188	0	0	0	0	0
2102	2053.95	26.78	13	1287	0	0	0	0	0
2103	2054.78	22.67	13	1287	0	0	0	0	0
2104	2055.62	21.44	12	1188	0	0	0	0	0
2105	2056.45	17.25	11	1089	0	0	0	0	0
2106	2057.29	16.45	10	990	0	0	0	0	0
2107	2058.12	16.17	9	891	0	0	0	0	0
2108	2058.96	18.11	10	990	0	0	0	0	0
2109	2059.79	17.49	11	1089	0	0	0	0	0
2110	2060.63	20.19	12	1188	0	0	0	0	0
2111	2061.47	17.52	12	1188	0	0	0	0	0
2112	2062.3	17.79	12	1188	0	0	0	0	0
2113	2063.13	16.42	11	1089	0	0	0	0	0
2114	2063.97	17.13	11	1089	0	0	0	0	0
2115	2064.81	17.66	10	990	0	0	0	0	0
2116	2065.64	15.42	11	1089	0	0	0	0	0
2117	2066.48	16.58	12	1188	0	0	0	0	0
2118	2067.31	13.3	14	1386	0	0	0	0	0
2119	2068.15	30.36	18	1782	0	0	0	0	0
2120	2068.99	31.28	19	1881	0	0	0	0	0
2121	2069.82	28.7	18	1782	0	0	0	0	0
2122	2070.66	19.66	17	1683	0	0	0	0	0
2123	2071.49	19.23	16	1584	0	0	0	0	0
2124	2072.33	20.04	17	1683	0	0	0	0	0
2125	2073.16	26.52	17	1683	0	0	0	0	0
2126	2074	28.91	18	1782	0	0	0	0	0
2127	2074.83	36.31	26	2574	0	0	0	0	0
2128	2075.67	32.33	29	2871	0	0	0	0	0
2129	2076.5	42.6	31	3069	0	0	0	0	0
2130	2077.34	34.03	31	3069	0	0	0	0	0
2131	2078.18	22.52	30	2970	0	0	0	0	0
2132	2079.01	29.54	29	2871	0	0	0	0	0
2133	1871.87	20.71	28	2772	0	0	0	0	0
2134	2080.68	26.19	27	2673	0	0	0	0	0
2135	2081.52	26.69	27	2673	0	0	0	0	0
2136	2082.35	28.33	26	2574	0	0	0	0	0
2137	2083.19	20.5	26	2574	0	0	0	0	0
2138	2084.02	22.43	25	2475	0	0	0	0	0
2139	2084.86	18.32	24	2376	0	0	0	0	0
2140	2085.7	21.06	24	2376	0	0	0	0	0
2141	2086.32	21.06	23	2277	0	0	0	0	0
2142	2087.15	26.09	23	2277	0	0	0	0	0
2143	2087.99	21.69	24	2376	0	0	0	0	0
2144	2088.82	24.16	24	2376	0	0	0	0	0
2145	2089.65	27.44	25	2475	0	0	0	0	0
2146	2090.49	24.89	25	2475	0	0	0	0	0
2147	2091.32	25.83	26	2574	0	0	0	0	0
2148	2092.16	29.3	28	2772	0	0	0	0	0
2149	2092.99	24.61	30	2970	0	0	0	0	0
2150	2093.82	37.04	31	3069	0	0	0	0	0
2151	2094.65	39.38	31	3069	0	0	0	0	0
2152	2095.49	30.8	30	2970	0	0	0	0	0
2153	2096.32	29.47	29	2871	0	0	0	0	0
2154	2097.15	32.82	28	2772	0	0	0	0	0
2155	2097.99	41.95	28	2772	0	0	0	0	0
2156	2098.82	47.35	27	2673	0	0	0	0	0
2157	2099.65	56.14	28	2772	0	0	0	0	0
2158	2100.49	36.03	28	2772	0	0	0	0	0
2159	2101.32	31.02	27	2673	0	0	0	0	0
2160	2102.15	29.13	26	2574	0	0	0	0	0
2161	2102.99	25.83	23	2277	0	0	0	0	0
2162	2103.82	25.84	21	2079	0	0	0	0	0
2163	2104.65	26.92	19	1881	0	0	0	0	0
2164	2105.49	17.29	19	1881	0	0	0	0	0
2165	2106.32	26.35	20	1980	0	0	0	0	0
2166	2107.15	26.34	19	1881	0	0	0	0	0
2167	2107.99	26.6	19	1881	0	0	0	0	0
2168	2108.82	28.59	20	1980	0	0	0	0	0
2169	2109.65	30.36	21	2079	0	0	0	0	0
2170	2110.49	31.38	25	2475	0	0	0	0	0
2171	2111.32	32.01	27	2673	0	0	0	0	0
2172	2112.15	33.79	25	2475	0	0	0	0	0
2173	2112.99	27.66	24	2376	0	0	0	0	0
2174	2113.82	21.41	24	2376	0	0	0	0	0
2175	2114.65	25.72	26	2574	0	0	0	0	0
2176	2115.49	23.78	29	2871	0	0	0	0	0
2177	2116.32	22.6	35	3465	0	0	0	0	0
2178	2117.15	22.84	48	4752	0	0	0	0	0
2179	2117.99	28.11	47	4653	0	0	0	0	0
2180	2118.82	18.21	43	4257	0	0	0	0	0
2181	2119.65	16.53	34	3366	0	0	0	0	0
2182	2120.49	13.66	28	2772	0	0	0	0	0
2183	2121.32	11.42	22	2178	0	0	0	0	0
2184	2122.15	13.04	25	2475	0	0	0	0	0
2185	2122.99	52.54	28	2772	0	0	0	0	0
2186	2123.82	31.89	38	3762	0	0	0	0	0
2187	2124.65	21.2	57	5643	0	0	0	0	0
2188	2125.49	45.13	78	7722	0	0	0	0	0
2189	2126.32	37.31	84	8316	0	0	0	0	0
2190	2127.15	23.41	95	9405	0	0	0	0	0
2191	2127.99	23.17	74	7326	0	0	0	0	0
2192	2128.82	20.89	63	6237	0	0	0	0	0
2193	2129.65	28.37	54	5346	0	0	0	0	0
2194	2130.49	24.8	41	4059	0	0	0	0	0
2195	2131.32	21.66	38	3762	0	0	0	0	0
2196	2132.15	21.89	31	3069	0	0	0	0	0
2197	2132.99	26.94	26	2574	0	0	0	0	0
2198	2133.82	22.31	23	2277	0	0	0	0	0
2199	2134.66	23.01	21	2079	0	0	0	0	0
2200	2135.49	22.94	20	1980	0	0	0	0	0
2201	2136.32	25.78	19	1881	0	0	0	0	0
2202	2137.16	26.65	19	1881	0	0	0	0	0
2203	2137.99	25.68	20	1980	0	0	0	0	0
2204	2138.82	24.18	20	1980	0	0	0	0	0
2205	2139.65	24.4	19	1881	0	0	0	0	0
2206	2140.49	26.17	18	1782	0	0	0	0	0
2207	2141.32	25.56	20	1980	0	0	0	0	0
2208	2142.15	27.02	18	1782	0	0	0	0	0
2209	2142.99	26.08	19	1881	0	0	0	0	0
2210	2143.82	24.54	21	2079	0	0	0	0	0
2211	2144.65	20.85	22	2178	0	0	0	0	0
2212	2145.48	9.57	23	2277	0	0	0	0	0
2213	2146.32	54.53	25	2475	0	0	0	0	0
2214	2147.15	33.11	26	2574	0	0	0	0	0
2215	2147.98	24.8	29	2871	0	0	0	0	0
2216	2148.82	21.26	30	2970	0	0	0	0	0
2217	2149.65	24.53	26	2574	0	0	0	0	0
