Depth	TVD	ROP  Gas(units)	C1(PPM)	C2	C3	iC4	nC4	C5	
1172	1171.9	64.86	21	2079	0	0	0	0	0
1173	1172.9	32.99	22	2178	0	0	0	0	0
1174	1173.9	25.26	23	2277	0	0	0	0	0
1175	1174.9	32.5	22	2178	0	0	0	0	0
1176	1175.9	33.34	22	2178	0	0	0	0	0
1177	1176.9	41.8	21	2079	0	0	0	0	0
1178	1177.9	30.94	22	2178	0	0	0	0	0
1179	1178.9	32.22	21	2079	0	0	0	0	0
1180	1179.9	30.21	23	2277	0	0	0	0	0
1181	1180.9	43.46	24	2376	0	0	0	0	0
1182	1181.9	45.5	25	2475	0	0	0	0	0
1183	1182.9	53.69	27	2673	0	0	0	0	0
1184	1183.9	43.59	30	2970	0	0	0	0	0
1185	1184.9	33.28	31	3069	0	0	0	0	0
1186	1185.9	44.35	34	3366	0	0	0	0	0
1187	1186.9	32.97	32	3168	0	0	0	0	0
1188	1187.9	83.7	31	3069	0	0	0	0	0
1189	1188.9	37.76	27	2673	0	0	0	0	0
1190	1189.9	43.81	24	2376	0	0	0	0	0
1191	1190.9	47.4	21	2079	0	0	0	0	0
1192	1191.9	32.49	19	1881	0	0	0	0	0
1193	1192.9	25.34	18	1782	0	0	0	0	0
1194	1193.9	29.01	17	1683	0	0	0	0	0
1195	1194.9	40.33	17	1683	0	0	0	0	0
1196	1195.9	26.94	18	1782	0	0	0	0	0
1197	1196.9	32.18	17	1683	0	0	0	0	0
1198	1197.9	32.5	16	1584	0	0	0	0	0
1199	1198.9	38.02	15	1485	0	0	0	0	0
1200	1199.9	37.39	14	1386	0	0	0	0	0
1201	1200.9	83.59	13	1287	0	0	0	0	0
1202	1201.9	41.51	13	1287	0	0	0	0	0
1203	1202.9	42.6	14	1386	0	0	0	0	0
1204	1203.9	57.96	14	1386	0	0	0	0	0
1205	1204.9	68.21	16	1584	0	0	0	0	0
1206	1205.9	60.35	17	1683	0	0	0	0	0
1207	1206.9	65.65	18	1782	0	0	0	0	0
1208	1207.9	56.37	20	1980	0	0	0	0	0
1209	1208.9	56.95	18	1782	0	0	0	0	0
1210	1209.9	54.2	17	1683	0	0	0	0	0
1211	1210.9	48.5	15	1485	0	0	0	0	0
1212	1211.9	29.41	14	1386	0	0	0	0	0
1213	1212.9	38.56	13	1287	0	0	0	0	0
1214	1213.9	40.63	12	1188	0	0	0	0	0
1215	1214.9	29.65	11	1089	0	0	0	0	0
1216	1215.9	25.02	10	990	0	0	0	0	0
1217	1216.9	25.34	10	990	0	0	0	0	0
1218	1217.9	40	10	990	0	0	0	0	0
1219	1218.9	31.46	9	891	0	0	0	0	0
1220	1219.9	36.17	9	891	0	0	0	0	0
1221	1220.9	28.38	8	792	0	0	0	0	0
1222	1221.9	22.34	9	891	0	0	0	0	0
1223	1222.9	16.24	9	891	0	0	0	0	0
1224	1223.9	25.64	10	990	0	0	0	0	0
1225	1224.9	22.06	10	990	0	0	0	0	0
1226	1225.9	21.5	10	990	0	0	0	0	0
1227	1226.9	65.61	10	990	0	0	0	0	0
1228	1227.9	47.87	11	1089	0	0	0	0	0
1229	1228.9	47.56	12	1188	0	0	0	0	0
1230	1229.9	49.2	11	1089	0	0	0	0	0
1231	1230.9	52.07	11	1089	0	0	0	0	0
1232	1231.9	28.4	12	1188	0	0	0	0	0
1233	1232.9	21.43	12	1188	0	0	0	0	0
1234	1233.9	58.73	11	1089	0	0	0	0	0
1235	1234.9	42.92	10	990	0	0	0	0	0
1236	1235.9	46.75	10	990	0	0	0	0	0
1237	1236.9	51.66	11	1089	0	0	0	0	0
1238	1237.9	57.86	14	1386	0	0	0	0	0
1239	1238.9	37.51	16	1584	0	0	0	0	0
1240	1239.9	24.68	22	2178	0	0	0	0	0
1241	1240.9	18	24	2376	0	0	0	0	0
1242	1241.9	32.03	21	2079	0	0	0	0	0
1243	1242.9	32.66	19	1881	0	0	0	0	0
1244	1243.9	24.87	17	1683	0	0	0	0	0
1245	1244.9	22.32	15	1485	0	0	0	0	0
1246	1245.9	33.07	14	1386	0	0	0	0	0
1247	1246.9	22.12	12	1188	0	0	0	0	0
1248	1247.9	18.67	11	1089	0	0	0	0	0
1249	1248.9	17.69	10	990	0	0	0	0	0
1250	1249.9	24.05	9	891	0	0	0	0	0
1251	1250.9	25.82	9	891	0	0	0	0	0
1252	1251.9	26.66	8	792	0	0	0	0	0
1253	1252.9	18.94	7	693	0	0	0	0	0
1254	1253.9	14.45	6	594	0	0	0	0	0
1255	1254.9	15.48	6	594	0	0	0	0	0
1256	1255.9	21.64	7	693	0	0	0	0	0
1257	1256.9	20.25	7	693	0	0	0	0	0
1258	1257.9	24.83	8	792	0	0	0	0	0
1259	1258.9	21.46	8	792	0	0	0	0	0
1260	1259.9	24.62	9	891	0	0	0	0	0
1261	1260.9	26.18	9	891	0	0	0	0	0
1262	1261.9	41.86	10	990	0	0	0	0	0
1263	1262.9	69.61	11	1089	0	0	0	0	0
1264	1263.9	63.9	12	1188	0	0	0	0	0
1265	1264.9	89.29	19	1881	0	0	0	0	0
1266	1265.9	108.61	25	2475	0	0	0	0	0
1267	1266.9	85.9	28	2772	0	0	0	0	0
1268	1267.9	33.33	27	2673	0	0	0	0	0
1269	1268.9	22.63	29	2871	0	0	0	0	0
1270	1269.9	22.12	35	3465	0	0	0	0	0
1271	1270.9	22.48	38	3762	0	0	0	0	0
1272	1271.9	27.15	95	9405	0	0	0	0	0
1273	1272.9	32.37	163	16137	0	0	0	0	0
1274	1273.9	22.47	227	22473	0	0	0	0	0
1275	1274.9	24.74	337	33363	0	0	0	0	0
1276	1275.9	14.55	380	37620	0	0	0	0	0
1277	1276.9	19.11	372	36828	0	0	0	0	0
1278	1277.9	17.32	350	34650	0	0	0	0	0
1279	1278.9	21.76	286	28314	0	0	0	0	0
1280	1279.9	21.57	241	23859	0	0	0	0	0
1281	1280.9	18.57	184	18216	0	0	0	0	0
1282	1281.9	16.84	103	10197	0	0	0	0	0
1283	1282.9	28.23	76	7524	0	0	0	0	0
1284	1283.9	20.49	51	5049	0	0	0	0	0
1285	1284.9	28.66	35	3465	0	0	0	0	0
1286	1285.9	36.55	31	3069	0	0	0	0	0
1287	1286.9	34.37	28	2772	0	0	0	0	0
1288	1287.9	42.86	25	2475	0	0	0	0	0
1289	1288.9	35.7	26	2574	0	0	0	0	0
1290	1289.9	42.31	32	3168	0	0	0	0	0
1291	1290.9	51.53	36	3564	0	0	0	0	0
1292	1291.9	29.48	42	4158	0	0	0	0	0
1293	1292.9	34.8	47	4653	0	0	0	0	0
1294	1293.9	30.73	52	5148	0	0	0	0	0
1295	1294.9	26.92	49	4851	0	0	0	0	0
1296	1295.9	26.07	47	4653	0	0	0	0	0
1297	1296.9	28.27	42	4158	0	0	0	0	0
1298	1297.9	34.1	39	3861	0	0	0	0	0
1299	1298.9	25	37	3663	0	0	0	0	0
1300	1299.9	34.61	36	3564	0	0	0	0	0
1301	1300.9	35.09	36	3564	0	0	0	0	0
1302	1301.9	21.31	35	3465	0	0	0	0	0
1303	1302.9	33.71	32	3168	0	0	0	0	0
1304	1303.9	76.77	30	2970	0	0	0	0	0
1305	1304.9	87.29	28	2772	0	0	0	0	0
1306	1305.9	49.47	29	2871	0	0	0	0	0
1307	1306.9	52.69	38	3762	0	0	0	0	0
1308	1307.9	49.8	66	6534	0	0	0	0	0
1309	1308.9	40.27	133	13167	0	0	0	0	0
1310	1309.9	46.66	205	20295	0	0	0	0	0
1311	1310.9	36.4	440	43560	0	0	0	0	0
1312	1311.9	34.87	708	70092	0	0	0	0	0
1313	1312.9	28.63	510	50490	0	0	0	0	0
1314	1313.9	34.93	245	24255	0	0	0	0	0
1315	1314.9	29.98	178	17622	0	0	0	0	0
1316	1315.9	18.95	169	16731	0	0	0	0	0
1317	1316.9	6.83	162	16038	0	0	0	0	0
1318	1317.9	14.17	167	16533	0	0	0	0	0
1319	1318.9	19.88	171	16929	0	0	0	0	0
1320	1319.9	19.48	174	17226	0	0	0	0	0
1321	1320.9	25.07	179	17721	0	0	0	0	0
1322	1321.9	13.42	181	17919	0	0	0	0	0
1323	1322.9	13.25	189	18711	0	0	0	0	0
1324	1323.9	13.36	190	18810	0	0	0	0	0
1325	1324.9	14.75	208	20592	0	0	0	0	0
1326	1325.9	18.56	216	21384	0	0	0	0	0
1327	1326.9	17.97	229	22671	0	0	0	0	0
1328	1327.9	20.3	238	23562	0	0	0	0	0
1329	1328.9	14.71	246	24354	0	0	0	0	0
1330	1329.9	16.09	259	25641	0	0	0	0	0
1331	1330.9	28.06	278	27522	0	0	0	0	0
1332	1331.9	83.4	280	27720	0	0	0	0	0
1333	1332.9	28.46	257	25443	0	0	0	0	0
1334	1333.9	50.29	243	24057	0	0	0	0	0
1335	1334.9	27.63	243	24057	0	0	0	0	0
1336	1335.9	30.6	238	23562	0	0	0	0	0
1337	1336.9	46.77	235	23265	0	0	0	0	0
1338	1337.9	23.02	228	22572	0	0	0	0	0
1339	1338.9	21.5	218	21582	0	0	0	0	0
1340	1339.9	23.8	215	21285	0	0	0	0	0
1341	1340.9	25.29	210	20790	0	0	0	0	0
1342	1341.9	24.32	209	20691	0	0	0	0	0
1343	1342.9	36.65	209	20691	0	0	0	0	0
1344	1343.9	63.34	201	19899	0	0	0	0	0
1345	1344.9	60.15	196	19404	0	0	0	0	0
1346	1345.9	41.03	185	18315	0	0	0	0	0
1347	1346.9	86.41	178	17622	0	0	0	0	0
1348	1347.9	46.87	171	16929	0	0	0	0	0
1349	1348.9	57.87	165	16335	0	0	0	0	0
1350	1349.9	53.31	163	16137	0	0	0	0	0
1351	1350.9	40.66	152	15048	0	0	0	0	0
1352	1351.9	66.22	135	13365	0	0	0	0	0
1353	1352.9	43.65	129	12771	0	0	0	0	0
1354	1353.9	71.62	121	11979	0	0	0	0	0
1355	1354.9	23.96	120	11880	0	0	0	0	0
1356	1355.9	26.63	114	11286	0	0	0	0	0
1357	1356.9	53.96	112	11088	0	0	0	0	0
1358	1357.9	66.73	110	10890	0	0	0	0	0
1359	1358.9	63.61	102	10098	0	0	0	0	0
1360	1359.9	29.71	101	9999	0	0	0	0	0
1361	1360.9	50.5	98	9702	0	0	0	0	0
1362	1361.9	22.74	96	9504	0	0	0	0	0
1363	1362.9	30.82	94	9306	0	0	0	0	0
1364	1363.9	30.74	92	9108	0	0	0	0	0
1365	1364.9	26.77	82	8118	0	0	0	0	0
1366	1365.9	16.97	74	7326	0	0	0	0	0
1367	1366.9	19.58	63	6237	0	0	0	0	0
1368	1367.9	25.78	62	6138	0	0	0	0	0
1369	1368.9	20.38	50	4950	0	0	0	0	0
1370	1369.9	20.05	48	4752	0	0	0	0	0
1371	1370.9	19.91	39	3861	0	0	0	0	0
1372	1371.9	22.08	32	3168	0	0	0	0	0
1373	1372.9	13.39	29	2871	0	0	0	0	0
1374	1373.9	18.05	25	2475	0	0	0	0	0
1375	1374.9	20.26	23	2277	0	0	0	0	0
1376	1375.9	20.41	21	2079	0	0	0	0	0
1377	1376.9	14.62	20	1980	0	0	0	0	0
1378	1377.9	22.28	20	1980	0	0	0	0	0
1379	1378.9	16.11	19	1881	0	0	0	0	0
1380	1379.9	21.66	18	1782	0	0	0	0	0
1381	1380.9	18.18	18	1782	0	0	0	0	0
1382	1381.9	21.99	17	1683	0	0	0	0	0
1383	1382.9	17.51	16	1584	0	0	0	0	0
1384	1383.9	17.8	15	1485	0	0	0	0	0
1385	1384.9	16.43	16	1584	0	0	0	0	0
1386	1385.9	16.05	17	1683	0	0	0	0	0
1387	1386.9	56.84	19	1881	0	0	0	0	0
1388	1387.9	10.77	21	2079	0	0	0	0	0
1389	1388.9	18.68	22	2178	0	0	0	0	0
1390	1389.9	26.79	25	2475	0	0	0	0	0
1391	1390.9	22.24	26	2574	0	0	0	0	0
1392	1391.9	50.93	27	2673	0	0	0	0	0
1393	1392.9	82.55	27	2673	0	0	0	0	0
1394	1393.9	56.59	28	2772	0	0	0	0	0
1395	1394.9	49.98	29	2871	0	0	0	0	0
1396	1395.9	32.15	33	3267	0	0	0	0	0
1397	1396.9	34.9	35	3465	0	0	0	0	0
1398	1397.9	43.45	29	2871	0	0	0	0	0
1399	1398.9	50.46	28	2772	0	0	0	0	0
1400	1399.9	47.31	27	2673	0	0	0	0	0
1401	1400.9	33.69	27	2673	0	0	0	0	0
1402	1401.9	19.86	26	2574	0	0	0	0	0
1403	1402.9	12.48	26	2574	0	0	0	0	0
1404	1403.9	72.75	25	2475	0	0	0	0	0
1405	1404.9	98.48	24	2376	0	0	0	0	0
1406	1405.9	75.77	23	2277	0	0	0	0	0
1407	1406.9	18.59	21	2079	0	0	0	0	0
1408	1407.9	49.05	17	1683	0	0	0	0	0
1409	1408.9	86.56	15	1485	0	0	0	0	0
1410	1409.9	75.24	14	1386	0	0	0	0	0
1411	1410.9	91.76	13	1287	0	0	0	0	0
1412	1411.9	98.68	12	1188	0	0	0	0	0
1413	1412.9	52.78	12	1188	0	0	0	0	0
1414	1413.9	13.98	11	1089	0	0	0	0	0
1415	1414.9	30.9	11	1089	0	0	0	0	0
1416	1415.9	20.72	10	990	0	0	0	0	0
1417	1416.9	11.18	10	990	0	0	0	0	0
1418	1417.9	10.35	10	990	0	0	0	0	0
1419	1418.9	17.36	11	1089	0	0	0	0	0
1420	1419.9	39.24	11	1089	0	0	0	0	0
1421	1420.9	19.12	12	1188	0	0	0	0	0
1422	1421.9	32.51	13	1287	0	0	0	0	0
1423	1422.9	29.8	12	1188	0	0	0	0	0
1424	1423.9	18.85	12	1188	0	0	0	0	0
1425	1424.9	32.55	12	1188	0	0	0	0	0
1426	1425.9	38.89	11	1089	0	0	0	0	0
1427	1426.9	15.61	12	1188	0	0	0	0	0
1428	1427.9	16.03	12	1188	0	0	0	0	0
1429	1428.9	16.4	13	1287	0	0	0	0	0
1430	1429.9	15.61	14	1386	0	0	0	0	0
1431	1430.9	19.11	14	1386	0	0	0	0	0
1432	1431.9	15.52	15	1485	0	0	0	0	0
1433	1432.9	12.31	15	1485	0	0	0	0	0
1434	1433.9	17.71	16	1584	0	0	0	0	0
1435	1434.9	98.08	17	1683	0	0	0	0	0
1436	1435.9	130.5	17	1683	0	0	0	0	0
1437	1436.9	92.17	18	1782	0	0	0	0	0
1438	1437.9	33.14	19	1881	0	0	0	0	0
1439	1438.9	14.32	20	1980	0	0	0	0	0
1440	1439.9	13.44	21	2079	0	0	0	0	0
1441	1440.9	16.2	21	2079	0	0	0	0	0
1442	1441.9	49.82	22	2178	0	0	0	0	0
1443	1442.9	84.47	23	2277	0	0	0	0	0
1444	1443.9	74.5	24	2376	0	0	0	0	0
1445	1444.9	92.05	26	2574	0	0	0	0	0
1446	1445.9	94.63	27	2673	0	0	0	0	0
1447	1446.9	22.49	28	2772	0	0	0	0	0
1448	1447.9	47.77	29	2871	0	0	0	0	0
1449	1448.9	38.05	29	2871	0	0	0	0	0
1450	1449.9	24.11	30	2970	0	0	0	0	0
1451	1450.9	24.99	31	3069	0	0	0	0	0
1452	1451.9	30.87	32	3168	0	0	0	0	0
1453	1452.9	48.19	33	3267	0	0	0	0	0
1454	1453.9	32.69	34	3366	0	0	0	0	0
1455	1454.9	32.6	35	3465	0	0	0	0	0
1456	1455.9	42.76	36	3564	0	0	0	0	0
1457	1456.9	38.77	37	3663	0	0	0	0	0
1458	1457.9	35.5	39	3861	0	0	0	0	0
1459	1458.9	42.25	41	4059	0	0	0	0	0
1460	1459.9	24.07	42	4158	0	0	0	0	0
1461	1460.9	30.35	44	4356	0	0	0	0	0
1462	1461.9	33.56	40	3960	0	0	0	0	0
1463	1462.9	39.05	37	3663	0	0	0	0	0
1464	1463.9	16.07	31	3069	0	0	0	0	0
1465	1464.9	23.73	26	2574	0	0	0	0	0
1466	1465.9	14.59	21	2079	0	0	0	0	0
1467	1466.9	19.94	18	1782	0	0	0	0	0
1468	1467.9	17.39	17	1683	0	0	0	0	0
1469	1468.9	22.19	15	1485	0	0	0	0	0
1470	1469.9	24.89	13	1287	0	0	0	0	0
1471	1470.53	17.91	10	990	0	0	0	0	0
1472	1471.69	16.53	10	990	0	0	0	0	0
1473	1472.53	28.32	8	792	0	0	0	0	0
1474	1473.52	28.71	8	792	0	0	0	0	0
1475	1474.53	24.66	9	891	0	0	0	0	0
1476	1475.53	22.01	9	891	0	0	0	0	0
1477	1476.53	23.72	10	990	0	0	0	0	0
1478	1477.53	30.71	10	990	0	0	0	0	0
1479	1478.53	29.64	13	1287	0	0	0	0	0
1480	1479.53	26.42	13	1287	0	0	0	0	0
1481	1480.53	18	16	1584	0	0	0	0	0
1482	1481.53	15.78	16	1584	0	0	0	0	0
1483	1482.53	20.2	14	1386	0	0	0	0	0
1484	1483.53	20.71	11	1089	0	0	0	0	0
1485	1484.53	23.89	11	1089	0	0	0	0	0
1486	1485.53	20.08	12	1188	0	0	0	0	0
1487	1486.53	12.18	14	1386	0	0	0	0	0
1488	1487.53	10.93	12	1188	0	0	0	0	0
1489	1488.53	11.12	10	990	0	0	0	0	0
1490	1489.53	16.84	10	990	0	0	0	0	0
1491	1490.53	16.96	8	792	0	0	0	0	0
1492	1491.53	13.78	8	792	0	0	0	0	0
1493	1492.53	12.32	8	792	0	0	0	0	0
1494	1493.53	11.15	8	792	0	0	0	0	0
1495	1494.52	9.53	7	693	0	0	0	0	0
1496	1495.53	21.84	7	693	0	0	0	0	0
1497	1496.53	20.76	7	693	0	0	0	0	0
1498	1497.53	22.68	6	594	0	0	0	0	0
1499	1498.53	13.32	6	594	0	0	0	0	0
1500	1499.53	16.8	6	594	0	0	0	0	0
1501	1500.53	10.79	6	594	0	0	0	0	0
1502	1501.53	9.76	6	594	0	0	0	0	0
1503	1502.53	8	5	495	0	0	0	0	0
1504	1503.53	7.5	5	495	0	0	0	0	0
1505	1504.53	3.06	5	495	0	0	0	0	0
1506	1505.53	10	5	495	0	0	0	0	0
1507	1506.53	12.62	5	495	0	0	0	0	0
1508	1507.53	12.88	5	495	0	0	0	0	0
1509	1508.53	8.24	4	396	0	0	0	0	0
1510	1509.53	32.28	4	396	0	0	0	0	0
1511	1510.53	31.17	4	396	0	0	0	0	0
1512	1511.53	29.32	3	297	0	0	0	0	0
1513	1512.53	18.2	3	297	0	0	0	0	0
1514	1513.53	24.86	3	297	0	0	0	0	0
1515	1514.53	30.09	3	297	0	0	0	0	0
1516	1515.53	14.94	2	198	0	0	0	0	0
1517	1516.53	17.96	2	198	0	0	0	0	0
1518	1517.53	29.6	2	198	0	0	0	0	0
1519	1518.53	39.24	2	198	0	0	0	0	0
1520	1519.53	40.93	2	198	0	0	0	0	0
1521	1520.53	21.28	3	297	0	0	0	0	0
1522	1521.44	24.84	3	297	0	0	0	0	0
1523	1522.53	31.84	3	297	0	0	0	0	0
1524	1523.52	18.18	4	396	0	0	0	0	0
1525	1524.53	21.07	4	396	0	0	0	0	0
1526	1525.53	15.26	4	396	0	0	0	0	0
1527	1526.53	8.01	6	594	0	0	0	0	0
1528	1527.53	11.8	7	693	0	0	0	0	0
1529	1528.53	50.33	5	495	0	0	0	0	0
1530	1529.53	17.2	5	495	0	0	0	0	0
1531	1530.53	19.98	4	396	0	0	0	0	0
1532	1531.53	13.02	3	297	0	0	0	0	0
1533	1532.53	11.95	4	396	0	0	0	0	0
1534	1533.53	26.51	6	594	0	0	0	0	0
1535	1534.53	20.57	8	792	0	0	0	0	0
1536	1535.53	16.18	11	1089	0	0	0	0	0
1537	1536.52	11.83	17	1683	0	0	0	0	0
1538	1537.53	10.95	13	1287	0	0	0	0	0
1539	1538.53	18.99	10	990	0	0	0	0	0
1540	1539.53	21.71	10	990	0	0	0	0	0
1541	1540.53	15.17	13	1287	0	0	0	0	0
1542	1541.53	22.31	14	1386	0	0	0	0	0
1543	1542.53	24.43	15	1485	0	0	0	0	0
1544	1543.53	12.98	12	1188	0	0	0	0	0
1545	1544.53	15.42	8	792	0	0	0	0	0
1546	1545.53	25.55	8	792	0	0	0	0	0
1547	1546.53	27.23	9	891	0	0	0	0	0
1548	1547.53	27.7	6	594	0	0	0	0	0
1549	1548.53	20.26	6	594	0	0	0	0	0
1550	1549.53	25.1	6	594	0	0	0	0	0
1551	1550.38	25.22	3	297	0	0	0	0	0
1552	1551.55	49.68	3	297	0	0	0	0	0
1553	1552.56	35.5	2	198	0	0	0	0	0
1554	1553.53	28	2	198	0	0	0	0	0
1555	1554.53	20	2	198	0	0	0	0	0
1556	1555.53	15	3	297	0	0	0	0	0
1557	1556.53	10	3	297	0	0	0	0	0
1558	1557.53	8.36	3	297	0	0	0	0	0
1559	1558.52	8	4	396	0	0	0	0	0
1560	1559.53	8	4	396	0	0	0	0	0
1561	1560.53	10	4	396	0	0	0	0	0
1562	1561.53	11	3	297	0	0	0	0	0
1563	1562.53	12	3	297	0	0	0	0	0
1564	1563.53	13	2	198	0	0	0	0	0
1565	1564.53	14	2	198	0	0	0	0	0
1566	1565.53	10	2	198	0	0	0	0	0
1567	1566.47	8	2	198	0	0	0	0	0
1568	1566.81	7.2	2	198	0	0	0	0	0
1569	1568.53	6	2	198	0	0	0	0	0
1570	1569.49	8	2	198	0	0	0	0	0
1571	1570.53	10	2	198	0	0	0	0	0
1572	1571.53	11	2	198	0	0	0	0	0
1573	1572.53	12	2	198	0	0	0	0	0
1574	1573.53	13	3	297	0	0	0	0	0
1575	1574.53	10	3	297	0	0	0	0	0
1576	1575.53	7.02	3	297	0	0	0	0	0
1577	1576.53	7.1	4	396	0	0	0	0	0
1578	1577.53	18.1	4	396	0	0	0	0	0
1579	1578.53	11.43	5	495	0	0	0	0	0
1580	1579.53	19.49	5	495	0	0	0	0	0
1581	1580.53	21	6	594	0	0	0	0	0
1582	1581.53	15.21	6	594	0	0	0	0	0
1583	1582.53	15.01	5	495	0	0	0	0	0
1584	1583.75	15.86	4	396	0	0	0	0	0
1585	1584.75	12.36	4	396	0	0	0	0	0
1586	1585.75	14.54	5	495	0	0	0	0	0
1587	1586.75	14.86	4	396	0	0	0	0	0
1588	1587.75	11.9	4	396	0	0	0	0	0
1589	1588.75	15.6	5	495	0	0	0	0	0
1590	1589.75	12.31	5	495	0	0	0	0	0
1591	1590.75	12.2	5	495	0	0	0	0	0
1592	1591.75	14.2	5	495	0	0	0	0	0
1593	1592.75	13.61	5	495	0	0	0	0	0
1594	1593.75	15.4	5	495	0	0	0	0	0
1595	1594.75	13.8	5	495	0	0	0	0	0
1596	1595.75	16.4	6	594	0	0	0	0	0
1597	1596.75	18.4	6	594	0	0	0	0	0
1598	1597.75	17.6	7	693	0	0	0	0	0
1599	1598.75	18.1	6	594	0	0	0	0	0
1600	1599.75	17.45	6	594	0	0	0	0	0
1601	1600.55	23.18	3	297	0	0	0	0	0
1602	1601.55	25.64	3	297	0	0	0	0	0
1603	1602.55	22.86	3	297	0	0	0	0	0
1604	1603.55	25.23	4	396	0	0	0	0	0
1605	1604.55	20.93	4	396	0	0	0	0	0
1606	1605.55	13.8	4	396	0	0	0	0	0
1607	1606.55	16.97	4	396	0	0	0	0	0
1608	1607.55	20.2	4	396	0	0	0	0	0
1609	1608.55	13.25	4	396	0	0	0	0	0
1610	1609.55	11.58	4	396	0	0	0	0	0
1611	1610.37	4.08	4	396	0	0	0	0	0
1612	1611.35	9.6	5	495	0	0	0	0	0
1613	1612.33	12.66	5	495	0	0	0	0	0
1614	1613.31	18.36	5	495	0	0	0	0	0
1615	1614.29	18.5	5	495	0	0	0	0	0
1616	1615.27	19.37	6	594	0	0	0	0	0
1617	1616.25	18.82	6	594	0	0	0	0	0
1618	1617.23	16.04	6	594	0	0	0	0	0
1619	1618.2	16.12	6	594	0	0	0	0	0
1620	1619.18	19.43	5	495	0	0	0	0	0
1621	1620.16	14.04	5	495	0	0	0	0	0
1622	1621.14	8.35	5	495	0	0	0	0	0
1623	1622.12	9.9	5	495	0	0	0	0	0
1624	1623.1	14.49	6	594	0	0	0	0	0
1625	1624.08	20.01	6	594	0	0	0	0	0
1626	1625.06	21.61	6	594	0	0	0	0	0
1627	1626.04	15.52	6	594	0	0	0	0	0
1628	1627.02	13.84	5	495	0	0	0	0	0
1629	1628	14.95	5	495	0	0	0	0	0
1630	1628.97	13.9	5	495	0	0	0	0	0
1631	1629.95	15.9	5	495	0	0	0	0	0
1632	1630.93	25.65	6	594	0	0	0	0	0
1633	1631.91	21.93	6	594	0	0	0	0	0
1634	1632.89	31.08	6	594	0	0	0	0	0
1635	1633.87	20.02	6	594	0	0	0	0	0
1636	1634.85	17.88	6	594	0	0	0	0	0
1637	1635.83	19.09	6	594	0	0	0	0	0
1638	1636.81	23.67	7	693	0	0	0	0	0
1639	1637.79	22.74	7	693	0	0	0	0	0
1640	1638.77	22.44	7	693	0	0	0	0	0
1641	1639.74	18.93	6	594	0	0	0	0	0
1642	1640.72	21.77	6	594	0	0	0	0	0
1643	1641.7	17.52	6	594	0	0	0	0	0
1644	1642.68	28.28	5	495	0	0	0	0	0
1645	1643.66	28.9	5	495	0	0	0	0	0
1646	1644.64	31.24	6	594	0	0	0	0	0
1647	1645.62	26.41	6	594	0	0	0	0	0
1648	1646.6	25.72	5	495	0	0	0	0	0
1649	1647.58	22.93	5	495	0	0	0	0	0
1650	1648.56	19.94	5	495	0	0	0	0	0
1651	1649.53	22.84	6	594	0	0	0	0	0
1652	1650.51	23.47	6	594	0	0	0	0	0
1653	1651.49	19.15	6	594	0	0	0	0	0
1654	1652.47	23.2	7	693	0	0	0	0	0
1655	1653.45	14.98	7	693	0	0	0	0	0
1656	1654.43	18.16	7	693	0	0	0	0	0
1657	1655.41	35.64	8	792	0	0	0	0	0
1658	1656.39	40.4	8	792	0	0	0	0	0
1659	1657.37	29.25	9	891	0	0	0	0	0
1660	1658.35	19.71	10	990	0	0	0	0	0
1661	1659.32	14.85	12	1188	0	0	0	0	0
1662	1660.3	19.92	13	1287	0	0	0	0	0
1663	1661.28	27.95	15	1485	0	0	0	0	0
1664	1662.26	27.61	16	1584	0	0	0	0	0
1665	1663.24	28.51	17	1683	0	0	0	0	0
1666	1664.22	30.03	17	1683	0	0	0	0	0
1667	1665.2	22.79	16	1584	0	0	0	0	0
1668	1666.18	24.36	17	1683	0	0	0	0	0
1669	1667.16	25	16	1584	0	0	0	0	0
1670	1668.14	22.19	15	1485	0	0	0	0	0
1671	1669.12	20.09	14	1386	0	0	0	0	0
1672	1670.09	21.23	13	1287	0	0	0	0	0
1673	1671.07	16.99	12	1188	0	0	0	0	0
1674	1672.05	18.57	13	1287	0	0	0	0	0
1675	1673.03	21.33	14	1386	0	0	0	0	0
1676	1674.01	21.83	13	1287	0	0	0	0	0
1677	1674.99	20.53	12	1188	0	0	0	0	0
1678	1675.97	18.67	11	1089	0	0	0	0	0
1679	1676.95	10.63	11	1089	0	0	0	0	0
1680	1677.93	16.41	10	990	0	0	0	0	0
1681	1678.91	16.51	12	1188	0	0	0	0	0
1682	1679.89	25.96	14	1386	0	0	0	0	0
1683	1680.86	20.34	15	1485	0	0	0	0	0
1684	1681.84	16.96	14	1386	0	0	0	0	0
1685	1682.82	19.68	13	1287	0	0	0	0	0
1686	1683.8	20.33	13	1287	0	0	0	0	0
1687	1684.78	27.94	16	1584	0	0	0	0	0
1688	1685.76	31.24	16	1584	0	0	0	0	0
1689	1686.74	30.26	19	1881	0	0	0	0	0
1690	1687.72	25.17	19	1881	0	0	0	0	0
1691	1688.7	28.78	17	1693	0	0	0	0	0
1692	1689.68	23.37	19	1871	0	0	0	0	0
1693	1690.65	20.95	17	1713	0	0	0	0	0
1694	1691.63	16.22	15	1485	0	0	0	0	0
1695	1692.61	21.41	15	1485	0	0	0	0	0
1696	1693.59	21.41	14	1386	0	0	0	0	0
1697	1694.57	27.68	13	1287	0	0	0	0	0
