Depth	TVD	ROP	WOB	RPM   Torque  Pump Pres	GPM	Temp In	Temp Out		
1506	1505.53	10	26.38	100	8	1838	699	104	108
1507	1506.53	12.62	24.36	100	7	1832	699	104	108
1508	1507.53	12.88	18.82	100	6	1850	699	104	108
1509	1508.53	8.24	20.54	100	8	1835	699	104	108
1510	1509.53	32.28	18.39	100	8	1852	700	104	108
1511	1510.53	31.17	21.25	100	8	1837	700	104	108
1512	1511.53	29.32	23.14	100	8	1831	700	104	108
1513	1512.53	18.2	22.53	100	8	1833	699	104	108
1514	1513.53	24.86	20.25	100	8	1840	700	104	108
1515	1514.53	30.09	25.16	100	8	1853	699	104	108
1516	1515.53	14.94	24.74	100	7	1850	700	104	108
1517	1516.53	17.96	14.8	100	8	1845	699	104	108
1518	1517.53	29.6	15	100	8	1841	699	104	108
1519	1518.53	39.24	18.61	100	8	1848	699	104	108
1520	1519.53	40.93	15.7	100	7	1857	699	104	108
1521	1520.53	21.28	19.95	99	8	1854	699	104	108
1522	1521.44	24.84	23.46	100	7	1824	699	104	108
1523	1522.53	31.84	19.84	100	6	1819	699	104	108
1524	1523.52	18.18	19.45	99	7	1784	699	104	108
1525	1524.53	21.07	19.7	99	7	1796	700	104	108
1526	1525.53	15.26	15.99	99	7	1793	699	104	108
1527	1526.53	8.01	17.82	99	6	1796	699	104	108
1528	1527.53	11.8	20.52	99	6	1804	700	104	108
1529	1528.53	50.33	21.67	99	7	1789	701	104	108
1530	1529.53	17.2	11.54	99	7	1776	702	104	108
1531	1530.53	19.98	15.09	99	7	1812	702	104	108
1532	1531.53	13.02	17.92	99	7	1818	702	104	108
1533	1532.53	11.95	9.08	99	7	1818	702	104	108
1534	1533.53	26.51	12.36	99	7	1827	702	104	108
1535	1534.53	20.57	11.72	99	7	1828	702	104	108
1536	1535.53	16.18	15.31	99	7	1827	702	104	108
1537	1536.52	11.83	16.3	99	7	1826	702	104	108
1538	1537.53	10.95	14.97	99	7	1794	702	104	108
1539	1538.53	18.99	12.86	100	7	1787	702	104	108
1540	1539.53	21.71	13.58	99	8	1813	702	104	108
1541	1540.53	15.17	13.44	99	7	1816	702	104	108
1542	1541.53	22.31	16.33	99	7	1819	702	104	108
1543	1542.53	24.43	17.27	99	7	1814	702	104	108
1544	1543.53	12.98	16.89	99	7	1820	702	104	108
1545	1544.53	15.42	13.68	99	7	1847	702	104	108
1546	1545.53	25.55	12.82	99	7	1850	702	104	108
1547	1546.53	27.23	16.61	99	9	1847	702	104	108
1548	1547.53	27.7	15.54	99	8	1854	702	104	108
1549	1548.53	20.26	13.55	99	8	1835	702	104	108
1550	1549.53	25.1	13.55	99	8	1835	702	104	108
1551	1550.38	25.22	12.28	71	4	1533	679	104	108
1552	1551.55	49.68	17.02	99	4	1733	702	105	108
1553	1552.56	35.5	13.04	91	4	1501	721	105	108
1554	1553.53	28	4.15	72	3	979	788	105	108
1555	1554.53	20	3.56	72	3	951	788	105	108
1556	1555.53	15	7.31	72	3	886	787	105	108
1557	1556.53	10	2.14	75	3	717	423	105	108
1558	1557.53	8.36	6.71	74	3	721	423	105	108
1559	1558.52	8	20.06	67	3	649	380	105	108
1560	1559.53	8	32.41	75	4	720	423	105	109
1561	1560.53	10	1.09	75	4	720	423	105	109
1562	1561.53	11	2	75	4	720	423	105	109
1563	1562.53	12	5.33	75	4	722	423	105	109
1564	1563.53	13	5.4	74	4	728	423	105	109
1565	1564.53	14	1.23	75	4	730	423	105	109
1566	1565.53	10	1.82	75	4	730	423	105	109
1567	1566.47	8	1.77	75	4	738	423	105	109
1568	1566.81	7.2	1.86	75	4	740	423	105	109
1569	1568.53	6	2.77	75	4	671	423	105	109
1570	1569.49	8	2.53	72	3	1535	659	105	109
1571	1570.53	10	3.12	72	3	1760	719	105	109
1572	1571.53	11	6.95	71	3	1679	698	105	109
1573	1572.53	12	3.53	71	3	1560	668	105	109
1574	1573.53	13	7.61	71	3	1558	668	105	109
1575	1574.53	10	5.18	70	3	1645	673	105	109
1576	1575.53	7.02	5.18	60	4	2451	738	105	109
1577	1576.53	7.1	11.74	86	4	2672	737	105	109
1578	1577.53	18.1	11.81	97	6	2683	738	105	109
1579	1578.53	11.43	10.6	96	7	2688	737	105	109
1580	1579.53	19.49	9.64	96	7	2691	738	105	109
1581	1580.53	21	11.06	96	7	2275	739	105	109
1582	1581.53	15.21	12.34	96	6	2413	738	105	109
1583	1582.53	15.01	7.59	87	5	2424	664	105	109
1584	1583.75	15.86	3.5	67	4	3070	731	98	101
1585	1584.75	12.36	8.6	66	5	3060	731	98	102
1586	1585.75	14.54	7.4	65	6	3050	731	98	103
1587	1586.75	14.86	7	76	6	3050	731	99	103
1588	1587.75	11.9	7.1	76	6	3080	731	99	104
1589	1588.75	15.6	8.3	76	7	3100	731	99	104
1590	1589.75	12.31	8.1	76	8	3100	731	100	104
1591	1590.75	12.2	6.4	75	6	3040	731	100	105
1592	1591.75	14.2	4.5	76	5	3050	731	101	105
1593	1592.75	13.61	11	76	7	3040	731	101	106
1594	1593.75	15.4	10	76	5	3050	731	101	106
1595	1594.75	13.8	10.2	76	7	3040	731	102	107
1596	1595.75	16.4	9.8	76	7	3020	731	102	107
1597	1596.75	18.4	9	76	5	3010	731	102	108
1598	1597.75	17.6	6.5	77	4	3010	731	102	108
1599	1598.75	18.1	6.1	77	4	3010	731	103	109
1600	1599.75	17.45	3.2	68	3	3010	731	103	109
1601	1600.55	23.18	4.09	75	7	2297	695	100	107
1602	1601.55	25.64	7.49	74	8	2303	696	100	107
1603	1602.55	22.86	6.72	75	7	2305	697	100	107
1604	1603.55	25.23	11.1	74	8	2301	698	100	108
1605	1604.55	20.93	6.63	75	7	2300	699	100	108
1606	1605.55	13.8	8.01	75	6	2305	699	100	108
1607	1606.55	16.97	8.26	74	7	2302	699	100	108
1608	1607.55	20.2	9.37	75	6	2302	699	101	109
1609	1608.55	13.25	11.22	92	7	2306	701	101	109
1610	1609.55	11.58	8.84	97	6	2309	701	101	109
1611	1610.37	4.08	4.65	97	6	2301	702	101	109
1612	1611.35	9.6	5.71	97	6	2300	702	101	109
1613	1612.33	12.66	6	97	7	2493	728	101	109
1614	1613.31	18.36	8.76	96	7	2517	731	101	110
1615	1614.29	18.5	8.88	95	7	2514	731	101	110
1616	1615.27	19.37	11.88	95	7	2515	731	101	110
1617	1616.25	18.82	11.27	95	8	2517	731	102	110
1618	1617.23	16.04	8.68	95	7	2517	731	102	110
1619	1618.2	16.12	9.85	95	7	2513	730	102	110
1620	1619.18	19.43	7.82	95	8	2516	731	102	110
1621	1620.16	14.04	10.35	95	7	2505	730	102	111
1622	1621.14	8.35	11.14	95	7	2507	730	102	111
1623	1622.12	9.9	9.39	96	7	2496	731	102	111
1624	1623.1	14.49	9.73	95	7	2489	730	102	111
1625	1624.08	20.01	10.9	95	7	2436	719	102	111
1626	1625.06	21.61	9.13	94	7	2413	717	102	111
1627	1626.04	15.52	7.46	96	6	2430	724	102	112
1628	1627.02	13.84	7.36	96	6	2430	726	102	112
1629	1628	14.95	7.78	96	6	2430	726	102	112
1630	1628.97	13.9	8.46	96	6	2435	726	102	113
1631	1629.95	15.9	9.63	96	6	2429	726	102	113
1632	1630.93	25.65	13.06	96	6	2415	727	103	113
1633	1631.91	21.93	10.47	95	7	2418	727	103	113
1634	1632.89	31.08	13.18	95	7	2417	727	103	113
1635	1633.87	20.02	10.18	94	7	2417	727	103	114
1636	1634.85	17.88	11.24	95	7	2416	727	103	114
1637	1635.83	19.09	13.34	95	8	2421	727	103	114
1638	1636.81	23.67	10.43	94	7	2419	727	103	115
1639	1637.79	22.74	12.05	94	8	2416	728	103	115
1640	1638.77	22.44	12.91	94	8	2420	727	103	115
1641	1639.74	18.93	8.72	95	7	2419	727	103	115
1642	1640.72	21.77	11.16	95	7	2419	728	103	116
1643	1641.7	17.52	9.34	94	8	2411	728	103	116
1644	1642.68	28.28	3.86	95	7	2407	728	103	116
1645	1643.66	28.9	8.91	95	7	2405	728	103	116
1646	1644.64	31.24	9.36	95	8	2404	728	103	117
1647	1645.62	26.41	7.91	95	7	2407	728	103	117
1648	1646.6	25.72	4.97	94	7	2412	728	104	117
1649	1647.58	22.93	9.54	95	7	2409	728	104	117
1650	1648.56	19.94	6.27	95	7	2414	728	104	117
1651	1649.53	22.84	7.28	94	8	2405	728	104	118
1652	1650.51	23.47	9.14	95	6	2406	728	104	118
1653	1651.49	19.15	7.92	95	6	2390	724	104	118
1654	1652.47	23.2	8.36	95	7	2360	719	104	118
1655	1653.45	14.98	6.08	95	7	2363	719	104	118
1656	1654.43	18.16	1.24	95	7	2392	720	104	118
1657	1655.41	35.64	2.42	86	5	2175	648	104	118
1658	1656.39	40.4	5.52	94	8	2407	721	104	118
1659	1657.37	29.25	5.08	85	7	2164	648	104	118
1660	1658.35	19.71	9.37	75	6	1924	576	104	118
1661	1659.32	14.85	10.43	95	7	2412	721	104	118
1662	1660.3	19.92	10.41	84	7	2168	648	104	118
1663	1661.28	27.95	11.62	94	8	2411	721	104	118
1664	1662.26	27.61	13.38	93	9	2416	721	104	118
1665	1663.24	28.51	13.75	94	8	2419	721	104	118
1666	1664.22	30.03	10.7	93	9	2419	721	104	118
1667	1665.2	22.79	11.9	94	8	2424	721	104	118
1668	1666.18	24.36	10.56	94	7	2427	721	104	118
1669	1667.16	25	14.23	94	8	2431	721	104	118
1670	1668.14	22.19	10.9	94	8	2424	721	104	118
1671	1669.12	20.09	10.25	95	7	2418	721	104	118
1672	1670.09	21.23	11.2	95	7	2423	721	104	118
1673	1671.07	16.99	9.28	95	7	2420	721	105	118
1674	1672.05	18.57	9.43	95	8	2453	725	105	118
1675	1673.03	21.33	6.26	95	9	2468	728	105	118
1676	1674.01	21.83	8.32	94	9	2457	728	105	118
1677	1674.99	20.53	7.36	95	8	2459	728	105	118
1678	1675.97	18.67	4.48	95	7	2474	729	105	118
1679	1676.95	10.63	3.94	96	7	2466	728	105	118
1680	1677.93	16.41	6.37	95	8	2452	728	105	118
1681	1678.91	16.51	6.68	95	9	2454	728	105	122
1682	1679.89	25.96	6.24	95	8	2459	728	105	122
1683	1680.86	20.34	6.92	94	9	2460	728	105	122
1684	1681.84	16.96	5.46	95	8	2464	729	105	122
1685	1682.82	19.68	7.36	95	8	2472	730	105	122
1686	1683.8	20.33	5.82	94	9	2457	728	105	122
1687	1684.78	27.94	3.86	93	9	2447	728	105	122
1688	1685.76	31.24	3.49	93	9	2451	728	105	122
1689	1686.74	30.26	5.56	93	9	2455	728	105	122
1690	1687.72	25.17	7.97	93	9	2456	728	105	122
1691	1688.7	28.78	10.02	94	9	2456	728	105	122
1692	1689.68	23.37	8.95	94	9	2459	728	105	122
1693	1690.65	20.95	8.28	94	8	2461	728	105	122
1694	1691.63	16.22	7.59	95	7	2465	728	105	122
1695	1692.61	21.41	10.57	94	8	2475	728	106	122
1696	1693.59	21.41	8.97	94	8	2477	729	106	122
1697	1694.57	27.68	8.89	93	9	2484	728	106	122
1698	1695.55	29.88	7.22	93	9	2478	728	106	122
1699	1696.53	4.64	1.22	97	5	2470	728	106	122
1700	1697.51	34.21	1.55	97	5	2470	728	106	122
1701	1698.49	42.6	2.24	96	6	2462	728	106	122
1702	1699.47	24.12	4.02	92	9	2489	737	106	122
1703	1700.44	26.08	6.47	91	9	2496	740	106	122
1704	1701.42	28.79	6.65	93	10	2493	740	106	122
1705	1702.4	31.89	6.07	103	10	2473	739	106	122
1706	1703.38	35.56	7.17	102	10	2478	739	106	122
1707	1704.36	31.42	8.01	102	11	2477	739	106	122
1708	1705.34	38.94	6.97	102	10	2483	739	106	122
1709	1706.32	49.98	7.2	102	11	2490	739	106	122
1710	1707.3	30.36	6.18	103	10	2488	740	106	122
1711	1708.28	30.13	2.94	102	9	2502	739	106	122
1712	1709.26	15.03	3.4	102	8	2498	739	106	122
1713	1710.24	24.66	3.44	102	8	2503	739	106	122
1714	1711.21	20.55	5.76	102	8	2498	739	106	122
1715	1712.19	20.56	4.28	102	8	2493	739	106	122
1716	1713.17	35.55	4.36	102	9	2495	738	106	122
1717	1714.15	24.95	5.19	102	9	2495	738	106	122
1718	1715.13	26.95	5.63	102	9	2504	738	106	122
1719	1716.11	20.96	3.91	102	9	2497	738	106	122
1720	1717.09	20.96	3.91	102	9	2497	738	106	122
1721	1718.07	24.38	5.86	102	9	2496	738	106	123
1722	1719.05	21.59	4.48	102	9	2500	738	106	123
1723	1720.03	20.55	4.62	102	9	2499	738	106	123
1724	1721	21.79	5.3	102	9	2509	738	106	123
1725	1721.98	23.97	5.39	102	9	2487	738	106	123
1726	1722.96	15.76	2.63	102	8	2481	738	106	123
1727	1723.94	21.92	2.36	102	1	2457	728	106	123
1728	1724.92	20.76	3.45	102	1	2488	729	106	123
1729	1725.9	26.62	3.25	102	3	2488	730	106	123
1730	1726.88	6.75	3.44	51	4	1225	367	106	123
1731	1727.86	47.58	5.39	102	11	2459	735	106	123
1732	1728.84	29.45	5.17	102	9	2454	735	106	123
1733	1729.82	36.56	4.86	102	10	2456	735	106	123
1734	1730.8	32.24	6.39	102	9	2461	735	106	123
1735	1731.77	25.85	4.17	102	8	2467	735	106	123
1736	1732.75	18.81	8.14	102	9	2465	735	106	124
1737	1733.73	24.86	6.3	102	9	2470	735	106	124
1738	1734.71	24.53	4.93	102	10	2468	735	106	124
1739	1735.69	28.01	5.39	102	9	2472	735	106	124
1740	1736.67	54.23	2.11	102	8	2433	731	106	124
1741	1737.65	32.69	4.09	102	9	2458	734	106	124
1742	1738.63	35.6	4.68	102	9	2455	735	106	124
1743	1739.61	27.47	4.68	102	9	2443	735	106	124
1744	1740.59	28.92	5.87	102	9	2446	735	106	124
1745	1741.56	28.72	4.62	102	9	2448	736	106	124
1746	1742.54	37.3	6.03	101	10	2450	735	106	124
1747	1743.52	35.21	6.01	101	10	2448	735	106	124
1748	1744.5	31.39	6.71	101	9	2440	735	106	124
1749	1745.48	28.99	7.22	101	10	2445	735	106	124
1750	1746.46	30.63	3.34	101	9	2448	735	106	124
1751	1747.44	25.01	5.4	101	9	2453	735	106	124
1752	1748.42	32.79	5.9	101	10	2455	735	106	124
1753	1749.4	30.57	5.13	101	10	2465	735	106	124
1754	1750.38	27.91	6.19	101	9	2464	735	106	124
1755	1751.36	27.72	5.3	101	9	2470	735	106	124
1756	1752.33	30.27	5.17	101	10	2468	735	106	124
1757	1753.31	17.74	4.7	101	8	2470	735	106	124
1758	1754.29	30.94	5.24	101	9	2421	711	106	125
1759	1755.27	28.18	3.62	102	8	2430	718	106	125
1760	1756.25	33.36	4.3	101	9	2449	728	106	125
1761	1757.23	30.37	3.03	101	9	2454	728	106	125
1762	1758.21	22.42	2.67	101	8	2457	728	106	125
1763	1759.19	28.08	7.25	101	8	2461	728	106	125
1764	1760.17	20.13	5.14	101	8	2459	728	106	125
1765	1761.15	31.18	6.56	101	8	2457	728	106	125
1766	1762.12	33.64	5.66	101	9	2456	728	106	125
1767	1763.1	31.92	3.3	101	8	2464	728	106	125
1768	1764.08	26.76	6.82	101	8	2465	728	106	125
1769	1765.06	11.25	5.05	101	7	2465	728	106	125
1770	1766.04	26.65	7.6	102	8	2459	728	106	125
1771	1767.02	30.21	5.89	102	8	2482	729	106	125
1772	1768	22.93	6.37	102	7	2502	730	106	126
1773	1768.98	22.33	7.5	102	8	2500	730	106	126
1774	1769.96	18.91	8.27	102	8	2505	730	106	126
1775	1770.94	10.26	4.68	102	7	2502	730	106	126
1776	1771.92	14.66	6.26	102	8	2511	730	106	126
1777	1772.89	23.55	5.88	102	8	2511	730	106	126
1778	1773.87	53.36	6.43	102	9	2501	729	106	126
1779	1774.85	34.94	5.94	102	8	2492	728	106	126
1780	1775.83	45.3	8.56	102	8	2490	728	106	126
1781	1776.81	19.69	10.58	102	8	2485	728	106	126
1782	1777.79	21.35	2.1	102	8	2490	728	106	126
1783	1778.77	13.34	4.13	102	8	2487	728	106	126
1784	1779.75	19.15	3.07	102	8	2482	724	106	126
1785	1780.73	36.8	6.1	92	10	2196	646	106	126
1786	1781.71	49.8	9.34	103	12	2426	719	106	127
1787	1782.68	44.38	8.35	103	10	2420	719	106	127
1788	1783.66	33.75	6.07	102	10	2421	719	106	127
1789	1784.64	16.11	3.7	102	8	2426	719	106	127
1790	1785.62	22.12	5.72	102	9	2437	719	106	127
1791	1786.6	17.68	3.07	102	8	2427	719	106	127
1792	1787.58	22.75	4.66	102	9	2425	719	106	127
1793	1788.56	36.89	5.38	102	9	2428	718	106	127
1794	1789.54	36.59	7.38	102	9	2426	719	106	127
1795	1790.52	35.21	6.74	102	10	2432	719	106	127
1796	1791.5	24.08	6.43	102	9	2439	719	106	127
1797	1792.47	15.13	5.37	102	9	2440	719	106	127
1798	1793.45	30.89	6.45	102	10	2441	719	106	127
1799	1794.43	34.6	8.68	102	11	2441	719	106	127
1800	1795.41	30.34	6.8	102	10	2439	719	106	127
1801	1796.39	37.38	8.41	102	10	2438	719	106	128
1802	1797.37	23.59	7.43	102	9	2432	718	106	128
1803	1798.35	34.27	7.95	102	9	2435	719	106	128
1804	1799.37	40.21	4.05	102	9	2435	719	106	128
1805	1800.74	25.37	8.77	102	9	2437	718	106	128
1806	1801.71	43.77	8.19	102	10	2440	719	106	128
1807	1802.68	28.13	7.16	102	9	2446	718	106	128
1808	1803.65	24.11	5.52	102	9	2442	719	106	128
1809	1804.62	24.46	6.14	102	9	2447	719	106	128
1810	1805.59	17.22	7.68	102	9	2453	719	106	128
1811	1806.56	15.66	7.71	102	9	2449	719	106	128
1812	1807.56	4.31	1.93	100	8	2400	287	106	128
1813	1808.56	6.89	0.8	100	8	2400	287	106	128
1814	1809.56	2.35	0.9	100	8	2405	363	106	128
1815	1810.56	17.62	2.05	100	9	2405	363	106	128
1816	1811.4	27.78	6.72	102	10	2529	727	106	128
1817	1812.36	21.29	6.11	102	10	2528	727	106	128
1818	1813.34	59.47	3.6	102	8	2514	726	106	128
1819	1814.24	24.51	5.07	102	10	2504	727	106	128
1820	1813.53	24.02	5.19	102	10	2503	726	106	128
1821	1814.34	39.88	5.9	102	10	2503	727	106	128
1822	1815.27	20.24	6.13	102	9	2505	727	106	128
1823	1816.2	22.29	6.56	102	9	2505	727	106	129
1824	1817.14	38.78	6.95	102	10	2508	727	106	129
1825	1818.07	28.86	6.63	102	10	2507	728	106	129
1826	1819	24.09	4.94	102	10	2513	728	106	129
1827	1819.93	26.42	5.22	101	9	2518	727	106	129
1828	1820.86	23.74	5.95	101	10	2512	727	106	129
1829	1821.79	34.2	4.74	101	10	2518	727	106	129
1830	1822.72	31.04	4.75	102	10	2517	727	106	129
1831	1823.65	24.74	4.64	101	10	2519	727	106	129
1832	1824.59	30.6	5.81	101	10	2518	727	106	129
1833	1825.52	24.71	6.27	101	10	2520	727	106	129
1834	1826.45	47.89	6.98	101	11	2519	727	106	129
1835	1827.38	43.44	6.55	101	11	2521	727	106	129
1836	1828.31	26.22	4.39	101	10	2522	727	106	129
1837	1829.24	26.9	5.27	101	10	2516	726	106	129
1838	1830.17	25.59	5.08	101	10	2515	727	106	129
1839	1831.1	21.1	5.13	101	10	2512	727	106	129
1840	1832.03	19.05	6.43	101	10	2513	727	106	129
1841	1832.88	19.15	4.82	101	10	2515	727	106	130
1842	1833.79	17.48	5.97	101	10	2508	727	106	130
1843	1834.7	14.96	4.2	101	10	2511	727	106	130
1844	1835.61	14.32	5.75	90	8	2260	654	106	130
1845	1836.51	16.9	6.29	80	7	2027	581	106	130
1846	1837.42	19	4.5	101	9	2573	728	106	130
1847	1838.33	26.22	8.43	101	10	2573	728	106	130
1848	1839.24	30.75	9.93	101	10	2575	728	106	130
1849	1840.14	25.43	8.08	101	10	2577	729	106	130
1850	1841.05	21.49	7.78	101	9	2578	729	106	130
1851	1841.96	18.83	8.14	101	10	2572	728	106	130
1852	1842.87	21.44	7.92	101	10	2576	728	106	130
1853	1843.78	28.75	10.8	101	12	2576	794	106	130
1854	1844.68	27.59	8.8	101	13	2578	728	106	130
1855	1845.59	26.18	10.04	101	12	2580	728	106	130
1856	1846.5	22.3	8.91	101	11	2577	728	106	130
1857	1847.41	22.03	8.2	101	12	2574	728	106	130
1858	1848.32	18.7	7.65	101	10	2577	728	106	130
1859	1849.22	24.55	8.77	101	11	2580	728	106	130
1860	1850.13	21.46	7.77	101	11	2586	728	106	130
1861	1851.1	17.22	9.24	101	11	2580	728	106	130
1862	1852.51	18.28	8.85	101	10	2587	728	106	130
1863	1853.45	23.9	7.73	101	11	2590	728	106	130
1864	1854.38	22.56	8.82	101	11	2590	728	106	131
1865	1855.31	22.29	10.28	101	11	2593	728	106	131
1866	1856.25	22.07	7.78	101	11	2593	728	106	131
1867	1857.18	17.92	8.73	101	11	2597	728	106	131
1868	1858.11	20.79	9.57	101	11	2590	728	106	131
1869	1859.04	19.62	8.79	101	10	2583	728	106	131
1870	1859.97	17.81	10.46	101	11	2582	728	106	131
1871	1860.9	17.86	7.47	101	10	2584	728	106	131
1872	1861.83	18.11	8.74	101	10	2580	728	106	131
1873	1862.76	26.62	6.58	101	11	2578	735	106	131
1874	1863.69	28.53	6.43	101	11	2579	735	106	131
1875	1864.63	25.42	7.15	101	10	2588	735	106	131
1876	1865.56	32.97	8.56	101	11	2585	735	106	131
1877	1866.49	28.71	9.53	101	11	2586	735	106	131
1878	1867.42	31.74	8.41	101	11	2594	735	106	131
1879	1868.35	24.09	6.95	101	10	2595	735	106	131
1880	1869.28	24.04	7.35	101	10	2584	735	106	131
