Data from WELLPATH_ORIGINAL_SURVEY_POINTS_1.ASC has been resampled to 0.2 meters and linearly interpolated between original survey points. Computed 27-JUL-2020.

HEADER INFORMATION (all units in Equinor default) 
----------------------------------------------------------------
COMPANY: Equinor Norway
FIELD:  EXPLORATION - UTM Zone 31
WELL NAME: 31/5-7
WELLBORE NAME: 31/5-7
Drilled From: Surface
Kick Off Depth: 0.00m
Survey Name: 31/5-7
Survey Date: 03.12.2019
Extraction Date: 30.06.2020
----------------------------------------------------------------
Calculation Method: Minimum Curvature
Datum Name: RKB(31.00m)
----------------------------------------------------------------
Surface EW: 524299.530m
Surface NS: 6715849.250m
Surface Latitude: 60° 34' 35.1281 N
Surface Longitude: 3° 26' 36.1158 E
Bottom Hole MD: 2915.00m
Bottom Hole TVD: 2914.89m
Bottom Hole EW: 524308.770m
Bottom Hole NS: 6715845.734m
----------------------------------------------------------------
Survey Program:  
H  338 - 397 36" SCHLUMBERGER MWD+IFR : INCLINATION ONLY
H  479 - 895 26" SUCHLUMBERGER MWD+IFR+AX : MAGNETIC, IFR, MAG-CORR
H  977 - 1872 17 1/2" SCHLUMBERGER MWD+IFR : MAGNETIC, IFR, NON-MAG
H  1956 - 2562 12 1/4"  SCHLUMBERGER MWD+IFR : MAGNETIC, IFR, NON-MAG
H  2622 - 2899 8 1/2" SCHLUMBERGER MWD+IFR : MAGNETIC, IFR, NON-MAG
----------------------------------------------------------------
Water Depth: 307.00m
KB-WH: 31.00m
KB-MSL: 31.00m
System Datum: Mean Sea Level
----------------------------------------------------------------
Map-Zone: Zone 31N (0 E to 6 E)
North Reference: Grid
Geo Datum: European 1950 - Mean
Vertical Section Direction: 0.00deg
----------------------------------------------------------------
SURVEY LIST
                MD               Inc              Azim               TVD    X-Offset (E/W)    Y-Offset (N/S)           UTM E/W           UTM N/S               DLS
             m RKB               deg               deg             m RKB                 m                 m                 m                 m           deg/30m
            908.80              0.85            151.62            908.75             4.490            -4.822        524304.018       6715844.430              0.09
            909.00              0.85            151.57            908.95             4.492            -4.824        524304.020       6715844.428              0.09
            909.20              0.85            151.51            909.15             4.494            -4.827        524304.022       6715844.425              0.09
            909.40              0.85            151.46            909.35             4.496            -4.830        524304.024       6715844.422              0.09
            909.60              0.86            151.41            909.55             4.498            -4.832        524304.026       6715844.420              0.09
            909.80              0.86            151.35            909.75             4.500            -4.835        524304.028       6715844.417              0.09
            910.00              0.86            151.30            909.95             4.502            -4.837        524304.030       6715844.415              0.09
            910.20              0.86            151.24            910.15             4.504            -4.840        524304.032       6715844.412              0.09
            910.40              0.86            151.19            910.35             4.506            -4.843        524304.034       6715844.409              0.09
            910.60              0.86            151.14            910.55             4.508            -4.845        524304.036       6715844.407              0.09
            910.80              0.86            151.08            910.75             4.510            -4.848        524304.038       6715844.404              0.09
            911.00              0.86            151.03            910.95             4.512            -4.850        524304.040       6715844.402              0.09
            911.20              0.86            150.97            911.15             4.514            -4.853        524304.042       6715844.399              0.09
            911.40              0.86            150.92            911.35             4.516            -4.855        524304.044       6715844.397              0.09
            911.60              0.86            150.87            911.55             4.518            -4.858        524304.046       6715844.394              0.09
            911.80              0.86            150.81            911.75             4.520            -4.861        524304.048       6715844.391              0.09
            912.00              0.86            150.76            911.95             4.522            -4.863        524304.050       6715844.389              0.09
            912.20              0.86            150.70            912.15             4.524            -4.866        524304.052       6715844.386              0.09
            912.40              0.87            150.65            912.35             4.526            -4.868        524304.054       6715844.384              0.09
            912.60              0.87            150.60            912.55             4.528            -4.871        524304.056       6715844.381              0.09
            912.80              0.87            150.54            912.75             4.530            -4.874        524304.058       6715844.378              0.09
            913.00              0.87            150.49            912.95             4.532            -4.876        524304.060       6715844.376              0.09
            913.20              0.87            150.43            913.15             4.534            -4.879        524304.062       6715844.373              0.09
            913.40              0.87            150.38            913.35             4.536            -4.881        524304.064       6715844.371              0.09
            913.60              0.87            150.33            913.55             4.538            -4.884        524304.066       6715844.368              0.09
            913.80              0.87            150.27            913.75             4.540            -4.886        524304.068       6715844.366              0.09
            914.00              0.87            150.22            913.95             4.542            -4.889        524304.070       6715844.363              0.09
            914.20              0.87            150.16            914.15             4.544            -4.892        524304.072       6715844.360              0.09
            914.40              0.87            150.11            914.35             4.546            -4.894        524304.074       6715844.358              0.09
            914.60              0.87            150.06            914.55             4.548            -4.897        524304.076       6715844.355              0.09
            914.80              0.87            150.00            914.75             4.550            -4.899        524304.078       6715844.353              0.09
            915.00              0.87            149.95            914.95             4.551            -4.902        524304.079       6715844.350              0.09
            915.20              0.88            149.89            915.15             4.553            -4.905        524304.081       6715844.347              0.10
            915.40              0.88            149.84            915.35             4.555            -4.907        524304.083       6715844.345              0.10
            915.60              0.88            149.79            915.55             4.557            -4.910        524304.085       6715844.342              0.10
            915.80              0.88            149.73            915.75             4.559            -4.912        524304.087       6715844.340              0.10
            916.00              0.88            149.68            915.95             4.561            -4.915        524304.089       6715844.337              0.10
            916.20              0.88            149.62            916.15             4.563            -4.918        524304.091       6715844.334              0.10
            916.40              0.88            149.57            916.35             4.565            -4.920        524304.093       6715844.332              0.10
            916.60              0.88            149.52            916.55             4.567            -4.923        524304.095       6715844.329              0.10
            916.80              0.88            149.46            916.75             4.569            -4.925        524304.097       6715844.327              0.10
            917.00              0.88            149.41            916.95             4.571            -4.928        524304.099       6715844.324              0.10
            917.20              0.88            149.35            917.15             4.573            -4.930        524304.101       6715844.322              0.10
            917.40              0.88            149.30            917.35             4.575            -4.933        524304.103       6715844.319              0.10
            917.60              0.88            149.25            917.55             4.577            -4.936        524304.105       6715844.316              0.10
            917.80              0.88            149.19            917.75             4.579            -4.938        524304.107       6715844.314              0.10
            918.00              0.89            149.14            917.95             4.581            -4.941        524304.109       6715844.311              0.10
            918.20              0.89            149.08            918.15             4.583            -4.943        524304.111       6715844.309              0.10
            918.40              0.89            149.03            918.35             4.585            -4.946        524304.113       6715844.306              0.10
            918.60              0.89            148.98            918.55             4.587            -4.949        524304.115       6715844.303              0.10
            918.80              0.89            148.92            918.75             4.589            -4.951        524304.117       6715844.301              0.10
            919.00              0.89            148.87            918.95             4.591            -4.954        524304.119       6715844.298              0.10
            919.20              0.89            148.82            919.15             4.593            -4.956        524304.121       6715844.296              0.10
            919.40              0.89            148.76            919.35             4.595            -4.959        524304.123       6715844.293              0.10
            919.60              0.89            148.71            919.55             4.597            -4.961        524304.125       6715844.291              0.10
            919.80              0.89            148.65            919.75             4.599            -4.964        524304.127       6715844.288              0.10
            920.00              0.89            148.60            919.95             4.601            -4.967        524304.129       6715844.285              0.10
            920.20              0.89            148.55            920.15             4.603            -4.969        524304.131       6715844.283              0.10
            920.40              0.89            148.49            920.35             4.605            -4.972        524304.133       6715844.280              0.10
            920.60              0.90            148.44            920.55             4.607            -4.974        524304.135       6715844.278              0.10
            920.80              0.90            148.38            920.75             4.609            -4.977        524304.137       6715844.275              0.10
            921.00              0.90            148.33            920.95             4.611            -4.980        524304.139       6715844.272              0.10
            921.20              0.90            148.28            921.15             4.613            -4.982        524304.141       6715844.270              0.10
            921.40              0.90            148.22            921.35             4.615            -4.985        524304.143       6715844.267              0.10
            921.60              0.90            148.17            921.55             4.617            -4.987        524304.145       6715844.265              0.10
            921.80              0.90            148.11            921.75             4.619            -4.990        524304.147       6715844.262              0.10
            922.00              0.90            148.06            921.95             4.621            -4.992        524304.149       6715844.260              0.10
            922.20              0.90            148.01            922.15             4.623            -4.995        524304.151       6715844.257              0.10
            922.40              0.90            147.95            922.35             4.625            -4.998        524304.153       6715844.254              0.10
            922.60              0.90            147.90            922.55             4.627            -5.000        524304.155       6715844.252              0.10
            922.80              0.90            147.84            922.75             4.629            -5.003        524304.157       6715844.249              0.10
            923.00              0.90            147.79            922.95             4.631            -5.005        524304.159       6715844.247              0.10
            923.20              0.90            147.74            923.15             4.632            -5.008        524304.160       6715844.244              0.10
            923.40              0.91            147.68            923.35             4.634            -5.011        524304.162       6715844.241              0.11
            923.60              0.91            147.63            923.55             4.636            -5.013        524304.164       6715844.239              0.11
            923.80              0.91            147.57            923.75             4.638            -5.016        524304.166       6715844.236              0.11
            924.00              0.91            147.52            923.95             4.640            -5.018        524304.168       6715844.234              0.11
            924.20              0.91            147.47            924.15             4.642            -5.021        524304.170       6715844.231              0.11
            924.40              0.91            147.41            924.35             4.644            -5.024        524304.172       6715844.228              0.11
            924.60              0.91            147.36            924.55             4.646            -5.026        524304.174       6715844.226              0.11
            924.80              0.91            147.30            924.75             4.648            -5.029        524304.176       6715844.223              0.11
            925.00              0.91            147.25            924.95             4.650            -5.031        524304.178       6715844.221              0.11
            925.20              0.91            147.20            925.15             4.652            -5.034        524304.180       6715844.218              0.11
            925.40              0.91            147.14            925.35             4.654            -5.036        524304.182       6715844.216              0.11
            925.60              0.91            147.09            925.55             4.656            -5.039        524304.184       6715844.213              0.11
            925.80              0.91            147.03            925.75             4.658            -5.042        524304.186       6715844.210              0.11
            926.00              0.91            146.98            925.95             4.660            -5.044        524304.188       6715844.208              0.11
            926.20              0.92            146.93            926.15             4.662            -5.047        524304.190       6715844.205              0.11
            926.40              0.92            146.87            926.35             4.664            -5.049        524304.192       6715844.203              0.11
            926.60              0.92            146.82            926.55             4.666            -5.052        524304.194       6715844.200              0.11
            926.80              0.92            146.76            926.75             4.668            -5.055        524304.196       6715844.197              0.11
            927.00              0.92            146.71            926.95             4.670            -5.057        524304.198       6715844.195              0.11
            927.20              0.92            146.66            927.15             4.672            -5.060        524304.200       6715844.192              0.11
            927.40              0.92            146.60            927.35             4.674            -5.062        524304.202       6715844.190              0.11
            927.60              0.92            146.55            927.55             4.676            -5.065        524304.204       6715844.187              0.11
            927.80              0.92            146.49            927.75             4.678            -5.067        524304.206       6715844.185              0.11
            928.00              0.92            146.44            927.95             4.680            -5.070        524304.208       6715844.182              0.11
            928.20              0.92            146.39            928.15             4.682            -5.073        524304.210       6715844.179              0.11
            928.40              0.92            146.33            928.35             4.684            -5.075        524304.212       6715844.177              0.11
            928.60              0.92            146.28            928.55             4.686            -5.078        524304.214       6715844.174              0.11
            928.80              0.93            146.22            928.75             4.688            -5.080        524304.216       6715844.172              0.11
            929.00              0.93            146.17            928.95             4.690            -5.083        524304.218       6715844.169              0.11
            929.20              0.93            146.12            929.15             4.692            -5.086        524304.220       6715844.166              0.11
            929.40              0.93            146.06            929.35             4.694            -5.088        524304.222       6715844.164              0.11
            929.60              0.93            146.01            929.55             4.696            -5.091        524304.224       6715844.161              0.11
            929.80              0.93            145.95            929.75             4.698            -5.093        524304.226       6715844.159              0.11
            930.00              0.93            145.90            929.95             4.700            -5.096        524304.228       6715844.156              0.11
            930.20              0.93            145.85            930.15             4.702            -5.098        524304.230       6715844.154              0.11
            930.40              0.93            145.79            930.35             4.704            -5.101        524304.232       6715844.151              0.11
            930.60              0.93            145.74            930.55             4.706            -5.104        524304.234       6715844.148              0.11
            930.80              0.93            145.69            930.75             4.708            -5.106        524304.236       6715844.146              0.11
            931.00              0.93            145.63            930.95             4.710            -5.109        524304.238       6715844.143              0.11
            931.20              0.93            145.58            931.15             4.711            -5.111        524304.239       6715844.141              0.11
            931.40              0.93            145.52            931.35             4.713            -5.114        524304.241       6715844.138              0.11
            931.60              0.94            145.47            931.55             4.715            -5.117        524304.243       6715844.135              0.12
            931.80              0.94            145.42            931.75             4.717            -5.119        524304.245       6715844.133              0.12
            932.00              0.94            145.36            931.95             4.719            -5.122        524304.247       6715844.130              0.12
            932.20              0.94            145.31            932.15             4.721            -5.124        524304.249       6715844.128              0.12
            932.40              0.94            145.25            932.35             4.723            -5.127        524304.251       6715844.125              0.12
            932.60              0.94            145.20            932.55             4.725            -5.130        524304.253       6715844.122              0.12
            932.80              0.94            145.15            932.75             4.727            -5.132        524304.255       6715844.120              0.12
            933.00              0.94            145.09            932.95             4.729            -5.135        524304.257       6715844.117              0.12
            933.20              0.94            145.04            933.15             4.731            -5.137        524304.259       6715844.115              0.12
            933.40              0.94            144.98            933.35             4.733            -5.140        524304.261       6715844.112              0.12
            933.60              0.94            144.93            933.55             4.735            -5.142        524304.263       6715844.110              0.12
            933.80              0.94            144.88            933.75             4.737            -5.145        524304.265       6715844.107              0.12
            934.00              0.94            144.82            933.95             4.739            -5.148        524304.267       6715844.104              0.12
            934.20              0.94            144.77            934.15             4.741            -5.150        524304.269       6715844.102              0.12
            934.40              0.95            144.71            934.35             4.743            -5.153        524304.271       6715844.099              0.12
            934.60              0.95            144.66            934.55             4.745            -5.155        524304.273       6715844.097              0.12
            934.80              0.95            144.61            934.75             4.747            -5.158        524304.275       6715844.094              0.12
            935.00              0.95            144.55            934.95             4.749            -5.161        524304.277       6715844.091              0.12
            935.20              0.95            144.50            935.15             4.751            -5.163        524304.279       6715844.089              0.12
            935.40              0.95            144.44            935.35             4.753            -5.166        524304.281       6715844.086              0.12
            935.60              0.95            144.39            935.55             4.755            -5.168        524304.283       6715844.084              0.12
            935.80              0.95            144.34            935.74             4.757            -5.171        524304.285       6715844.081              0.12
            936.00              0.95            144.28            935.94             4.759            -5.173        524304.287       6715844.079              0.12
            936.20              0.95            144.23            936.14             4.761            -5.176        524304.289       6715844.076              0.12
            936.40              0.95            144.17            936.34             4.763            -5.179        524304.291       6715844.073              0.12
            936.60              0.95            144.12            936.54             4.765            -5.181        524304.293       6715844.071              0.12
            936.80              0.95            144.07            936.74             4.767            -5.184        524304.295       6715844.068              0.12
            937.00              0.95            144.01            936.94             4.769            -5.186        524304.297       6715844.066              0.12
            937.20              0.96            143.96            937.14             4.771            -5.189        524304.299       6715844.063              0.12
            937.40              0.96            143.90            937.34             4.773            -5.192        524304.301       6715844.060              0.12
            937.60              0.96            143.85            937.54             4.775            -5.194        524304.303       6715844.058              0.12
            937.80              0.96            143.80            937.74             4.777            -5.197        524304.305       6715844.055              0.12
            938.00              0.96            143.74            937.94             4.779            -5.199        524304.307       6715844.053              0.12
            938.20              0.96            143.69            938.14             4.781            -5.202        524304.309       6715844.050              0.12
            938.40              0.96            143.63            938.34             4.783            -5.204        524304.311       6715844.048              0.12
            938.60              0.96            143.58            938.54             4.785            -5.207        524304.313       6715844.045              0.12
            938.80              0.96            143.53            938.74             4.787            -5.210        524304.315       6715844.042              0.12
            939.00              0.96            143.47            938.94             4.789            -5.212        524304.317       6715844.040              0.12
            939.20              0.96            143.42            939.14             4.791            -5.215        524304.319       6715844.037              0.12
            939.40              0.96            143.36            939.34             4.792            -5.217        524304.320       6715844.035              0.12
            939.60              0.96            143.31            939.54             4.794            -5.220        524304.322       6715844.032              0.12
            939.80              0.97            143.26            939.74             4.796            -5.223        524304.324       6715844.029              0.13
            940.00              0.97            143.20            939.94             4.798            -5.225        524304.326       6715844.027              0.13
            940.20              0.97            143.15            940.14             4.800            -5.228        524304.328       6715844.024              0.13
            940.40              0.97            143.09            940.34             4.802            -5.230        524304.330       6715844.022              0.13
            940.60              0.97            143.04            940.54             4.804            -5.233        524304.332       6715844.019              0.13
            940.80              0.97            142.99            940.74             4.806            -5.236        524304.334       6715844.016              0.13
            941.00              0.97            142.93            940.94             4.808            -5.238        524304.336       6715844.014              0.13
            941.20              0.97            142.88            941.14             4.810            -5.241        524304.338       6715844.011              0.13
            941.40              0.97            142.82            941.34             4.812            -5.243        524304.340       6715844.009              0.13
            941.60              0.97            142.77            941.54             4.814            -5.246        524304.342       6715844.006              0.13
            941.80              0.97            142.72            941.74             4.816            -5.248        524304.344       6715844.004              0.13
            942.00              0.97            142.66            941.94             4.818            -5.251        524304.346       6715844.001              0.13
            942.20              0.97            142.61            942.14             4.820            -5.254        524304.348       6715843.998              0.13
            942.40              0.97            142.55            942.34             4.822            -5.256        524304.350       6715843.996              0.13
            942.60              0.98            142.50            942.54             4.824            -5.259        524304.352       6715843.993              0.13
            942.80              0.98            142.45            942.74             4.826            -5.261        524304.354       6715843.991              0.13
            943.00              0.98            142.39            942.94             4.828            -5.264        524304.356       6715843.988              0.13
            943.20              0.98            142.34            943.14             4.830            -5.267        524304.358       6715843.985              0.13
            943.40              0.98            142.29            943.34             4.832            -5.269        524304.360       6715843.983              0.13
            943.60              0.98            142.23            943.54             4.834            -5.272        524304.362       6715843.980              0.13
            943.80              0.98            142.18            943.74             4.836            -5.274        524304.364       6715843.978              0.13
            944.00              0.98            142.12            943.94             4.838            -5.277        524304.366       6715843.975              0.13
            944.20              0.98            142.07            944.14             4.840            -5.279        524304.368       6715843.973              0.13
            944.40              0.98            142.02            944.34             4.842            -5.282        524304.370       6715843.970              0.13
            944.60              0.98            141.96            944.54             4.844            -5.285        524304.372       6715843.967              0.13
            944.80              0.98            141.91            944.74             4.846            -5.287        524304.374       6715843.965              0.13
            945.00              0.98            141.85            944.94             4.848            -5.290        524304.376       6715843.962              0.13
            945.20              0.98            141.80            945.14             4.850            -5.292        524304.378       6715843.960              0.13
            945.40              0.99            141.75            945.34             4.852            -5.295        524304.380       6715843.957              0.13
            945.60              0.99            141.69            945.54             4.854            -5.298        524304.382       6715843.954              0.13
            945.80              0.99            141.64            945.74             4.856            -5.300        524304.384       6715843.952              0.13
            946.00              0.99            141.58            945.94             4.858            -5.303        524304.386       6715843.949              0.13
            946.20              0.99            141.53            946.14             4.860            -5.305        524304.388       6715843.947              0.13
            946.40              0.99            141.48            946.34             4.862            -5.308        524304.390       6715843.944              0.13
            946.60              0.99            141.42            946.54             4.864            -5.310        524304.392       6715843.942              0.13
            946.80              0.99            141.37            946.74             4.866            -5.313        524304.394       6715843.939              0.13
            947.00              0.99            141.31            946.94             4.868            -5.316        524304.396       6715843.936              0.13
            947.20              0.99            141.26            947.14             4.870            -5.318        524304.398       6715843.934              0.13
            947.40              0.99            141.21            947.34             4.872            -5.321        524304.400       6715843.931              0.13
            947.60              0.99            141.15            947.54             4.873            -5.323        524304.401       6715843.929              0.13
            947.80              0.99            141.10            947.74             4.875            -5.326        524304.403       6715843.926              0.13
            948.00              0.99            141.04            947.94             4.877            -5.329        524304.405       6715843.923              0.13
            948.20              1.00            140.99            948.14             4.879            -5.331        524304.407       6715843.921              0.14
            948.40              1.00            140.94            948.34             4.881            -5.334        524304.409       6715843.918              0.14
            948.60              1.00            140.88            948.54             4.883            -5.336        524304.411       6715843.916              0.14
            948.80              1.00            140.83            948.74             4.885            -5.339        524304.413       6715843.913              0.14
            949.00              1.00            140.77            948.94             4.887            -5.342        524304.415       6715843.910              0.14
            949.20              1.00            140.72            949.14             4.889            -5.344        524304.417       6715843.908              0.14
            949.40              1.00            140.67            949.34             4.891            -5.347        524304.419       6715843.905              0.14
            949.60              1.00            140.61            949.54             4.893            -5.349        524304.421       6715843.903              0.14
            949.80              1.00            140.56            949.74             4.895            -5.352        524304.423       6715843.900              0.14
            950.00              1.00            140.50            949.94             4.897            -5.354        524304.425       6715843.898              0.14
            950.20              1.00            140.45            950.14             4.899            -5.357        524304.427       6715843.895              0.14
            950.40              1.00            140.40            950.34             4.901            -5.360        524304.429       6715843.892              0.14
            950.60              1.00            140.34            950.54             4.903            -5.362        524304.431       6715843.890              0.14
            950.80              1.01            140.29            950.74             4.905            -5.365        524304.433       6715843.887              0.14
            951.00              1.01            140.23            950.94             4.907            -5.367        524304.435       6715843.885              0.14
            951.20              1.01            140.18            951.14             4.909            -5.370        524304.437       6715843.882              0.14
            951.40              1.01            140.13            951.34             4.911            -5.373        524304.439       6715843.879              0.14
            951.60              1.01            140.07            951.54             4.913            -5.375        524304.441       6715843.877              0.14
            951.80              1.01            140.02            951.74             4.915            -5.378        524304.443       6715843.874              0.14
            952.00              1.01            139.96            951.94             4.917            -5.380        524304.445       6715843.872              0.14
            952.20              1.01            139.91            952.14             4.919            -5.383        524304.447       6715843.869              0.14
            952.40              1.01            139.86            952.34             4.921            -5.385        524304.449       6715843.867              0.14
            952.60              1.01            139.80            952.54             4.923            -5.388        524304.451       6715843.864              0.14
            952.80              1.01            139.75            952.74             4.925            -5.391        524304.453       6715843.861              0.14
            953.00              1.01            139.69            952.94             4.927            -5.393        524304.455       6715843.859              0.14
            953.20              1.01            139.64            953.14             4.929            -5.396        524304.457       6715843.856              0.14
            953.40              1.01            139.59            953.34             4.931            -5.398        524304.459       6715843.854              0.14
            953.60              1.02            139.53            953.54             4.933            -5.401        524304.461       6715843.851              0.14
            953.80              1.02            139.48            953.74             4.935            -5.404        524304.463       6715843.848              0.14
            954.00              1.02            139.42            953.94             4.937            -5.406        524304.465       6715843.846              0.14
            954.20              1.02            139.37            954.14             4.939            -5.409        524304.467       6715843.843              0.14
            954.40              1.02            139.32            954.34             4.941            -5.411        524304.469       6715843.841              0.14
            954.60              1.02            139.26            954.54             4.943            -5.414        524304.471       6715843.838              0.14
            954.80              1.02            139.21            954.74             4.945            -5.416        524304.473       6715843.836              0.14
            955.00              1.02            139.16            954.94             4.947            -5.419        524304.475       6715843.833              0.14
            955.20              1.02            139.10            955.14             4.949            -5.422        524304.477       6715843.830              0.14
            955.40              1.02            139.05            955.34             4.951            -5.424        524304.479       6715843.828              0.14
            955.60              1.02            138.99            955.54             4.953            -5.427        524304.481       6715843.825              0.14
            955.80              1.02            138.94            955.74             4.954            -5.429        524304.482       6715843.823              0.14
            956.00              1.02            138.89            955.94             4.956            -5.432        524304.484       6715843.820              0.14
            956.20              1.02            138.83            956.14             4.958            -5.435        524304.486       6715843.817              0.14
            956.40              1.03            138.78            956.34             4.960            -5.437        524304.488       6715843.815              0.15
            956.60              1.03            138.72            956.54             4.962            -5.440        524304.490       6715843.812              0.15
            956.80              1.03            138.67            956.74             4.964            -5.442        524304.492       6715843.810              0.15
            957.00              1.03            138.62            956.94             4.966            -5.445        524304.494       6715843.807              0.15
            957.20              1.03            138.56            957.14             4.968            -5.448        524304.496       6715843.804              0.15
            957.40              1.03            138.51            957.34             4.970            -5.450        524304.498       6715843.802              0.15
            957.60              1.03            138.45            957.54             4.972            -5.453        524304.500       6715843.799              0.15
            957.80              1.03            138.40            957.74             4.974            -5.455        524304.502       6715843.797              0.15
            958.00              1.03            138.35            957.94             4.976            -5.458        524304.504       6715843.794              0.15
            958.20              1.03            138.29            958.14             4.978            -5.460        524304.506       6715843.792              0.15
            958.40              1.03            138.24            958.34             4.980            -5.463        524304.508       6715843.789              0.15
            958.60              1.03            138.18            958.54             4.982            -5.466        524304.510       6715843.786              0.15
            958.80              1.03            138.13            958.74             4.984            -5.468        524304.512       6715843.784              0.15
            959.00              1.04            138.08            958.94             4.986            -5.471        524304.514       6715843.781              0.15
            959.20              1.04            138.02            959.14             4.988            -5.473        524304.516       6715843.779              0.15
            959.40              1.04            137.97            959.34             4.990            -5.476        524304.518       6715843.776              0.15
            959.60              1.04            137.91            959.54             4.992            -5.479        524304.520       6715843.773              0.15
            959.80              1.04            137.86            959.74             4.994            -5.481        524304.522       6715843.771              0.15
            960.00              1.04            137.81            959.94             4.996            -5.484        524304.524       6715843.768              0.15
            960.20              1.04            137.75            960.14             4.998            -5.486        524304.526       6715843.766              0.15
            960.40              1.04            137.70            960.34             5.000            -5.489        524304.528       6715843.763              0.15
            960.60              1.04            137.64            960.54             5.002            -5.491        524304.530       6715843.761              0.15
            960.80              1.04            137.59            960.74             5.004            -5.494        524304.532       6715843.758              0.15
            961.00              1.04            137.54            960.94             5.006            -5.497        524304.534       6715843.755              0.15
            961.20              1.04            137.48            961.14             5.008            -5.499        524304.536       6715843.753              0.15
            961.40              1.04            137.43            961.34             5.010            -5.502        524304.538       6715843.750              0.15
            961.60              1.04            137.37            961.54             5.012            -5.504        524304.540       6715843.748              0.15
            961.80              1.05            137.32            961.74             5.014            -5.507        524304.542       6715843.745              0.15
            962.00              1.05            137.27            961.94             5.016            -5.510        524304.544       6715843.742              0.15
            962.20              1.05            137.21            962.14             5.018            -5.512        524304.546       6715843.740              0.15
            962.40              1.05            137.16            962.34             5.020            -5.515        524304.548       6715843.737              0.15
            962.60              1.05            137.10            962.54             5.022            -5.517        524304.550       6715843.735              0.15
            962.80              1.05            137.05            962.74             5.024            -5.520        524304.552       6715843.732              0.15
            963.00              1.05            137.00            962.94             5.026            -5.522        524304.554       6715843.730              0.15
            963.20              1.05            136.94            963.14             5.028            -5.525        524304.556       6715843.727              0.15
            963.40              1.05            136.89            963.34             5.030            -5.528        524304.558       6715843.724              0.15
            963.60              1.05            136.83            963.54             5.032            -5.530        524304.560       6715843.722              0.15
