Data from WELLPATH_ORIGINAL_SURVEY_POINTS_1.ASC has been resampled to 0.2 meters and linearly interpolated between original survey points. Computed 27-JUL-2020.

HEADER INFORMATION (all units in Equinor default) 
----------------------------------------------------------------
COMPANY: Equinor Norway
FIELD:  EXPLORATION - UTM Zone 31
WELL NAME: 31/5-7
WELLBORE NAME: 31/5-7
Drilled From: Surface
Kick Off Depth: 0.00m
Survey Name: 31/5-7
Survey Date: 03.12.2019
Extraction Date: 30.06.2020
----------------------------------------------------------------
Calculation Method: Minimum Curvature
Datum Name: RKB(31.00m)
----------------------------------------------------------------
Surface EW: 524299.530m
Surface NS: 6715849.250m
Surface Latitude: 60° 34' 35.1281 N
Surface Longitude: 3° 26' 36.1158 E
Bottom Hole MD: 2915.00m
Bottom Hole TVD: 2914.89m
Bottom Hole EW: 524308.770m
Bottom Hole NS: 6715845.734m
----------------------------------------------------------------
Survey Program:  
H  338 - 397 36" SCHLUMBERGER MWD+IFR : INCLINATION ONLY
H  479 - 895 26" SUCHLUMBERGER MWD+IFR+AX : MAGNETIC, IFR, MAG-CORR
H  977 - 1872 17 1/2" SCHLUMBERGER MWD+IFR : MAGNETIC, IFR, NON-MAG
H  1956 - 2562 12 1/4"  SCHLUMBERGER MWD+IFR : MAGNETIC, IFR, NON-MAG
H  2622 - 2899 8 1/2" SCHLUMBERGER MWD+IFR : MAGNETIC, IFR, NON-MAG
----------------------------------------------------------------
Water Depth: 307.00m
KB-WH: 31.00m
KB-MSL: 31.00m
System Datum: Mean Sea Level
----------------------------------------------------------------
Map-Zone: Zone 31N (0 E to 6 E)
North Reference: Grid
Geo Datum: European 1950 - Mean
Vertical Section Direction: 0.00deg
----------------------------------------------------------------
SURVEY LIST
                MD               Inc              Azim               TVD    X-Offset (E/W)    Y-Offset (N/S)           UTM E/W           UTM N/S               DLS
             m RKB               deg               deg             m RKB                 m                 m                 m                 m           deg/30m
           2281.80              0.19            266.49           2281.73             5.332            -6.256        524304.860       6715842.997              0.20
           2282.00              0.19            265.67           2281.93             5.332            -6.256        524304.860       6715842.997              0.20
           2282.20              0.19            264.85           2282.13             5.332            -6.256        524304.860       6715842.997              0.20
           2282.40              0.19            264.03           2282.33             5.331            -6.257        524304.859       6715842.996              0.20
           2282.60              0.18            263.21           2282.53             5.331            -6.257        524304.859       6715842.996              0.20
           2282.80              0.18            262.39           2282.73             5.331            -6.257        524304.859       6715842.996              0.20
           2283.00              0.18            261.58           2282.93             5.331            -6.257        524304.859       6715842.996              0.20
           2283.20              0.18            260.76           2283.13             5.331            -6.257        524304.859       6715842.996              0.20
           2283.40              0.18            259.94           2283.33             5.330            -6.257        524304.858       6715842.996              0.20
           2283.60              0.18            259.12           2283.53             5.330            -6.257        524304.858       6715842.996              0.20
           2283.80              0.18            258.30           2283.73             5.330            -6.257        524304.858       6715842.996              0.20
           2284.00              0.18            257.48           2283.93             5.330            -6.257        524304.858       6715842.996              0.20
           2284.20              0.18            256.66           2284.13             5.330            -6.257        524304.858       6715842.996              0.20
           2284.40              0.18            255.84           2284.33             5.329            -6.257        524304.857       6715842.996              0.20
           2284.60              0.18            255.02           2284.53             5.329            -6.257        524304.857       6715842.996              0.20
           2284.80              0.18            254.21           2284.73             5.329            -6.257        524304.857       6715842.996              0.20
           2285.00              0.18            253.39           2284.93             5.329            -6.257        524304.857       6715842.996              0.20
           2285.20              0.18            252.57           2285.13             5.329            -6.257        524304.857       6715842.996              0.20
           2285.40              0.18            251.75           2285.33             5.329            -6.257        524304.857       6715842.996              0.20
           2285.60              0.18            250.93           2285.53             5.328            -6.257        524304.856       6715842.996              0.20
           2285.80              0.18            250.11           2285.73             5.328            -6.257        524304.856       6715842.996              0.20
           2286.00              0.18            249.29           2285.93             5.328            -6.258        524304.856       6715842.995              0.20
           2286.20              0.18            248.47           2286.13             5.328            -6.258        524304.856       6715842.995              0.20
           2286.40              0.17            247.65           2286.33             5.328            -6.258        524304.856       6715842.995              0.20
           2286.60              0.17            246.83           2286.53             5.327            -6.258        524304.855       6715842.995              0.20
           2286.80              0.17            246.02           2286.73             5.327            -6.258        524304.855       6715842.995              0.20
           2287.00              0.17            245.20           2286.93             5.327            -6.258        524304.855       6715842.995              0.20
           2287.20              0.17            244.38           2287.13             5.327            -6.258        524304.855       6715842.995              0.20
           2287.40              0.17            243.56           2287.33             5.327            -6.258        524304.855       6715842.995              0.20
           2287.60              0.17            242.74           2287.53             5.326            -6.258        524304.854       6715842.995              0.20
           2287.80              0.17            241.92           2287.73             5.326            -6.258        524304.854       6715842.995              0.20
           2288.00              0.17            241.10           2287.93             5.326            -6.258        524304.854       6715842.995              0.20
           2288.20              0.17            240.28           2288.13             5.326            -6.258        524304.854       6715842.995              0.20
           2288.40              0.17            239.46           2288.33             5.326            -6.258        524304.854       6715842.995              0.20
           2288.60              0.17            238.65           2288.53             5.326            -6.258        524304.854       6715842.995              0.20
           2288.80              0.17            237.83           2288.73             5.325            -6.258        524304.853       6715842.995              0.20
           2289.00              0.17            237.01           2288.93             5.325            -6.258        524304.853       6715842.995              0.20
           2289.20              0.17            236.19           2289.13             5.325            -6.258        524304.853       6715842.995              0.20
           2289.40              0.17            235.37           2289.33             5.325            -6.259        524304.853       6715842.994              0.20
           2289.60              0.17            234.55           2289.53             5.325            -6.259        524304.853       6715842.994              0.20
           2289.80              0.17            233.73           2289.73             5.324            -6.259        524304.852       6715842.994              0.20
           2290.00              0.17            232.91           2289.93             5.324            -6.259        524304.852       6715842.994              0.20
           2290.20              0.17            232.09           2290.13             5.324            -6.259        524304.852       6715842.994              0.20
           2290.40              0.16            231.28           2290.33             5.324            -6.259        524304.852       6715842.994              0.20
           2290.60              0.16            230.46           2290.53             5.324            -6.259        524304.852       6715842.994              0.20
           2290.80              0.16            229.64           2290.73             5.323            -6.259        524304.851       6715842.994              0.20
           2291.00              0.16            228.82           2290.93             5.323            -6.259        524304.851       6715842.994              0.20
           2291.20              0.16            228.00           2291.13             5.323            -6.259        524304.851       6715842.994              0.20
           2291.40              0.16            227.18           2291.33             5.323            -6.259        524304.851       6715842.994              0.20
           2291.60              0.16            226.36           2291.53             5.323            -6.259        524304.851       6715842.994              0.20
           2291.80              0.16            225.54           2291.73             5.323            -6.259        524304.851       6715842.994              0.20
           2292.00              0.16            224.72           2291.93             5.322            -6.259        524304.850       6715842.994              0.20
           2292.20              0.16            223.91           2292.13             5.322            -6.259        524304.850       6715842.994              0.20
           2292.40              0.16            223.09           2292.33             5.322            -6.259        524304.850       6715842.994              0.20
           2292.60              0.16            222.27           2292.53             5.322            -6.259        524304.850       6715842.994              0.20
           2292.80              0.16            221.45           2292.73             5.322            -6.259        524304.850       6715842.994              0.20
           2293.00              0.16            220.63           2292.93             5.321            -6.260        524304.849       6715842.993              0.20
           2293.20              0.16            219.81           2293.13             5.321            -6.260        524304.849       6715842.993              0.20
           2293.40              0.16            218.99           2293.33             5.321            -6.260        524304.849       6715842.993              0.20
           2293.60              0.16            218.17           2293.53             5.321            -6.260        524304.849       6715842.993              0.20
           2293.80              0.16            217.35           2293.73             5.321            -6.260        524304.849       6715842.993              0.20
           2294.00              0.16            216.54           2293.93             5.320            -6.260        524304.848       6715842.993              0.20
           2294.20              0.15            215.72           2294.13             5.320            -6.260        524304.848       6715842.993              0.20
           2294.40              0.15            214.90           2294.33             5.320            -6.260        524304.848       6715842.993              0.20
           2294.60              0.15            214.08           2294.53             5.320            -6.260        524304.848       6715842.993              0.20
           2294.80              0.15            213.26           2294.73             5.320            -6.260        524304.848       6715842.993              0.20
           2295.00              0.15            212.44           2294.93             5.320            -6.260        524304.848       6715842.993              0.20
           2295.20              0.15            211.62           2295.13             5.319            -6.260        524304.847       6715842.993              0.20
           2295.40              0.15            210.80           2295.33             5.319            -6.260        524304.847       6715842.993              0.20
           2295.60              0.15            209.98           2295.53             5.319            -6.260        524304.847       6715842.993              0.20
           2295.80              0.15            209.17           2295.73             5.319            -6.260        524304.847       6715842.993              0.20
           2296.00              0.15            208.35           2295.93             5.319            -6.260        524304.847       6715842.993              0.20
           2296.20              0.15            207.53           2296.13             5.318            -6.260        524304.846       6715842.993              0.20
           2296.40              0.15            206.71           2296.33             5.318            -6.261        524304.846       6715842.992              0.20
           2296.60              0.15            205.89           2296.53             5.318            -6.261        524304.846       6715842.992              0.20
           2296.80              0.15            205.07           2296.73             5.318            -6.261        524304.846       6715842.992              0.20
           2297.00              0.15            204.25           2296.93             5.318            -6.261        524304.846       6715842.992              0.20
           2297.20              0.15            203.43           2297.13             5.317            -6.261        524304.845       6715842.992              0.20
           2297.40              0.15            202.61           2297.33             5.317            -6.261        524304.845       6715842.992              0.20
           2297.60              0.15            201.80           2297.53             5.317            -6.261        524304.845       6715842.992              0.20
           2297.80              0.15            200.98           2297.73             5.317            -6.261        524304.845       6715842.992              0.20
           2298.00              0.14            200.16           2297.93             5.317            -6.261        524304.845       6715842.992              0.20
           2298.20              0.14            199.34           2298.13             5.317            -6.261        524304.845       6715842.992              0.20
           2298.40              0.14            198.52           2298.33             5.316            -6.261        524304.844       6715842.992              0.20
           2298.60              0.14            197.70           2298.53             5.316            -6.261        524304.844       6715842.992              0.20
           2298.80              0.14            196.88           2298.73             5.316            -6.261        524304.844       6715842.992              0.20
           2299.00              0.14            196.06           2298.93             5.316            -6.261        524304.844       6715842.992              0.20
           2299.20              0.14            195.24           2299.13             5.316            -6.261        524304.844       6715842.992              0.20
           2299.40              0.14            194.43           2299.33             5.315            -6.261        524304.843       6715842.992              0.20
           2299.60              0.14            193.61           2299.53             5.315            -6.261        524304.843       6715842.992              0.20
           2299.80              0.14            192.79           2299.73             5.315            -6.261        524304.843       6715842.992              0.20
           2300.00              0.14            191.97           2299.93             5.315            -6.262        524304.843       6715842.991              0.21
           2300.20              0.14            191.15           2300.13             5.315            -6.262        524304.843       6715842.991              0.21
           2300.40              0.14            190.33           2300.33             5.314            -6.262        524304.842       6715842.991              0.21
           2300.60              0.14            189.51           2300.53             5.314            -6.262        524304.842       6715842.991              0.21
           2300.80              0.14            188.69           2300.73             5.314            -6.262        524304.842       6715842.991              0.21
           2301.00              0.14            187.87           2300.93             5.314            -6.262        524304.842       6715842.991              0.21
           2301.20              0.14            187.06           2301.13             5.314            -6.262        524304.842       6715842.991              0.21
           2301.40              0.14            186.24           2301.33             5.314            -6.262        524304.842       6715842.991              0.21
           2301.60              0.14            185.42           2301.53             5.313            -6.262        524304.841       6715842.991              0.21
           2301.80              0.13            184.60           2301.73             5.313            -6.262        524304.841       6715842.991              0.21
           2302.00              0.13            183.78           2301.93             5.313            -6.262        524304.841       6715842.991              0.21
           2302.20              0.13            182.96           2302.13             5.313            -6.262        524304.841       6715842.991              0.21
           2302.40              0.13            182.14           2302.33             5.313            -6.262        524304.841       6715842.991              0.21
           2302.60              0.13            181.32           2302.53             5.312            -6.262        524304.840       6715842.991              0.21
           2302.80              0.13            180.50           2302.73             5.312            -6.262        524304.840       6715842.991              0.21
           2303.00              0.13            179.69           2302.93             5.312            -6.262        524304.840       6715842.991              0.21
           2303.20              0.13            178.87           2303.13             5.312            -6.262        524304.840       6715842.991              0.21
           2303.40              0.13            178.05           2303.33             5.312            -6.263        524304.840       6715842.990              0.21
           2303.60              0.13            177.23           2303.53             5.311            -6.263        524304.839       6715842.990              0.21
           2303.80              0.13            176.41           2303.73             5.311            -6.263        524304.839       6715842.990              0.21
           2304.00              0.13            175.59           2303.93             5.311            -6.263        524304.839       6715842.990              0.21
           2304.20              0.13            174.77           2304.13             5.311            -6.263        524304.839       6715842.990              0.21
           2304.40              0.13            173.95           2304.33             5.311            -6.263        524304.839       6715842.990              0.21
           2304.60              0.13            173.13           2304.53             5.311            -6.263        524304.839       6715842.990              0.21
           2304.80              0.13            172.32           2304.73             5.310            -6.263        524304.838       6715842.990              0.21
           2305.00              0.13            171.50           2304.93             5.310            -6.263        524304.838       6715842.990              0.21
           2305.20              0.13            170.68           2305.13             5.310            -6.263        524304.838       6715842.990              0.21
           2305.40              0.13            169.86           2305.33             5.310            -6.263        524304.838       6715842.990              0.21
           2305.60              0.12            169.04           2305.53             5.310            -6.263        524304.838       6715842.990              0.21
           2305.80              0.12            168.22           2305.73             5.309            -6.263        524304.837       6715842.990              0.21
           2306.00              0.12            167.40           2305.93             5.309            -6.263        524304.837       6715842.990              0.21
           2306.20              0.12            166.58           2306.13             5.309            -6.263        524304.837       6715842.990              0.21
           2306.40              0.12            165.76           2306.33             5.309            -6.263        524304.837       6715842.990              0.21
           2306.60              0.12            164.95           2306.53             5.309            -6.263        524304.837       6715842.990              0.21
           2306.80              0.12            164.13           2306.73             5.308            -6.263        524304.836       6715842.990              0.21
           2307.00              0.12            163.31           2306.93             5.308            -6.264        524304.836       6715842.989              0.21
           2307.20              0.12            162.49           2307.13             5.308            -6.264        524304.836       6715842.989              0.21
           2307.40              0.12            161.67           2307.33             5.308            -6.264        524304.836       6715842.989              0.21
           2307.60              0.12            160.85           2307.53             5.308            -6.264        524304.836       6715842.989              0.21
           2307.80              0.12            160.03           2307.73             5.308            -6.264        524304.836       6715842.989              0.21
           2308.00              0.12            159.21           2307.93             5.307            -6.264        524304.835       6715842.989              0.21
           2308.20              0.12            158.39           2308.13             5.307            -6.264        524304.835       6715842.989              0.21
           2308.40              0.12            157.58           2308.33             5.307            -6.264        524304.835       6715842.989              0.21
           2308.60              0.12            156.76           2308.53             5.307            -6.264        524304.835       6715842.989              0.21
           2308.80              0.12            155.94           2308.73             5.307            -6.264        524304.835       6715842.989              0.21
           2309.00              0.12            155.12           2308.93             5.306            -6.264        524304.834       6715842.989              0.21
           2309.20              0.12            154.30           2309.13             5.306            -6.264        524304.834       6715842.989              0.21
           2309.40              0.12            153.48           2309.33             5.306            -6.264        524304.834       6715842.989              0.21
           2309.60              0.11            152.66           2309.53             5.306            -6.264        524304.834       6715842.989              0.21
           2309.80              0.11            151.84           2309.73             5.306            -6.264        524304.834       6715842.989              0.21
           2310.00              0.11            151.02           2309.93             5.305            -6.264        524304.833       6715842.989              0.21
           2310.20              0.11            150.21           2310.13             5.305            -6.264        524304.833       6715842.989              0.21
           2310.40              0.11            149.39           2310.33             5.305            -6.265        524304.833       6715842.988              0.21
           2310.60              0.11            148.57           2310.53             5.305            -6.265        524304.833       6715842.988              0.21
           2310.80              0.11            147.75           2310.73             5.305            -6.265        524304.833       6715842.988              0.21
           2311.00              0.11            146.93           2310.93             5.305            -6.265        524304.833       6715842.988              0.21
           2311.20              0.11            146.11           2311.13             5.304            -6.265        524304.832       6715842.988              0.21
           2311.40              0.11            145.29           2311.33             5.304            -6.265        524304.832       6715842.988              0.21
           2311.60              0.11            144.47           2311.53             5.304            -6.265        524304.832       6715842.988              0.21
           2311.80              0.11            143.65           2311.73             5.304            -6.265        524304.832       6715842.988              0.21
           2312.00              0.11            142.84           2311.93             5.304            -6.265        524304.832       6715842.988              0.21
           2312.20              0.11            142.02           2312.13             5.303            -6.265        524304.831       6715842.988              0.21
           2312.40              0.11            141.20           2312.33             5.303            -6.265        524304.831       6715842.988              0.21
           2312.60              0.11            140.38           2312.53             5.303            -6.265        524304.831       6715842.988              0.21
           2312.80              0.11            139.56           2312.73             5.303            -6.265        524304.831       6715842.988              0.21
           2313.00              0.11            138.74           2312.93             5.303            -6.265        524304.831       6715842.988              0.21
           2313.20              0.11            137.92           2313.13             5.302            -6.265        524304.830       6715842.988              0.21
           2313.40              0.10            137.10           2313.33             5.302            -6.265        524304.830       6715842.988              0.21
           2313.60              0.10            136.28           2313.53             5.302            -6.265        524304.830       6715842.988              0.21
           2313.80              0.10            135.47           2313.73             5.302            -6.265        524304.830       6715842.988              0.21
           2314.00              0.10            134.65           2313.93             5.302            -6.266        524304.830       6715842.987              0.21
           2314.20              0.10            133.83           2314.13             5.302            -6.266        524304.830       6715842.987              0.21
           2314.40              0.10            133.01           2314.33             5.301            -6.266        524304.829       6715842.987              0.21
           2314.60              0.10            132.19           2314.53             5.301            -6.266        524304.829       6715842.987              0.21
           2314.80              0.10            131.37           2314.73             5.301            -6.266        524304.829       6715842.987              0.21
           2315.00              0.10            130.55           2314.93             5.301            -6.266        524304.829       6715842.987              0.21
           2315.20              0.10            129.73           2315.13             5.301            -6.266        524304.829       6715842.987              0.21
           2315.40              0.10            128.91           2315.33             5.300            -6.266        524304.828       6715842.987              0.21
           2315.60              0.10            128.10           2315.53             5.300            -6.266        524304.828       6715842.987              0.21
           2315.80              0.10            127.28           2315.73             5.300            -6.266        524304.828       6715842.987              0.21
           2316.00              0.10            126.46           2315.93             5.300            -6.266        524304.828       6715842.987              0.21
           2316.20              0.10            125.64           2316.13             5.300            -6.266        524304.828       6715842.987              0.21
           2316.40              0.10            124.82           2316.33             5.299            -6.266        524304.827       6715842.987              0.21
           2316.60              0.10            124.00           2316.53             5.299            -6.266        524304.827       6715842.987              0.21
           2316.80              0.10            123.18           2316.73             5.299            -6.266        524304.827       6715842.987              0.21
           2317.00              0.10            122.36           2316.93             5.299            -6.266        524304.827       6715842.987              0.21
           2317.20              0.09            121.54           2317.13             5.299            -6.266        524304.827       6715842.987              0.21
           2317.40              0.09            120.72           2317.33             5.299            -6.267        524304.827       6715842.986              0.21
           2317.60              0.09            119.91           2317.53             5.298            -6.267        524304.826       6715842.986              0.21
           2317.80              0.09            119.09           2317.73             5.298            -6.267        524304.826       6715842.986              0.21
           2318.00              0.09            118.27           2317.93             5.298            -6.267        524304.826       6715842.986              0.21
           2318.20              0.09            117.45           2318.13             5.298            -6.267        524304.826       6715842.986              0.21
           2318.40              0.09            116.63           2318.33             5.298            -6.267        524304.826       6715842.986              0.21
           2318.60              0.09            115.81           2318.53             5.297            -6.267        524304.825       6715842.986              0.21
           2318.80              0.09            114.99           2318.73             5.297            -6.267        524304.825       6715842.986              0.21
           2319.00              0.09            114.17           2318.93             5.297            -6.267        524304.825       6715842.986              0.21
           2319.20              0.09            114.20           2319.13             5.297            -6.267        524304.825       6715842.986              0.21
           2319.40              0.09            114.44           2319.33             5.297            -6.267        524304.825       6715842.986              0.21
           2319.60              0.09            114.68           2319.53             5.297            -6.268        524304.825       6715842.985              0.21
           2319.80              0.09            114.92           2319.73             5.297            -6.268        524304.825       6715842.985              0.21
           2320.00              0.09            115.16           2319.93             5.297            -6.268        524304.825       6715842.985              0.21
           2320.20              0.09            115.41           2320.13             5.297            -6.269        524304.825       6715842.984              0.21
           2320.40              0.09            115.65           2320.33             5.297            -6.269        524304.825       6715842.984              0.21
           2320.60              0.09            115.89           2320.53             5.297            -6.269        524304.825       6715842.984              0.21
           2320.80              0.09            116.13           2320.73             5.297            -6.269        524304.825       6715842.984              0.21
           2321.00              0.09            116.37           2320.93             5.297            -6.270        524304.825       6715842.983              0.21
           2321.20              0.09            116.61           2321.13             5.298            -6.270        524304.826       6715842.983              0.21
           2321.40              0.09            116.85           2321.33             5.298            -6.270        524304.826       6715842.983              0.21
           2321.60              0.09            117.09           2321.53             5.298            -6.270        524304.826       6715842.983              0.20
           2321.80              0.09            117.33           2321.73             5.298            -6.271        524304.826       6715842.982              0.20
           2322.00              0.09            117.57           2321.93             5.298            -6.271        524304.826       6715842.982              0.20
           2322.20              0.09            117.81           2322.13             5.298            -6.271        524304.826       6715842.982              0.20
           2322.40              0.09            118.05           2322.33             5.298            -6.271        524304.826       6715842.982              0.20
           2322.60              0.09            118.29           2322.53             5.298            -6.272        524304.826       6715842.981              0.20
           2322.80              0.09            118.53           2322.73             5.298            -6.272        524304.826       6715842.981              0.20
           2323.00              0.09            118.77           2322.93             5.298            -6.272        524304.826       6715842.981              0.20
           2323.20              0.09            119.01           2323.13             5.298            -6.273        524304.826       6715842.980              0.20
           2323.40              0.09            119.25           2323.33             5.298            -6.273        524304.826       6715842.980              0.20
           2323.60              0.09            119.49           2323.53             5.298            -6.273        524304.826       6715842.980              0.20
           2323.80              0.09            119.73           2323.73             5.298            -6.273        524304.826       6715842.980              0.20
           2324.00              0.09            119.98           2323.93             5.298            -6.274        524304.826       6715842.979              0.20
           2324.20              0.09            120.22           2324.13             5.298            -6.274        524304.826       6715842.979              0.20
           2324.40              0.09            120.46           2324.33             5.298            -6.274        524304.826       6715842.979              0.20
           2324.60              0.09            120.70           2324.53             5.298            -6.274        524304.826       6715842.979              0.20
           2324.80              0.09            120.94           2324.73             5.298            -6.275        524304.826       6715842.978              0.20
           2325.00              0.09            121.18           2324.93             5.298            -6.275        524304.826       6715842.978              0.20
           2325.20              0.09            121.42           2325.13             5.298            -6.275        524304.826       6715842.978              0.20
           2325.40              0.09            121.66           2325.33             5.299            -6.276        524304.827       6715842.977              0.20
           2325.60              0.09            121.90           2325.53             5.299            -6.276        524304.827       6715842.977              0.20
           2325.80              0.09            122.14           2325.73             5.299            -6.276        524304.827       6715842.977              0.20
           2326.00              0.09            122.38           2325.93             5.299            -6.276        524304.827       6715842.977              0.20
           2326.20              0.09            122.62           2326.13             5.299            -6.277        524304.827       6715842.976              0.20
           2326.40              0.09            122.86           2326.33             5.299            -6.277        524304.827       6715842.976              0.20
           2326.60              0.09            123.10           2326.53             5.299            -6.277        524304.827       6715842.976              0.20
           2326.80              0.09            123.34           2326.73             5.299            -6.277        524304.827       6715842.976              0.19
           2327.00              0.09            123.58           2326.93             5.299            -6.278        524304.827       6715842.975              0.19
           2327.20              0.09            123.82           2327.13             5.299            -6.278        524304.827       6715842.975              0.19
           2327.40              0.09            124.06           2327.33             5.299            -6.278        524304.827       6715842.975              0.19
           2327.60              0.09            124.30           2327.53             5.299            -6.278        524304.827       6715842.975              0.19
           2327.80              0.09            124.54           2327.73             5.299            -6.279        524304.827       6715842.974              0.19
           2328.00              0.09            124.79           2327.93             5.299            -6.279        524304.827       6715842.974              0.19
           2328.20              0.09            125.03           2328.13             5.299            -6.279        524304.827       6715842.974              0.19
           2328.40              0.09            125.27           2328.33             5.299            -6.280        524304.827       6715842.973              0.19
           2328.60              0.10            125.51           2328.53             5.299            -6.280        524304.827       6715842.973              0.19
           2328.80              0.10            125.75           2328.73             5.299            -6.280        524304.827       6715842.973              0.19
           2329.00              0.10            125.99           2328.93             5.299            -6.280        524304.827       6715842.973              0.19
           2329.20              0.10            126.23           2329.13             5.299            -6.281        524304.827       6715842.972              0.19
           2329.40              0.10            126.47           2329.33             5.299            -6.281        524304.827       6715842.972              0.19
           2329.60              0.10            126.71           2329.53             5.299            -6.281        524304.827       6715842.972              0.19
           2329.80              0.10            126.95           2329.73             5.300            -6.281        524304.828       6715842.972              0.19
           2330.00              0.10            127.19           2329.93             5.300            -6.282        524304.828       6715842.971              0.19
           2330.20              0.10            127.43           2330.13             5.300            -6.282        524304.828       6715842.971              0.19
           2330.40              0.10            127.67           2330.33             5.300            -6.282        524304.828       6715842.971              0.19
           2330.60              0.10            127.91           2330.53             5.300            -6.282        524304.828       6715842.971              0.19
           2330.80              0.10            128.15           2330.73             5.300            -6.283        524304.828       6715842.970              0.19
           2331.00              0.10            128.39           2330.93             5.300            -6.283        524304.828       6715842.970              0.19
           2331.20              0.10            128.63           2331.13             5.300            -6.283        524304.828       6715842.970              0.19
           2331.40              0.10            128.87           2331.33             5.300            -6.284        524304.828       6715842.969              0.19
           2331.60              0.10            129.11           2331.53             5.300            -6.284        524304.828       6715842.969              0.19
           2331.80              0.10            129.36           2331.73             5.300            -6.284        524304.828       6715842.969              0.18
           2332.00              0.10            129.60           2331.93             5.300            -6.284        524304.828       6715842.969              0.18
           2332.20              0.10            129.84           2332.13             5.300            -6.285        524304.828       6715842.968              0.18
           2332.40              0.10            130.08           2332.33             5.300            -6.285        524304.828       6715842.968              0.18
           2332.60              0.10            130.32           2332.53             5.300            -6.285        524304.828       6715842.968              0.18
           2332.80              0.10            130.56           2332.73             5.300            -6.285        524304.828       6715842.968              0.18
           2333.00              0.10            130.80           2332.93             5.300            -6.286        524304.828       6715842.967              0.18
           2333.20              0.10            131.04           2333.13             5.300            -6.286        524304.828       6715842.967              0.18
           2333.40              0.10            131.28           2333.33             5.300            -6.286        524304.828       6715842.967              0.18
           2333.60              0.10            131.52           2333.53             5.300            -6.286        524304.828       6715842.967              0.18
           2333.80              0.10            131.76           2333.73             5.300            -6.287        524304.828       6715842.966              0.18
           2334.00              0.10            132.00           2333.93             5.301            -6.287        524304.829       6715842.966              0.18
           2334.20              0.10            132.24           2334.13             5.301            -6.287        524304.829       6715842.966              0.18
           2334.40              0.10            132.48           2334.33             5.301            -6.288        524304.829       6715842.965              0.18
           2334.60              0.10            132.72           2334.53             5.301            -6.288        524304.829       6715842.965              0.18
           2334.80              0.10            132.96           2334.73             5.301            -6.288        524304.829       6715842.965              0.18
           2335.00              0.10            133.20           2334.93             5.301            -6.288        524304.829       6715842.965              0.18
           2335.20              0.10            133.44           2335.13             5.301            -6.289        524304.829       6715842.964              0.18
           2335.40              0.10            133.68           2335.33             5.301            -6.289        524304.829       6715842.964              0.18
           2335.60              0.10            133.93           2335.53             5.301            -6.289        524304.829       6715842.964              0.18
           2335.80              0.10            134.17           2335.73             5.301            -6.289        524304.829       6715842.964              0.18
           2336.00              0.10            134.41           2335.93             5.301            -6.290        524304.829       6715842.963              0.18
           2336.20              0.10            134.65           2336.13             5.301            -6.290        524304.829       6715842.963              0.18
           2336.40              0.10            134.89           2336.33             5.301            -6.290        524304.829       6715842.963              0.18
           2336.60              0.10            135.13           2336.53             5.301            -6.291        524304.829       6715842.962              0.18
